experiment,family,k,horizon,policy,metric,mean,ci_low,ci_high,n,n_metric_missing
e3_exact_online,prior,2,20,dp_direct,pseudo_regret,0.8917361902585756,0.7582452073678115,1.034816239839231,200,0
e3_exact_online,prior,2,20,dp_direct,reward,12.275,11.56,12.995,200,0
e3_exact_online,prior,2,20,dp_direct,exact_loss,0.0,0.0,0.0,200,0
e3_exact_online,prior,2,20,dp_direct,optimal_agreement,1.0,1.0,1.0,200,0
e3_exact_online,prior,2,20,dp_direct,posterior_mean_greedy,0.96675,0.95975,0.9734999999999999,200,0
e3_exact_online,prior,2,20,dp_direct,unseen_fraction,0.0925,0.09,0.095,200,0
e3_exact_online,prior,2,20,dp_direct,switches,3.05,2.59,3.54,200,0
e3_exact_online,prior,2,20,dp_direct,arms_visited,1.85,1.8,1.895,200,0
e3_exact_online,prior,2,20,dp_direct,best_arm_fraction,0.7692499999999999,0.7277437499999999,0.8094999999999999,200,0
e3_exact_online,prior,2,20,dp_direct,suffix_failure,0.025,0.005,0.05,200,0
e3_exact_online,prior,2,20,dp_direct,choice_mismatch_fraction,0.0,0.0,0.0,200,0
e3_exact_online,prior,2,20,exact,pseudo_regret,0.8791479861547816,0.751048352796495,1.015056648240806,200,0
e3_exact_online,prior,2,20,exact,reward,12.3,11.58,13.015,200,0
e3_exact_online,prior,2,20,exact,exact_loss,0.0,0.0,0.0,200,0
e3_exact_online,prior,2,20,exact,optimal_agreement,1.0,1.0,1.0,200,0
e3_exact_online,prior,2,20,exact,posterior_mean_greedy,0.96875,0.9620000000000001,0.9747499999999999,200,0
e3_exact_online,prior,2,20,exact,unseen_fraction,0.09225,0.08975,0.09475,200,0
e3_exact_online,prior,2,20,exact,switches,2.74,2.365,3.14,200,0
e3_exact_online,prior,2,20,exact,arms_visited,1.845,1.795,1.895,200,0
e3_exact_online,prior,2,20,exact,best_arm_fraction,0.7692499999999999,0.7265,0.8089999999999999,200,0
e3_exact_online,prior,2,20,exact,suffix_failure,0.03,0.01,0.055,200,0
e3_exact_online,prior,2,20,finite_ap_index,pseudo_regret,0.8711276021732153,0.7337953381231048,1.01610261458146,200,0
e3_exact_online,prior,2,20,finite_ap_index,reward,12.28,11.565,12.98,200,0
e3_exact_online,prior,2,20,finite_ap_index,exact_loss,0.00164330233376905,0.0010820771895768205,0.002285822802342281,200,0
e3_exact_online,prior,2,20,finite_ap_index,optimal_agreement,0.98375,0.97875,0.9884999999999999,200,0
e3_exact_online,prior,2,20,finite_ap_index,posterior_mean_greedy,0.97625,0.9702500000000001,0.9815,200,0
e3_exact_online,prior,2,20,finite_ap_index,unseen_fraction,0.09125,0.08850000000000001,0.09375,200,0
e3_exact_online,prior,2,20,finite_ap_index,switches,2.53,2.145,2.93,200,0
e3_exact_online,prior,2,20,finite_ap_index,arms_visited,1.825,1.77,1.875,200,0
e3_exact_online,prior,2,20,finite_ap_index,best_arm_fraction,0.7667499999999999,0.7245,0.8075,200,0
e3_exact_online,prior,2,20,finite_ap_index,suffix_failure,0.025,0.005,0.05,200,0
e3_exact_online,prior,2,20,finite_ap_index,index_ambiguous_ranking_fraction,0.0,0.0,0.0,200,0
e3_exact_online,prior,2,20,greedy,pseudo_regret,0.7778416463080692,0.6293628052759691,0.9375654460918035,200,0
e3_exact_online,prior,2,20,greedy,reward,12.355,11.64,13.065,200,0
e3_exact_online,prior,2,20,greedy,exact_loss,0.06234919397565641,0.045839700217802364,0.08175280442892494,200,0
e3_exact_online,prior,2,20,greedy,optimal_agreement,0.90375,0.8825,0.92425,200,0
e3_exact_online,prior,2,20,greedy,posterior_mean_greedy,1.0,1.0,1.0,200,0
e3_exact_online,prior,2,20,greedy,unseen_fraction,0.08574999999999999,0.0825,0.08875,200,0
e3_exact_online,prior,2,20,greedy,switches,2.155,1.775,2.57,200,0
e3_exact_online,prior,2,20,greedy,arms_visited,1.715,1.654875,1.775,200,0
e3_exact_online,prior,2,20,greedy,best_arm_fraction,0.7935000000000001,0.7515000000000001,0.8334999999999999,200,0
e3_exact_online,prior,2,20,greedy,suffix_failure,0.02,0.005,0.04,200,0
e3_exact_online,prior,2,20,ids,pseudo_regret,0.9027111365132118,0.7777234420484933,1.0340458570096194,200,0
e3_exact_online,prior,2,20,ids,reward,12.265,11.56,12.975,200,0
e3_exact_online,prior,2,20,ids,exact_loss,0.036150705415568446,0.02670062599286107,0.04594945996928227,200,0
e3_exact_online,prior,2,20,ids,optimal_agreement,0.9640000000000001,0.9572499999999999,0.9704999999999999,200,0
e3_exact_online,prior,2,20,ids,posterior_mean_greedy,0.95525,0.9475,0.9627500000000001,200,0
e3_exact_online,prior,2,20,ids,unseen_fraction,0.09275,0.09025,0.095,200,0
e3_exact_online,prior,2,20,ids,switches,3.07,2.65,3.51,200,0
e3_exact_online,prior,2,20,ids,arms_visited,1.855,1.805,1.9,200,0
e3_exact_online,prior,2,20,ids,best_arm_fraction,0.7705000000000001,0.73224375,0.80625,200,0
e3_exact_online,prior,2,20,ids,suffix_failure,0.02,0.005,0.04,200,0
e3_exact_online,prior,2,20,knowledge_gradient,pseudo_regret,0.9453189222755647,0.808490395630937,1.0914961693031204,200,0
e3_exact_online,prior,2,20,knowledge_gradient,reward,12.2,11.499875,12.9,200,0
e3_exact_online,prior,2,20,knowledge_gradient,exact_loss,0.03159859089912234,0.02342342154571107,0.04035849494553181,200,0
e3_exact_online,prior,2,20,knowledge_gradient,optimal_agreement,0.9534999999999999,0.9407499999999999,0.9655000000000001,200,0
e3_exact_online,prior,2,20,knowledge_gradient,posterior_mean_greedy,0.9332499999999999,0.9192500000000001,0.94625,200,0
e3_exact_online,prior,2,20,knowledge_gradient,unseen_fraction,0.0925,0.09,0.09475000000000001,200,0
e3_exact_online,prior,2,20,knowledge_gradient,switches,3.1,2.61,3.6001249999999985,200,0
e3_exact_online,prior,2,20,knowledge_gradient,arms_visited,1.85,1.8,1.9,200,0
e3_exact_online,prior,2,20,knowledge_gradient,best_arm_fraction,0.76725,0.72775,0.8059999999999999,200,0
e3_exact_online,prior,2,20,knowledge_gradient,suffix_failure,0.03,0.01,0.055,200,0
e3_exact_online,prior,2,20,random,pseudo_regret,3.4190960535777184,3.091996861421621,3.760237463295131,200,0
e3_exact_online,prior,2,20,random,reward,9.7,9.064874999999999,10.33,200,0
e3_exact_online,prior,2,20,random,exact_loss,2.510542258033877,2.2902581335417707,2.737659083097104,200,0
e3_exact_online,prior,2,20,random,optimal_agreement,0.54875,0.5327500000000001,0.565,200,0
e3_exact_online,prior,2,20,random,posterior_mean_greedy,0.5539999999999999,0.53749375,0.5705,200,0
e3_exact_online,prior,2,20,random,unseen_fraction,0.1,0.1,0.1,200,0
e3_exact_online,prior,2,20,random,switches,9.195,8.895,9.495,200,0
e3_exact_online,prior,2,20,random,arms_visited,2.0,2.0,2.0,200,0
e3_exact_online,prior,2,20,random,best_arm_fraction,0.49375,0.47825,0.50925,200,0
e3_exact_online,prior,2,20,random,suffix_failure,0.0,0.0,0.0,200,0
e3_exact_online,prior,2,20,ts,pseudo_regret,1.4557073421677404,1.3114210344385773,1.6089115012112485,200,0
e3_exact_online,prior,2,20,ts,reward,11.605,10.92,12.3,200,0
e3_exact_online,prior,2,20,ts,exact_loss,0.5025147587487888,0.45877480337168086,0.5470385362447848,200,0
e3_exact_online,prior,2,20,ts,optimal_agreement,0.8107500000000001,0.7927500000000001,0.82825,200,0
e3_exact_online,prior,2,20,ts,posterior_mean_greedy,0.8269999999999998,0.8109999999999999,0.8419999999999999,200,0
e3_exact_online,prior,2,20,ts,unseen_fraction,0.1,0.1,0.1,200,0
e3_exact_online,prior,2,20,ts,switches,5.71,5.295,6.13,200,0
e3_exact_online,prior,2,20,ts,arms_visited,2.0,2.0,2.0,200,0
e3_exact_online,prior,2,20,ts,best_arm_fraction,0.69625,0.6644999999999999,0.7277499999999999,200,0
e3_exact_online,prior,2,20,ts,suffix_failure,0.0,0.0,0.0,200,0
e3_exact_online,prior,2,20,ucb1,pseudo_regret,1.843174837208616,1.7112172741412255,1.9752589723423875,200,0
e3_exact_online,prior,2,20,ucb1,reward,11.255,10.595,11.915,200,0
e3_exact_online,prior,2,20,ucb1,exact_loss,0.9325280647608268,0.8656865360554686,0.9997458539489954,200,0
e3_exact_online,prior,2,20,ucb1,optimal_agreement,0.7609999999999999,0.7467500000000001,0.775,200,0
e3_exact_online,prior,2,20,ucb1,posterior_mean_greedy,0.75125,0.7369999999999999,0.765,200,0
e3_exact_online,prior,2,20,ucb1,unseen_fraction,0.1,0.1,0.1,200,0
e3_exact_online,prior,2,20,ucb1,switches,9.215,8.83,9.6,200,0
e3_exact_online,prior,2,20,ucb1,arms_visited,2.0,2.0,2.0,200,0
e3_exact_online,prior,2,20,ucb1,best_arm_fraction,0.6625,0.6445000000000001,0.6809999999999999,200,0
e3_exact_online,prior,2,20,ucb1,suffix_failure,0.0,0.0,0.0,200,0
e4_scaling,clear,2,100,bayes_direct,pseudo_regret,3.339999999999999,1.0,6.359999999999999,40,0
e4_scaling,clear,2,100,bayes_direct,reward,66.3,62.875,69.325,40,0
e4_scaling,clear,2,100,bayes_direct,posterior_mean_greedy,0.9960000000000001,0.9879999999999999,1.0,40,0
e4_scaling,clear,2,100,bayes_direct,unseen_fraction,0.017499999999999998,0.016000000000000004,0.01875,40,0
e4_scaling,clear,2,100,bayes_direct,switches,1.375,1.025,1.775,40,0
e4_scaling,clear,2,100,bayes_direct,arms_visited,1.75,1.625,1.875,40,0
e4_scaling,clear,2,100,bayes_direct,best_arm_fraction,0.9164999999999999,0.84199375,0.9744999999999999,40,0
e4_scaling,clear,2,100,bayes_direct,suffix_failure,0.025,0.0,0.075,40,0
e4_scaling,clear,2,100,bayes_direct,choice_mismatch_fraction,0.0,0.0,0.0,40,0
e4_scaling,clear,2,100,bayes_sample,pseudo_regret,3.25,2.78,3.75,40,0
e4_scaling,clear,2,100,bayes_sample,reward,66.35,64.675,67.95,40,0
e4_scaling,clear,2,100,bayes_sample,posterior_mean_greedy,0.9350000000000002,0.9265000000000001,0.9434999999999999,40,0
e4_scaling,clear,2,100,bayes_sample,unseen_fraction,0.02,0.02,0.02,40,0
e4_scaling,clear,2,100,bayes_sample,switches,13.125,11.55,14.7,40,0
e4_scaling,clear,2,100,bayes_sample,arms_visited,2.0,2.0,2.0,40,0
e4_scaling,clear,2,100,bayes_sample,best_arm_fraction,0.91875,0.906,0.93025,40,0
e4_scaling,clear,2,100,bayes_sample,suffix_failure,0.0,0.0,0.0,40,0
e4_scaling,clear,2,100,bayes_sample,choice_mismatch_fraction,0.0,0.0,0.0,40,0
e4_scaling,clear,2,100,bayes_ucb,pseudo_regret,1.9600000000000002,1.5799999999999998,2.3699999999999997,40,0
e4_scaling,clear,2,100,bayes_ucb,reward,67.775,66.175,69.325,40,0
e4_scaling,clear,2,100,bayes_ucb,posterior_mean_greedy,0.9727499999999999,0.9657437499999999,0.9792500000000001,40,0
e4_scaling,clear,2,100,bayes_ucb,unseen_fraction,0.02,0.02,0.02,40,0
e4_scaling,clear,2,100,bayes_ucb,switches,4.875,4.275,5.55,40,0
e4_scaling,clear,2,100,bayes_ucb,arms_visited,2.0,2.0,2.0,40,0
e4_scaling,clear,2,100,bayes_ucb,best_arm_fraction,0.9510000000000002,0.9407499999999999,0.9605,40,0
e4_scaling,clear,2,100,bayes_ucb,suffix_failure,0.0,0.0,0.0,40,0
e4_scaling,clear,2,100,counts_direct,pseudo_regret,2.55,0.6199999999999999,5.159999999999999,40,0
e4_scaling,clear,2,100,counts_direct,reward,67.45,64.625,69.85,40,0
e4_scaling,clear,2,100,counts_direct,posterior_mean_greedy,0.9872499999999998,0.96975,0.999,40,0
e4_scaling,clear,2,100,counts_direct,unseen_fraction,0.01625,0.014750000000000003,0.01775,40,0
e4_scaling,clear,2,100,counts_direct,switches,1.125,0.775,1.525,40,0
e4_scaling,clear,2,100,counts_direct,arms_visited,1.625,1.475,1.775,40,0
e4_scaling,clear,2,100,counts_direct,best_arm_fraction,0.93625,0.8729937499999999,0.9845,40,0
e4_scaling,clear,2,100,counts_direct,suffix_failure,0.025,0.0,0.075,40,0
e4_scaling,clear,2,100,counts_direct,choice_mismatch_fraction,0.0,0.0,0.0,40,0
e4_scaling,clear,2,100,counts_sample,pseudo_regret,3.8899999999999997,3.3299999999999996,4.52,40,0
e4_scaling,clear,2,100,counts_sample,reward,65.825,64.2,67.4,40,0
e4_scaling,clear,2,100,counts_sample,posterior_mean_greedy,0.9232500000000001,0.91425,0.932,40,0
e4_scaling,clear,2,100,counts_sample,unseen_fraction,0.02,0.02,0.02,40,0
e4_scaling,clear,2,100,counts_sample,switches,14.875,13.375,16.4,40,0
e4_scaling,clear,2,100,counts_sample,arms_visited,2.0,2.0,2.0,40,0
e4_scaling,clear,2,100,counts_sample,best_arm_fraction,0.9027499999999999,0.8865000000000001,0.917,40,0
e4_scaling,clear,2,100,counts_sample,suffix_failure,0.0,0.0,0.0,40,0
e4_scaling,clear,2,100,counts_sample,choice_mismatch_fraction,0.0,0.0,0.0,40,0
e4_scaling,clear,2,100,finite_ap_index,pseudo_regret,1.15,0.85,1.48,40,0
e4_scaling,clear,2,100,finite_ap_index,reward,68.55,67.0,70.075,40,0
e4_scaling,clear,2,100,finite_ap_index,posterior_mean_greedy,0.9885000000000002,0.98375,0.9925,40,0
e4_scaling,clear,2,100,finite_ap_index,unseen_fraction,0.02,0.02,0.02,40,0
e4_scaling,clear,2,100,finite_ap_index,switches,2.85,2.35,3.425,40,0
e4_scaling,clear,2,100,finite_ap_index,arms_visited,2.0,2.0,2.0,40,0
e4_scaling,clear,2,100,finite_ap_index,best_arm_fraction,0.9712500000000001,0.9629999999999999,0.9785,40,0
e4_scaling,clear,2,100,finite_ap_index,suffix_failure,0.0,0.0,0.0,40,0
e4_scaling,clear,2,100,finite_ap_index,index_ambiguous_ranking_fraction,0.0,0.0,0.0,40,0
e4_scaling,clear,2,100,greedy,pseudo_regret,3.04,0.9099999999999999,5.739999999999999,40,0
e4_scaling,clear,2,100,greedy,reward,66.8,63.6,69.525,40,0
e4_scaling,clear,2,100,greedy,posterior_mean_greedy,1.0,1.0,1.0,40,0
e4_scaling,clear,2,100,greedy,unseen_fraction,0.017249999999999998,0.015750000000000004,0.0185,40,0
e4_scaling,clear,2,100,greedy,switches,1.5,1.075,1.95,40,0
e4_scaling,clear,2,100,greedy,arms_visited,1.725,1.575,1.85,40,0
e4_scaling,clear,2,100,greedy,best_arm_fraction,0.924,0.8552500000000001,0.9770062499999999,40,0
e4_scaling,clear,2,100,greedy,suffix_failure,0.0,0.0,0.0,40,0
e4_scaling,clear,2,100,ids,pseudo_regret,1.5,1.18,1.86,40,0
e4_scaling,clear,2,100,ids,reward,68.125,66.525,69.65,40,0
e4_scaling,clear,2,100,ids,posterior_mean_greedy,0.983,0.9785,0.9870000000000001,40,0
e4_scaling,clear,2,100,ids,unseen_fraction,0.02,0.02,0.02,40,0
e4_scaling,clear,2,100,ids,switches,4.0,3.4,4.65,40,0
e4_scaling,clear,2,100,ids,arms_visited,2.0,2.0,2.0,40,0
e4_scaling,clear,2,100,ids,best_arm_fraction,0.9625,0.9535,0.9705,40,0
e4_scaling,clear,2,100,ids,suffix_failure,0.0,0.0,0.0,40,0
e4_scaling,clear,2,100,knowledge_gradient,pseudo_regret,0.9,0.62,1.22,40,0
e4_scaling,clear,2,100,knowledge_gradient,reward,68.875,67.275,70.425,40,0
e4_scaling,clear,2,100,knowledge_gradient,posterior_mean_greedy,0.99075,0.9862500000000001,0.99475,40,0
e4_scaling,clear,2,100,knowledge_gradient,unseen_fraction,0.0185,0.017249999999999998,0.0195,40,0
e4_scaling,clear,2,100,knowledge_gradient,switches,2.25,1.6,2.95,40,0
e4_scaling,clear,2,100,knowledge_gradient,arms_visited,1.85,1.725,1.95,40,0
e4_scaling,clear,2,100,knowledge_gradient,best_arm_fraction,0.9775,0.96975,0.9844999999999999,40,0
e4_scaling,clear,2,100,knowledge_gradient,suffix_failure,0.0,0.0,0.0,40,0
e4_scaling,clear,2,100,random,pseudo_regret,20.03,19.24,20.839999999999996,40,0
e4_scaling,clear,2,100,random,reward,49.6,47.8,51.40062499999999,40,0
e4_scaling,clear,2,100,random,posterior_mean_greedy,0.5105000000000001,0.49074999999999996,0.52975,40,0
e4_scaling,clear,2,100,random,unseen_fraction,0.02,0.02,0.02,40,0
e4_scaling,clear,2,100,random,switches,48.825,47.35,50.425,40,0
e4_scaling,clear,2,100,random,arms_visited,2.0,2.0,2.0,40,0
e4_scaling,clear,2,100,random,best_arm_fraction,0.4992500000000001,0.4795,0.51925,40,0
e4_scaling,clear,2,100,random,suffix_failure,0.0,0.0,0.0,40,0
e4_scaling,clear,2,100,ts,pseudo_regret,3.0399999999999996,2.4699999999999998,3.6599999999999993,40,0
e4_scaling,clear,2,100,ts,reward,66.925,65.25,68.575,40,0
e4_scaling,clear,2,100,ts,posterior_mean_greedy,0.9349999999999999,0.9215,0.9480000000000001,40,0
e4_scaling,clear,2,100,ts,unseen_fraction,0.02,0.02,0.02,40,0
e4_scaling,clear,2,100,ts,switches,11.425,9.375,13.525,40,0
e4_scaling,clear,2,100,ts,arms_visited,2.0,2.0,2.0,40,0
e4_scaling,clear,2,100,ts,best_arm_fraction,0.9239999999999998,0.9085000000000001,0.938,40,0
e4_scaling,clear,2,100,ts,suffix_failure,0.0,0.0,0.0,40,0
e4_scaling,clear,2,100,ucb1,pseudo_regret,7.290000000000001,6.69,7.88,40,0
e4_scaling,clear,2,100,ucb1,reward,62.725,61.125,64.275,40,0
e4_scaling,clear,2,100,ucb1,posterior_mean_greedy,0.8300000000000001,0.8160000000000001,0.84375,40,0
e4_scaling,clear,2,100,ucb1,unseen_fraction,0.02,0.02,0.02,40,0
e4_scaling,clear,2,100,ucb1,switches,23.6,22.475,24.75,40,0
e4_scaling,clear,2,100,ucb1,arms_visited,2.0,2.0,2.0,40,0
e4_scaling,clear,2,100,ucb1,best_arm_fraction,0.81775,0.80275,0.8324999999999999,40,0
e4_scaling,clear,2,100,ucb1,suffix_failure,0.0,0.0,0.0,40,0
e4_scaling,clear,3,100,bayes_direct,pseudo_regret,5.879999999999999,2.38,9.890249999999993,40,0
e4_scaling,clear,3,100,bayes_direct,reward,63.45,59.125,67.3,40,0
e4_scaling,clear,3,100,bayes_direct,posterior_mean_greedy,0.905,0.8230000000000001,0.97425,40,0
e4_scaling,clear,3,100,bayes_direct,unseen_fraction,0.02375,0.020999999999999998,0.026250000000000002,40,0
e4_scaling,clear,3,100,bayes_direct,switches,2.175,1.625,2.725,40,0
e4_scaling,clear,3,100,bayes_direct,arms_visited,2.375,2.1,2.625,40,0
e4_scaling,clear,3,100,bayes_direct,best_arm_fraction,0.8530000000000001,0.75125,0.9397562499999997,40,0
e4_scaling,clear,3,100,bayes_direct,suffix_failure,0.075,0.0,0.175,40,0
e4_scaling,clear,3,100,bayes_direct,choice_mismatch_fraction,0.0,0.0,0.0,40,0
e4_scaling,clear,3,100,bayes_sample,pseudo_regret,5.359999999999999,4.1899999999999995,6.7700000000000005,40,0
e4_scaling,clear,3,100,bayes_sample,reward,63.775,61.75,65.725,40,0
e4_scaling,clear,3,100,bayes_sample,posterior_mean_greedy,0.9102499999999999,0.8925000000000001,0.9262499999999999,40,0
e4_scaling,clear,3,100,bayes_sample,unseen_fraction,0.03,0.03,0.03,40,0
e4_scaling,clear,3,100,bayes_sample,switches,16.85,14.9,18.825,40,0
e4_scaling,clear,3,100,bayes_sample,arms_visited,3.0,3.0,3.0,40,0
e4_scaling,clear,3,100,bayes_sample,best_arm_fraction,0.866,0.8300000000000001,0.8947499999999999,40,0
e4_scaling,clear,3,100,bayes_sample,suffix_failure,0.0,0.0,0.0,40,0
e4_scaling,clear,3,100,bayes_sample,choice_mismatch_fraction,0.0,0.0,0.0,40,0
e4_scaling,clear,3,100,bayes_ucb,pseudo_regret,4.09,3.4099999999999993,4.819999999999999,40,0
e4_scaling,clear,3,100,bayes_ucb,reward,65.1,63.375,66.85,40,0
e4_scaling,clear,3,100,bayes_ucb,posterior_mean_greedy,0.9324999999999999,0.9205,0.944,40,0
e4_scaling,clear,3,100,bayes_ucb,unseen_fraction,0.03,0.03,0.03,40,0
e4_scaling,clear,3,100,bayes_ucb,switches,9.35,8.374375,10.375,40,0
e4_scaling,clear,3,100,bayes_ucb,arms_visited,3.0,3.0,3.0,40,0
e4_scaling,clear,3,100,bayes_ucb,best_arm_fraction,0.89775,0.8792500000000001,0.9145,40,0
e4_scaling,clear,3,100,bayes_ucb,suffix_failure,0.0,0.0,0.0,40,0
e4_scaling,clear,3,100,counts_direct,pseudo_regret,12.0,6.70975,17.750249999999998,40,0
e4_scaling,clear,3,100,counts_direct,reward,57.5,51.75,62.875,40,0
e4_scaling,clear,3,100,counts_direct,posterior_mean_greedy,0.7470000000000001,0.6199937499999999,0.8629999999999999,40,0
e4_scaling,clear,3,100,counts_direct,unseen_fraction,0.02025,0.017249999999999998,0.02325,40,0
e4_scaling,clear,3,100,counts_direct,switches,1.5,1.0,2.025,40,0
e4_scaling,clear,3,100,counts_direct,arms_visited,2.025,1.725,2.3,40,0
e4_scaling,clear,3,100,counts_direct,best_arm_fraction,0.7,0.5629875,0.83375,40,0
e4_scaling,clear,3,100,counts_direct,suffix_failure,0.275,0.15,0.425,40,0
e4_scaling,clear,3,100,counts_direct,choice_mismatch_fraction,0.00025,0.0,0.00075,40,0
e4_scaling,clear,3,100,counts_sample,pseudo_regret,6.709999999999999,5.07,8.620249999999995,40,0
e4_scaling,clear,3,100,counts_sample,reward,62.775,60.474375,65.025,40,0
e4_scaling,clear,3,100,counts_sample,posterior_mean_greedy,0.8885000000000002,0.8640000000000001,0.90875625,40,0
e4_scaling,clear,3,100,counts_sample,unseen_fraction,0.03,0.03,0.03,40,0
e4_scaling,clear,3,100,counts_sample,switches,18.65,16.475,20.925,40,0
e4_scaling,clear,3,100,counts_sample,arms_visited,3.0,3.0,3.0,40,0
e4_scaling,clear,3,100,counts_sample,best_arm_fraction,0.8322499999999999,0.7849999999999999,0.8747499999999999,40,0
e4_scaling,clear,3,100,counts_sample,suffix_failure,0.0,0.0,0.0,40,0
