target,representation,raw_excess_brier,repeat_variability,cross_repeat_error_product,variability_fraction
best_arm,bayes,0.2309453617035068,0.00040326342209978574,0.23054209828140698,0.0017461421139841077
best_arm,counts,0.19538202093536716,0.0012980971737577799,0.19408392376160938,0.006643892654724835
best_arm,means,0.23337217789221582,0.00047099687786960524,0.2329011810143462,0.002018222061102492
next_reward,bayes,0.002256118422443357,6.680666666666714e-05,0.0021893117557766897,0.02961132979638369
next_reward,counts,0.004733202145387077,0.00012594666666666715,0.00460725547872041,0.02660918819818699
next_reward,means,0.0029806882925732326,6.667333333333431e-05,0.002914014959239899,0.022368435337388172
