experiment,family,k,horizon,policy,episode_id,phase,n_turns,posterior_mean_greedy,strict_non_greedy,unseen_arm,lower_mean_higher_sd,equal_mean_higher_sd,unequal_sd_greedy_tie_available,posterior_mean_deficit,chosen_posterior_sd,bayes_ucb_agreement,knowledge_gradient_agreement,bayes_ucb_top_set_size,knowledge_gradient_top_set_size,exact_loss,strict_exploration_required,useful_non_greedy,inferior_non_greedy,neutral_non_greedy,exact_optimal_agreement
e3_exact_online,prior,2,20,bayes_sample,e3_exact_online:prior:2:0,middle,12,0.75,0.25,0.0,0.08333333333333333,0.08333333333333333,0.08333333333333333,0.022420634920634924,0.15520993054786772,0.4166666666666667,0.5,1.0833333333333333,1.0833333333333333,0.03232010449749848,0.25,0.0,0.25,0.0,0.5
e3_exact_online,prior,2,20,bayes_sample,e3_exact_online:prior:2:0,late,4,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1127638746291782,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
e3_exact_online,prior,2,20,dp_direct,e3_exact_online:prior:2:0,early,4,0.75,0.25,0.5,0.25,0.0,0.0,0.024999999999999994,0.2516754242238781,0.75,1.0,1.25,1.25,0.0,0.25,0.25,0.0,0.0,1.0
e3_exact_online,prior,2,20,dp_direct,e3_exact_online:prior:2:0,middle,12,0.9166666666666666,0.08333333333333333,0.0,0.08333333333333333,0.0,0.0,0.003030303030303031,0.1719542885763797,1.0,1.0,1.0833333333333333,1.0833333333333333,0.0,0.08333333333333333,0.08333333333333333,0.0,0.0,1.0
e3_exact_online,prior,2,20,dp_direct,e3_exact_online:prior:2:0,late,4,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.13397550977549946,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
e3_exact_online,prior,2,20,counts_direct,e3_exact_online:prior:2:1,early,4,1.0,0.0,0.5,0.0,0.0,0.0,0.0,0.2621886974951644,1.0,0.75,1.5,1.5,0.0,0.0,0.0,0.0,0.0,1.0
e3_exact_online,prior,2,20,counts_direct,e3_exact_online:prior:2:1,middle,12,0.9166666666666666,0.08333333333333333,0.0,0.08333333333333333,0.08333333333333333,0.08333333333333333,0.006944444444444443,0.17392843582544293,0.9166666666666666,0.9166666666666666,1.0,1.0833333333333333,0.00013601594483943677,0.0,0.0,0.08333333333333333,0.0,0.9166666666666666
e3_exact_online,prior,2,20,counts_direct,e3_exact_online:prior:2:1,late,4,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1205843605059227,0.0,0.75,1.0,1.0,0.00032705389848242117,0.25,0.0,0.0,0.0,0.75
e3_exact_online,prior,2,20,bayes_direct,e3_exact_online:prior:2:1,early,4,1.0,0.0,0.5,0.0,0.0,0.0,0.0,0.2621886974951644,1.0,0.75,1.5,1.5,0.0,0.0,0.0,0.0,0.0,1.0
e3_exact_online,prior,2,20,bayes_direct,e3_exact_online:prior:2:1,middle,12,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.15668652406376832,0.6666666666666666,0.75,1.0,1.0,0.0012415543140333145,0.08333333333333333,0.0,0.0,0.0,0.9166666666666666
e3_exact_online,prior,2,20,bayes_direct,e3_exact_online:prior:2:1,late,4,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.11307404639952898,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
e3_exact_online,prior,2,20,counts_sample,e3_exact_online:prior:2:1,early,4,1.0,0.0,0.5,0.0,0.0,0.0,0.0,0.2621886974951644,1.0,0.75,1.5,1.5,0.0,0.0,0.0,0.0,0.0,1.0
e3_exact_online,prior,2,20,counts_sample,e3_exact_online:prior:2:1,middle,12,0.8333333333333334,0.16666666666666666,0.0,0.16666666666666666,0.0,0.08333333333333333,0.00946969696969697,0.17392843582544293,0.75,0.9166666666666666,1.0,1.1666666666666667,0.0022556443523465974,0.08333333333333333,0.08333333333333333,0.08333333333333333,0.0,0.8333333333333334
e3_exact_online,prior,2,20,counts_sample,e3_exact_online:prior:2:1,late,4,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1205843605059227,0.0,0.75,1.0,1.0,0.00032705389848242117,0.25,0.0,0.0,0.0,0.75
e3_exact_online,prior,2,20,bayes_sample,e3_exact_online:prior:2:1,early,4,1.0,0.0,0.5,0.0,0.0,0.0,0.0,0.2621886974951644,1.0,0.75,1.5,1.5,0.0,0.0,0.0,0.0,0.0,1.0
e3_exact_online,prior,2,20,bayes_sample,e3_exact_online:prior:2:1,middle,12,0.75,0.25,0.0,0.16666666666666666,0.0,0.08333333333333333,0.02202380952380953,0.17634302342193142,0.75,0.6666666666666666,1.0833333333333333,1.25,0.013593554931567367,0.0,0.0,0.25,0.0,0.6666666666666666
e3_exact_online,prior,2,20,bayes_sample,e3_exact_online:prior:2:1,late,4,0.75,0.25,0.0,0.25,0.0,0.0,0.014423076923076927,0.13053772865924912,0.75,0.75,1.0,1.0,0.010897435897435914,0.0,0.0,0.25,0.0,0.75
e3_exact_online,prior,2,20,dp_direct,e3_exact_online:prior:2:1,early,4,1.0,0.0,0.5,0.0,0.0,0.0,0.0,0.2621886974951644,1.0,0.75,1.5,1.5,0.0,0.0,0.0,0.0,0.0,1.0
e3_exact_online,prior,2,20,dp_direct,e3_exact_online:prior:2:1,middle,12,0.9166666666666666,0.08333333333333333,0.0,0.08333333333333333,0.0,0.0,0.004807692307692309,0.17392843582544293,0.9166666666666666,0.8333333333333334,1.0,1.0,0.0,0.08333333333333333,0.08333333333333333,0.0,0.0,1.0
e3_exact_online,prior,2,20,dp_direct,e3_exact_online:prior:2:1,late,4,0.75,0.25,0.0,0.25,0.0,0.0,0.005494505494505503,0.13115988217380256,1.0,1.0,1.0,1.0,0.0,0.25,0.25,0.0,0.0,1.0
e3_exact_online,prior,2,20,counts_direct,e3_exact_online:prior:2:2,early,4,1.0,0.0,0.5,0.0,0.0,0.0,0.0,0.25916483183378014,1.0,1.0,1.25,1.25,0.0,0.0,0.0,0.0,0.0,1.0
e3_exact_online,prior,2,20,counts_direct,e3_exact_online:prior:2:2,middle,12,0.8333333333333334,0.16666666666666666,0.0,0.16666666666666666,0.08333333333333333,0.08333333333333333,0.005357142857142856,0.17934012741460828,0.9166666666666666,0.6666666666666666,1.0,1.0,0.004320749367063392,0.3333333333333333,0.16666666666666666,0.0,0.0,0.8333333333333334
e3_exact_online,prior,2,20,counts_direct,e3_exact_online:prior:2:2,late,4,0.75,0.25,0.0,0.25,0.0,0.0,0.0019230769230769301,0.13887241633976263,1.0,0.75,1.0,1.0,0.0019230769230769301,0.0,0.0,0.25,0.0,0.75
e3_exact_online,prior,2,20,bayes_direct,e3_exact_online:prior:2:2,early,4,1.0,0.0,0.5,0.0,0.0,0.0,0.0,0.25916483183378014,1.0,1.0,1.25,1.25,0.0,0.0,0.0,0.0,0.0,1.0
e3_exact_online,prior,2,20,bayes_direct,e3_exact_online:prior:2:2,middle,12,1.0,0.0,0.0,0.0,0.16666666666666666,0.16666666666666666,0.0,0.17569756246929455,0.75,0.5833333333333334,1.0,1.0,0.008548956543131517,0.3333333333333333,0.0,0.0,0.0,0.6666666666666666
e3_exact_online,prior,2,20,bayes_direct,e3_exact_online:prior:2:2,late,4,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.14925530597933448,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
e3_exact_online,prior,2,20,counts_sample,e3_exact_online:prior:2:2,early,4,1.0,0.0,0.5,0.0,0.0,0.0,0.0,0.25916483183378014,1.0,1.0,1.25,1.25,0.0,0.0,0.0,0.0,0.0,1.0
e3_exact_online,prior,2,20,counts_sample,e3_exact_online:prior:2:2,middle,12,0.8333333333333334,0.16666666666666666,0.0,0.08333333333333333,0.08333333333333333,0.08333333333333333,0.012500000000000002,0.17569756246929455,0.75,0.5833333333333334,1.0,1.0,0.016775021921603333,0.3333333333333333,0.08333333333333333,0.08333333333333333,0.0,0.6666666666666666
e3_exact_online,prior,2,20,counts_sample,e3_exact_online:prior:2:2,late,4,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.14925530597933448,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
e3_exact_online,prior,2,20,bayes_sample,e3_exact_online:prior:2:2,early,4,1.0,0.0,0.5,0.0,0.0,0.0,0.0,0.25916483183378014,1.0,1.0,1.25,1.25,0.0,0.0,0.0,0.0,0.0,1.0
e3_exact_online,prior,2,20,bayes_sample,e3_exact_online:prior:2:2,middle,12,0.8333333333333334,0.16666666666666666,0.0,0.16666666666666666,0.08333333333333333,0.08333333333333333,0.028769841269841268,0.1784316822014054,0.6666666666666666,0.5,1.0,1.0,0.016348749036710464,0.16666666666666666,0.0,0.16666666666666666,0.0,0.6666666666666666
e3_exact_online,prior,2,20,bayes_sample,e3_exact_online:prior:2:2,late,4,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.14159775197937124,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
e3_exact_online,prior,2,20,dp_direct,e3_exact_online:prior:2:2,early,4,1.0,0.0,0.5,0.0,0.0,0.0,0.0,0.25916483183378014,1.0,1.0,1.25,1.25,0.0,0.0,0.0,0.0,0.0,1.0
e3_exact_online,prior,2,20,dp_direct,e3_exact_online:prior:2:2,middle,12,0.75,0.25,0.0,0.25,0.0,0.0,0.013293650793650793,0.17934012741460828,0.9166666666666666,0.8333333333333334,1.0,1.0,0.0,0.25,0.25,0.0,0.0,1.0
e3_exact_online,prior,2,20,dp_direct,e3_exact_online:prior:2:2,late,4,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1351677879596545,0.75,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
e3_exact_online,prior,2,20,counts_direct,e3_exact_online:prior:2:3,early,4,1.0,0.0,0.25,0.0,0.0,0.25,0.0,0.2369960481850769,0.75,0.5,1.25,1.25,0.027818750301561668,0.25,0.0,0.0,0.0,0.5
e3_exact_online,prior,2,20,counts_direct,e3_exact_online:prior:2:3,middle,12,0.8333333333333334,0.16666666666666666,0.0,0.0,0.0,0.16666666666666666,0.00522875816993464,0.14341074408183505,0.08333333333333333,0.08333333333333333,1.0,1.0,0.06791312111539034,0.5833333333333334,0.0,0.16666666666666666,0.0,0.08333333333333333
e3_exact_online,prior,2,20,counts_direct,e3_exact_online:prior:2:3,late,4,1.0,0.0,0.0,0.0,0.0,0.5,0.0,0.11048616967199626,0.0,0.25,1.0,1.0,0.0588659147869674,0.25,0.0,0.0,0.0,0.25
e3_exact_online,prior,2,20,bayes_direct,e3_exact_online:prior:2:3,early,4,1.0,0.0,0.5,0.0,0.25,0.25,0.0,0.25916483183378014,1.0,1.0,1.25,1.25,0.0,0.0,0.0,0.0,0.0,1.0
e3_exact_online,prior,2,20,bayes_direct,e3_exact_online:prior:2:3,middle,12,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.15027348917987426,0.75,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
e3_exact_online,prior,2,20,bayes_direct,e3_exact_online:prior:2:3,late,4,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.11327807750288113,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
e3_exact_online,prior,2,20,counts_sample,e3_exact_online:prior:2:3,early,4,1.0,0.0,0.25,0.0,0.0,0.25,0.0,0.2369960481850769,0.75,0.5,1.25,1.25,0.027818750301561668,0.25,0.0,0.0,0.0,0.5
e3_exact_online,prior,2,20,counts_sample,e3_exact_online:prior:2:3,middle,12,0.8333333333333334,0.16666666666666666,0.0,0.0,0.0,0.16666666666666666,0.00522875816993464,0.14341074408183505,0.08333333333333333,0.08333333333333333,1.0,1.0,0.06791312111539034,0.5833333333333334,0.0,0.16666666666666666,0.0,0.08333333333333333
e3_exact_online,prior,2,20,counts_sample,e3_exact_online:prior:2:3,late,4,0.75,0.25,0.25,0.25,0.0,0.25,0.006578947368421045,0.156035096445702,0.25,0.75,1.0,1.0,0.022368421052631593,0.25,0.25,0.0,0.0,0.75
e3_exact_online,prior,2,20,bayes_sample,e3_exact_online:prior:2:3,early,4,1.0,0.0,0.5,0.0,0.25,0.25,0.0,0.25916483183378014,1.0,1.0,1.25,1.25,0.0,0.0,0.0,0.0,0.0,1.0
e3_exact_online,prior,2,20,bayes_sample,e3_exact_online:prior:2:3,middle,12,0.8333333333333334,0.16666666666666666,0.0,0.16666666666666666,0.0,0.0,0.042556980056980054,0.16555363103781223,0.8333333333333334,0.8333333333333334,1.0,1.0,0.035530877322321075,0.0,0.0,0.16666666666666666,0.0,0.8333333333333334
e3_exact_online,prior,2,20,bayes_sample,e3_exact_online:prior:2:3,late,4,0.75,0.25,0.0,0.25,0.0,0.0,0.075,0.13173402510492646,0.75,0.75,1.0,1.0,0.07499999999999996,0.0,0.0,0.25,0.0,0.75
e3_exact_online,prior,2,20,dp_direct,e3_exact_online:prior:2:3,early,4,1.0,0.0,0.5,0.0,0.25,0.25,0.0,0.25916483183378014,1.0,1.0,1.25,1.25,0.0,0.0,0.0,0.0,0.0,1.0
e3_exact_online,prior,2,20,dp_direct,e3_exact_online:prior:2:3,middle,12,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.15027348917987426,0.75,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
e3_exact_online,prior,2,20,dp_direct,e3_exact_online:prior:2:3,late,4,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.11327807750288113,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
e3_exact_online,prior,2,20,counts_direct,e3_exact_online:prior:2:4,early,4,1.0,0.0,0.25,0.0,0.0,0.25,0.0,0.2369960481850769,0.75,0.5,1.25,1.25,0.027818750301561668,0.25,0.0,0.0,0.0,0.5
e3_exact_online,prior,2,20,counts_direct,e3_exact_online:prior:2:4,middle,12,1.0,0.0,0.0,0.0,0.0,0.16666666666666666,0.0,0.14385512426224462,0.0,0.16666666666666666,1.0,1.0,0.05851431912934546,0.75,0.0,0.0,0.0,0.08333333333333333
e3_exact_online,prior,2,20,counts_direct,e3_exact_online:prior:2:4,late,4,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.10210023011482694,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
e3_exact_online,prior,2,20,bayes_direct,e3_exact_online:prior:2:4,early,4,1.0,0.0,0.5,0.0,0.25,0.25,0.0,0.25916483183378014,1.0,1.0,1.25,1.25,0.0,0.0,0.0,0.0,0.0,1.0
e3_exact_online,prior,2,20,bayes_direct,e3_exact_online:prior:2:4,middle,12,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.15113525065679032,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
e3_exact_online,prior,2,20,bayes_direct,e3_exact_online:prior:2:4,late,4,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.10618128441464544,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
e3_exact_online,prior,2,20,counts_sample,e3_exact_online:prior:2:4,early,4,1.0,0.0,0.25,0.0,0.0,0.25,0.0,0.2369960481850769,0.75,0.5,1.25,1.25,0.027818750301561668,0.25,0.0,0.0,0.0,0.5
e3_exact_online,prior,2,20,counts_sample,e3_exact_online:prior:2:4,middle,12,1.0,0.0,0.08333333333333333,0.0,0.08333333333333333,0.08333333333333333,0.0,0.15852484520635804,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
e3_exact_online,prior,2,20,counts_sample,e3_exact_online:prior:2:4,late,4,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.10618128441464544,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
e3_exact_online,prior,2,20,bayes_sample,e3_exact_online:prior:2:4,early,4,0.75,0.25,0.5,0.25,0.0,0.0,0.04166666666666666,0.25916483183378014,0.75,0.75,1.25,1.25,0.02975043026477575,0.0,0.0,0.25,0.0,0.75
e3_exact_online,prior,2,20,bayes_sample,e3_exact_online:prior:2:4,middle,12,0.8333333333333334,0.16666666666666666,0.0,0.16666666666666666,0.0,0.0,0.04305555555555555,0.1669235744891455,0.8333333333333334,0.8333333333333334,1.0,1.0,0.03550679749543395,0.0,0.0,0.16666666666666666,0.0,0.8333333333333334
e3_exact_online,prior,2,20,bayes_sample,e3_exact_online:prior:2:4,late,4,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.11516940976756274,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
e3_exact_online,prior,2,20,dp_direct,e3_exact_online:prior:2:4,early,4,1.0,0.0,0.5,0.0,0.25,0.25,0.0,0.25916483183378014,1.0,1.0,1.25,1.25,0.0,0.0,0.0,0.0,0.0,1.0
e3_exact_online,prior,2,20,dp_direct,e3_exact_online:prior:2:4,middle,12,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.15113525065679032,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
e3_exact_online,prior,2,20,dp_direct,e3_exact_online:prior:2:4,late,4,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.10618128441464544,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
e3_exact_online,prior,2,20,counts_direct,e3_exact_online:prior:2:5,early,4,1.0,0.0,0.5,0.0,0.0,0.0,0.0,0.2516754242238781,1.0,1.0,1.25,1.25,0.0,0.0,0.0,0.0,0.0,1.0
e3_exact_online,prior,2,20,counts_direct,e3_exact_online:prior:2:5,middle,12,1.0,0.0,0.0,0.0,0.08333333333333333,0.08333333333333333,0.0,0.160606193474575,0.9166666666666666,0.75,1.0,1.0,0.004320749367063392,0.16666666666666666,0.0,0.0,0.0,0.8333333333333334
e3_exact_online,prior,2,20,counts_direct,e3_exact_online:prior:2:5,late,4,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.11608001065712026,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
e3_exact_online,prior,2,20,bayes_direct,e3_exact_online:prior:2:5,early,4,1.0,0.0,0.5,0.0,0.0,0.0,0.0,0.2516754242238781,1.0,1.0,1.25,1.25,0.0,0.0,0.0,0.0,0.0,1.0
e3_exact_online,prior,2,20,bayes_direct,e3_exact_online:prior:2:5,middle,12,1.0,0.0,0.0,0.0,0.08333333333333333,0.08333333333333333,0.0,0.160606193474575,0.9166666666666666,0.75,1.0,1.0,0.004320749367063392,0.16666666666666666,0.0,0.0,0.0,0.8333333333333334
e3_exact_online,prior,2,20,bayes_direct,e3_exact_online:prior:2:5,late,4,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.11608001065712026,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
e3_exact_online,prior,2,20,counts_sample,e3_exact_online:prior:2:5,early,4,1.0,0.0,0.5,0.0,0.0,0.0,0.0,0.2516754242238781,1.0,1.0,1.25,1.25,0.0,0.0,0.0,0.0,0.0,1.0
e3_exact_online,prior,2,20,counts_sample,e3_exact_online:prior:2:5,middle,12,0.8333333333333334,0.16666666666666666,0.0,0.16666666666666666,0.0,0.0,0.028769841269841268,0.16635013134273383,0.8333333333333334,0.8333333333333334,1.0,1.0,0.020247252747252736,0.08333333333333333,0.08333333333333333,0.08333333333333333,0.0,0.9166666666666666
e3_exact_online,prior,2,20,counts_sample,e3_exact_online:prior:2:5,late,4,0.75,0.25,0.0,0.25,0.0,0.0,0.08333333333333333,0.13149624140912303,0.75,0.75,1.0,1.0,0.08333333333333326,0.0,0.0,0.25,0.0,0.75
e3_exact_online,prior,2,20,bayes_sample,e3_exact_online:prior:2:5,early,4,1.0,0.0,0.5,0.0,0.0,0.0,0.0,0.2516754242238781,1.0,1.0,1.25,1.25,0.0,0.0,0.0,0.0,0.0,1.0
e3_exact_online,prior,2,20,bayes_sample,e3_exact_online:prior:2:5,middle,12,0.9166666666666666,0.08333333333333333,0.0,0.08333333333333333,0.08333333333333333,0.08333333333333333,0.017045454545454544,0.16635013134273383,0.8333333333333334,0.6666666666666666,1.0,1.0,0.01860148868122506,0.16666666666666666,0.0,0.08333333333333333,0.0,0.75
e3_exact_online,prior,2,20,bayes_sample,e3_exact_online:prior:2:5,late,4,0.75,0.25,0.0,0.25,0.0,0.0,0.08235294117647059,0.13149624140912303,0.75,0.75,1.0,1.0,0.08235294117647057,0.0,0.0,0.25,0.0,0.75
e3_exact_online,prior,2,20,dp_direct,e3_exact_online:prior:2:5,early,4,1.0,0.0,0.5,0.0,0.0,0.0,0.0,0.2516754242238781,1.0,1.0,1.25,1.25,0.0,0.0,0.0,0.0,0.0,1.0
e3_exact_online,prior,2,20,dp_direct,e3_exact_online:prior:2:5,middle,12,0.9166666666666666,0.08333333333333333,0.0,0.08333333333333333,0.0,0.0,0.007936507936507936,0.16060619347457497,0.9166666666666666,0.9166666666666666,1.0,1.0,0.0,0.08333333333333333,0.08333333333333333,0.0,0.0,1.0
e3_exact_online,prior,2,20,dp_direct,e3_exact_online:prior:2:5,late,4,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.11608001065712026,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
e3_exact_online,prior,2,20,counts_direct,e3_exact_online:prior:2:6,early,4,1.0,0.0,0.25,0.0,0.0,0.0,0.0,0.2203314696215612,1.0,1.0,1.25,1.25,0.0,0.0,0.0,0.0,0.0,1.0
e3_exact_online,prior,2,20,counts_direct,e3_exact_online:prior:2:6,middle,12,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.10771237475995317,0.75,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
e3_exact_online,prior,2,20,counts_direct,e3_exact_online:prior:2:6,late,4,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.09662944760673078,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
e3_exact_online,prior,2,20,bayes_direct,e3_exact_online:prior:2:6,early,4,1.0,0.0,0.25,0.0,0.0,0.0,0.0,0.2203314696215612,1.0,1.0,1.25,1.25,0.0,0.0,0.0,0.0,0.0,1.0
e3_exact_online,prior,2,20,bayes_direct,e3_exact_online:prior:2:6,middle,12,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.10771237475995317,0.75,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
e3_exact_online,prior,2,20,bayes_direct,e3_exact_online:prior:2:6,late,4,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.09662944760673078,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
e3_exact_online,prior,2,20,counts_sample,e3_exact_online:prior:2:6,early,4,1.0,0.0,0.25,0.0,0.0,0.0,0.0,0.2203314696215612,1.0,1.0,1.25,1.25,0.0,0.0,0.0,0.0,0.0,1.0
e3_exact_online,prior,2,20,counts_sample,e3_exact_online:prior:2:6,middle,12,0.9166666666666666,0.08333333333333333,0.08333333333333333,0.08333333333333333,0.0,0.0,0.032407407407407406,0.12343690474482683,0.4166666666666667,0.9166666666666666,1.0,1.0,0.03184469300034465,0.0,0.0,0.08333333333333333,0.0,0.9166666666666666
e3_exact_online,prior,2,20,counts_sample,e3_exact_online:prior:2:6,late,4,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.09892315108067992,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
e3_exact_online,prior,2,20,bayes_sample,e3_exact_online:prior:2:6,early,4,0.75,0.25,0.5,0.25,0.0,0.0,0.07500000000000001,0.2516754242238781,0.75,0.75,1.25,1.25,0.05950086052955106,0.0,0.0,0.25,0.0,0.75
e3_exact_online,prior,2,20,bayes_sample,e3_exact_online:prior:2:6,middle,12,0.8333333333333334,0.16666666666666666,0.0,0.16666666666666666,0.0,0.0,0.042328042328042326,0.13504262007236553,0.8333333333333334,0.8333333333333334,1.0,1.0,0.04143597313936268,0.0,0.0,0.16666666666666666,0.0,0.8333333333333334
e3_exact_online,prior,2,20,bayes_sample,e3_exact_online:prior:2:6,late,4,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.09935036845079429,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
e3_exact_online,prior,2,20,dp_direct,e3_exact_online:prior:2:6,early,4,1.0,0.0,0.25,0.0,0.0,0.0,0.0,0.2203314696215612,1.0,1.0,1.25,1.25,0.0,0.0,0.0,0.0,0.0,1.0
e3_exact_online,prior,2,20,dp_direct,e3_exact_online:prior:2:6,middle,12,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.10771237475995317,0.75,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
