experiment,family,k,horizon,policy,episode_id,phase,n_turns,posterior_mean_greedy,strict_non_greedy,unseen_arm,lower_mean_higher_sd,equal_mean_higher_sd,unequal_sd_greedy_tie_available,posterior_mean_deficit,chosen_posterior_sd,bayes_ucb_agreement,knowledge_gradient_agreement,bayes_ucb_top_set_size,knowledge_gradient_top_set_size,exact_loss,strict_exploration_required,useful_non_greedy,inferior_non_greedy,neutral_non_greedy,exact_optimal_agreement
e3_exact_online,prior,2,20,bayes_direct,e3_exact_online:prior:2:108,early,4,1.0,0.0,0.25,0.0,0.0,0.0,0.0,0.2203314696215612,1.0,1.0,1.25,1.25,0.0,0.0,0.0,0.0,0.0,1.0
e3_exact_online,prior,2,20,bayes_direct,e3_exact_online:prior:2:108,middle,12,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.14195077087660485,0.16666666666666666,0.16666666666666666,1.0,1.0,0.05357904844615413,0.8333333333333334,0.0,0.0,0.0,0.16666666666666666
e3_exact_online,prior,2,20,bayes_direct,e3_exact_online:prior:2:108,late,4,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.10961688699970533,0.0,0.25,1.0,1.0,0.022892300194931603,0.75,0.0,0.0,0.0,0.25
e3_exact_online,prior,2,20,counts_sample,e3_exact_online:prior:2:108,early,4,0.75,0.25,0.5,0.25,0.0,0.0,0.04166666666666666,0.2516754242238781,0.75,0.75,1.25,1.25,0.02975043026477575,0.0,0.0,0.25,0.0,0.75
e3_exact_online,prior,2,20,counts_sample,e3_exact_online:prior:2:108,middle,12,0.9166666666666666,0.08333333333333333,0.0,0.08333333333333333,0.0,0.0,0.038888888888888896,0.1553705908784864,0.4166666666666667,0.6666666666666666,1.0,1.0833333333333333,0.047337963404617156,0.3333333333333333,0.0,0.08333333333333333,0.0,0.5833333333333334
e3_exact_online,prior,2,20,counts_sample,e3_exact_online:prior:2:108,late,4,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.11559056565523552,0.0,0.75,1.0,1.0,0.00588235294117645,0.25,0.0,0.0,0.0,0.75
e3_exact_online,prior,2,20,bayes_sample,e3_exact_online:prior:2:108,early,4,1.0,0.0,0.25,0.0,0.0,0.0,0.0,0.2203314696215612,1.0,1.0,1.25,1.25,0.0,0.0,0.0,0.0,0.0,1.0
e3_exact_online,prior,2,20,bayes_sample,e3_exact_online:prior:2:108,middle,12,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.14195077087660485,0.16666666666666666,0.16666666666666666,1.0,1.0,0.05357904844615413,0.8333333333333334,0.0,0.0,0.0,0.16666666666666666
e3_exact_online,prior,2,20,bayes_sample,e3_exact_online:prior:2:108,late,4,0.75,0.25,0.25,0.25,0.0,0.0,0.019736842105263164,0.1554089225814087,0.25,0.75,1.0,1.0,0.01620370370370361,0.5,0.25,0.0,0.0,0.75
e3_exact_online,prior,2,20,dp_direct,e3_exact_online:prior:2:108,early,4,1.0,0.0,0.25,0.0,0.0,0.0,0.0,0.2203314696215612,1.0,1.0,1.25,1.25,0.0,0.0,0.0,0.0,0.0,1.0
e3_exact_online,prior,2,20,dp_direct,e3_exact_online:prior:2:108,middle,12,0.9166666666666666,0.08333333333333333,0.08333333333333333,0.08333333333333333,0.0,0.0,0.010416666666666666,0.15620311052421176,0.8333333333333334,1.0,1.0,1.0,0.0,0.08333333333333333,0.08333333333333333,0.0,0.0,1.0
e3_exact_online,prior,2,20,dp_direct,e3_exact_online:prior:2:108,late,4,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1126519036385878,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
e3_exact_online,prior,2,20,counts_direct,e3_exact_online:prior:2:109,early,4,1.0,0.0,0.25,0.0,0.0,0.0,0.0,0.2295066405751749,1.0,0.75,1.25,1.25,0.008315936196475082,0.25,0.0,0.0,0.0,0.75
e3_exact_online,prior,2,20,counts_direct,e3_exact_online:prior:2:109,middle,12,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1375328212374102,0.16666666666666666,0.75,1.0,1.0,0.014847187457839453,0.5,0.0,0.0,0.0,0.5
e3_exact_online,prior,2,20,counts_direct,e3_exact_online:prior:2:109,late,4,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.09662944760673078,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
e3_exact_online,prior,2,20,bayes_direct,e3_exact_online:prior:2:109,early,4,1.0,0.0,0.25,0.0,0.0,0.0,0.0,0.2295066405751749,1.0,0.75,1.25,1.25,0.008315936196475082,0.25,0.0,0.0,0.0,0.75
e3_exact_online,prior,2,20,bayes_direct,e3_exact_online:prior:2:109,middle,12,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1375328212374102,0.16666666666666666,0.75,1.0,1.0,0.014847187457839453,0.5,0.0,0.0,0.0,0.5
e3_exact_online,prior,2,20,bayes_direct,e3_exact_online:prior:2:109,late,4,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.09662944760673078,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
e3_exact_online,prior,2,20,counts_sample,e3_exact_online:prior:2:109,early,4,0.75,0.25,0.5,0.25,0.0,0.0,0.0625,0.2516754242238781,0.75,0.75,1.25,1.25,0.04462564539716318,0.0,0.0,0.25,0.0,0.75
e3_exact_online,prior,2,20,counts_sample,e3_exact_online:prior:2:109,middle,12,0.8333333333333334,0.16666666666666666,0.0,0.16666666666666666,0.0,0.0,0.013888888888888886,0.17366602339540796,0.8333333333333334,0.8333333333333334,1.0833333333333333,1.0833333333333333,0.011643204054714307,0.0,0.0,0.16666666666666666,0.0,0.8333333333333334
e3_exact_online,prior,2,20,counts_sample,e3_exact_online:prior:2:109,late,4,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1193346646028884,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
e3_exact_online,prior,2,20,bayes_sample,e3_exact_online:prior:2:109,early,4,1.0,0.0,0.25,0.0,0.0,0.0,0.0,0.2295066405751749,1.0,0.75,1.25,1.25,0.008315936196475082,0.25,0.0,0.0,0.0,0.75
e3_exact_online,prior,2,20,bayes_sample,e3_exact_online:prior:2:109,middle,12,0.75,0.25,0.08333333333333333,0.16666666666666666,0.0,0.16666666666666666,0.027335858585858585,0.1755863767713511,0.5,0.5833333333333334,1.0,1.0,0.02716956994923077,0.16666666666666666,0.08333333333333333,0.16666666666666666,0.0,0.5833333333333334
e3_exact_online,prior,2,20,bayes_sample,e3_exact_online:prior:2:109,late,4,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1153459739733521,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
e3_exact_online,prior,2,20,dp_direct,e3_exact_online:prior:2:109,early,4,0.75,0.25,0.5,0.25,0.0,0.0,0.024999999999999994,0.2516754242238781,0.75,1.0,1.25,1.25,0.0,0.25,0.25,0.0,0.0,1.0
e3_exact_online,prior,2,20,dp_direct,e3_exact_online:prior:2:109,middle,12,0.9166666666666666,0.08333333333333333,0.0,0.08333333333333333,0.0,0.0,0.002083333333333335,0.1681967822217834,1.0,1.0,1.0833333333333333,1.0833333333333333,0.0,0.08333333333333333,0.08333333333333333,0.0,0.0,1.0
e3_exact_online,prior,2,20,dp_direct,e3_exact_online:prior:2:109,late,4,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1153459739733521,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
e3_exact_online,prior,2,20,counts_direct,e3_exact_online:prior:2:110,early,4,1.0,0.0,0.5,0.0,0.0,0.0,0.0,0.25916483183378014,1.0,1.0,1.25,1.25,0.0,0.0,0.0,0.0,0.0,1.0
e3_exact_online,prior,2,20,counts_direct,e3_exact_online:prior:2:110,middle,12,0.75,0.25,0.0,0.25,0.08333333333333333,0.08333333333333333,0.00992063492063492,0.15827084931930524,0.9166666666666666,0.5833333333333334,1.0,1.0,0.0008340950988010761,0.16666666666666666,0.08333333333333333,0.16666666666666666,0.0,0.75
e3_exact_online,prior,2,20,counts_direct,e3_exact_online:prior:2:110,late,4,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.10330355076238563,0.5,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
e3_exact_online,prior,2,20,bayes_direct,e3_exact_online:prior:2:110,early,4,1.0,0.0,0.5,0.0,0.0,0.0,0.0,0.25916483183378014,1.0,1.0,1.25,1.25,0.0,0.0,0.0,0.0,0.0,1.0
e3_exact_online,prior,2,20,bayes_direct,e3_exact_online:prior:2:110,middle,12,1.0,0.0,0.0,0.0,0.25,0.25,0.0,0.15591625032899123,0.5833333333333334,0.4166666666666667,1.0,1.0,0.003043705455348359,0.3333333333333333,0.0,0.0,0.0,0.6666666666666666
e3_exact_online,prior,2,20,bayes_direct,e3_exact_online:prior:2:110,late,4,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.09761619346746221,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
e3_exact_online,prior,2,20,counts_sample,e3_exact_online:prior:2:110,early,4,1.0,0.0,0.5,0.0,0.0,0.0,0.0,0.25916483183378014,1.0,1.0,1.25,1.25,0.0,0.0,0.0,0.0,0.0,1.0
e3_exact_online,prior,2,20,counts_sample,e3_exact_online:prior:2:110,middle,12,0.5833333333333334,0.4166666666666667,0.0,0.25,0.08333333333333333,0.08333333333333333,0.029013347763347765,0.15848093220095333,0.5833333333333334,0.75,1.0,1.0,0.01287283358871085,0.08333333333333333,0.0,0.4166666666666667,0.0,0.5
e3_exact_online,prior,2,20,counts_sample,e3_exact_online:prior:2:110,late,4,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.13223681374118879,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
e3_exact_online,prior,2,20,bayes_sample,e3_exact_online:prior:2:110,early,4,0.75,0.25,0.5,0.0,0.0,0.0,0.04166666666666667,0.2621886974951644,0.75,0.75,1.25,1.25,0.03716093764564299,0.0,0.0,0.25,0.0,0.75
e3_exact_online,prior,2,20,bayes_sample,e3_exact_online:prior:2:110,middle,12,0.6666666666666666,0.3333333333333333,0.0,0.08333333333333333,0.0,0.0,0.04226190476190476,0.15756471072155492,0.6666666666666666,0.6666666666666666,1.0,1.0,0.030317259784781652,0.0,0.0,0.3333333333333333,0.0,0.6666666666666666
e3_exact_online,prior,2,20,bayes_sample,e3_exact_online:prior:2:110,late,4,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1096614156493988,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
e3_exact_online,prior,2,20,dp_direct,e3_exact_online:prior:2:110,early,4,1.0,0.0,0.5,0.0,0.0,0.0,0.0,0.25916483183378014,1.0,1.0,1.25,1.25,0.0,0.0,0.0,0.0,0.0,1.0
e3_exact_online,prior,2,20,dp_direct,e3_exact_online:prior:2:110,middle,12,0.6666666666666666,0.3333333333333333,0.0,0.3333333333333333,0.0,0.0,0.011646224146224148,0.15827084931930524,0.8333333333333334,0.5,1.0,1.0,0.0,0.3333333333333333,0.3333333333333333,0.0,0.0,1.0
e3_exact_online,prior,2,20,dp_direct,e3_exact_online:prior:2:110,late,4,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.10330355076238563,0.5,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
e3_exact_online,prior,2,20,counts_direct,e3_exact_online:prior:2:111,early,4,1.0,0.0,0.25,0.0,0.0,0.0,0.0,0.2295066405751749,1.0,0.75,1.25,1.25,0.008315936196475082,0.25,0.0,0.0,0.0,0.75
e3_exact_online,prior,2,20,counts_direct,e3_exact_online:prior:2:111,middle,12,0.9166666666666666,0.08333333333333333,0.08333333333333333,0.0,0.0,0.08333333333333333,0.005952380952380955,0.1909272468009148,0.8333333333333334,0.8333333333333334,1.0,1.0,0.017752494987423113,0.0,0.0,0.08333333333333333,0.0,0.8333333333333334
e3_exact_online,prior,2,20,counts_direct,e3_exact_online:prior:2:111,late,4,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.12981409993655219,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
e3_exact_online,prior,2,20,bayes_direct,e3_exact_online:prior:2:111,early,4,1.0,0.0,0.25,0.0,0.0,0.0,0.0,0.2295066405751749,1.0,0.75,1.25,1.25,0.008315936196475082,0.25,0.0,0.0,0.0,0.75
e3_exact_online,prior,2,20,bayes_direct,e3_exact_online:prior:2:111,middle,12,1.0,0.0,0.08333333333333333,0.0,0.0,0.08333333333333333,0.0,0.1909272468009148,0.8333333333333334,0.8333333333333334,1.0,1.0,0.007773686382914165,0.08333333333333333,0.0,0.0,0.0,0.8333333333333334
e3_exact_online,prior,2,20,bayes_direct,e3_exact_online:prior:2:111,late,4,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.12981409993655219,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
e3_exact_online,prior,2,20,counts_sample,e3_exact_online:prior:2:111,early,4,1.0,0.0,0.25,0.0,0.0,0.0,0.0,0.2295066405751749,1.0,0.75,1.25,1.25,0.008315936196475082,0.25,0.0,0.0,0.0,0.75
e3_exact_online,prior,2,20,counts_sample,e3_exact_online:prior:2:111,middle,12,0.8333333333333334,0.16666666666666666,0.08333333333333333,0.08333333333333333,0.08333333333333333,0.08333333333333333,0.028093434343434337,0.19239678117157802,0.75,0.75,1.0,1.0,0.02933916208521481,0.08333333333333333,0.0,0.16666666666666666,0.0,0.75
e3_exact_online,prior,2,20,counts_sample,e3_exact_online:prior:2:111,late,4,0.75,0.25,0.0,0.25,0.0,0.0,0.06250000000000001,0.13989256649943982,0.75,0.75,1.0,1.0,0.0625,0.0,0.0,0.25,0.0,0.75
e3_exact_online,prior,2,20,bayes_sample,e3_exact_online:prior:2:111,early,4,0.75,0.25,0.5,0.25,0.0,0.0,0.024999999999999994,0.2516754242238781,0.75,1.0,1.25,1.25,0.0,0.25,0.25,0.0,0.0,1.0
e3_exact_online,prior,2,20,bayes_sample,e3_exact_online:prior:2:111,middle,12,0.8333333333333334,0.16666666666666666,0.0,0.08333333333333333,0.08333333333333333,0.08333333333333333,0.00793650793650793,0.18353765225134708,0.9166666666666666,0.9166666666666666,1.0833333333333333,1.0833333333333333,0.008089149342014323,0.08333333333333333,0.08333333333333333,0.08333333333333333,0.0,0.9166666666666666
e3_exact_online,prior,2,20,bayes_sample,e3_exact_online:prior:2:111,late,4,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.12981409993655219,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
e3_exact_online,prior,2,20,dp_direct,e3_exact_online:prior:2:111,early,4,0.75,0.25,0.5,0.25,0.0,0.0,0.024999999999999994,0.2516754242238781,0.75,1.0,1.25,1.25,0.0,0.25,0.25,0.0,0.0,1.0
e3_exact_online,prior,2,20,dp_direct,e3_exact_online:prior:2:111,middle,12,0.9166666666666666,0.08333333333333333,0.0,0.08333333333333333,0.08333333333333333,0.08333333333333333,0.0023809523809523773,0.18353765225134708,1.0,1.0,1.0833333333333333,1.0833333333333333,0.0,0.08333333333333333,0.08333333333333333,0.0,0.0,1.0
e3_exact_online,prior,2,20,dp_direct,e3_exact_online:prior:2:111,late,4,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.12981409993655219,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
e3_exact_online,prior,2,20,counts_direct,e3_exact_online:prior:2:112,early,4,1.0,0.0,0.25,0.0,0.0,0.0,0.0,0.2203314696215612,1.0,1.0,1.25,1.25,0.0,0.0,0.0,0.0,0.0,1.0
e3_exact_online,prior,2,20,counts_direct,e3_exact_online:prior:2:112,middle,12,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.10863373508828426,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
e3_exact_online,prior,2,20,counts_direct,e3_exact_online:prior:2:112,late,4,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.06719266231569754,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
e3_exact_online,prior,2,20,bayes_direct,e3_exact_online:prior:2:112,early,4,1.0,0.0,0.25,0.0,0.0,0.0,0.0,0.2203314696215612,1.0,1.0,1.25,1.25,0.0,0.0,0.0,0.0,0.0,1.0
e3_exact_online,prior,2,20,bayes_direct,e3_exact_online:prior:2:112,middle,12,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.10863373508828426,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
e3_exact_online,prior,2,20,bayes_direct,e3_exact_online:prior:2:112,late,4,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.06719266231569754,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
e3_exact_online,prior,2,20,counts_sample,e3_exact_online:prior:2:112,early,4,1.0,0.0,0.25,0.0,0.0,0.0,0.0,0.2203314696215612,1.0,1.0,1.25,1.25,0.0,0.0,0.0,0.0,0.0,1.0
e3_exact_online,prior,2,20,counts_sample,e3_exact_online:prior:2:112,middle,12,0.9166666666666666,0.08333333333333333,0.08333333333333333,0.08333333333333333,0.0,0.0,0.02777777777777778,0.12636159214404905,0.9166666666666666,0.9166666666666666,1.0,1.0,0.024261776912792705,0.0,0.0,0.08333333333333333,0.0,0.9166666666666666
e3_exact_online,prior,2,20,counts_sample,e3_exact_online:prior:2:112,late,4,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0705319524001357,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
e3_exact_online,prior,2,20,bayes_sample,e3_exact_online:prior:2:112,early,4,1.0,0.0,0.25,0.0,0.0,0.0,0.0,0.2203314696215612,1.0,1.0,1.25,1.25,0.0,0.0,0.0,0.0,0.0,1.0
e3_exact_online,prior,2,20,bayes_sample,e3_exact_online:prior:2:112,middle,12,0.6666666666666666,0.3333333333333333,0.08333333333333333,0.3333333333333333,0.0,0.0,0.11031746031746033,0.16000854971114248,0.6666666666666666,0.6666666666666666,1.0,1.0,0.10755218510824512,0.0,0.0,0.3333333333333333,0.0,0.6666666666666666
e3_exact_online,prior,2,20,bayes_sample,e3_exact_online:prior:2:112,late,4,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.08287160431650226,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
e3_exact_online,prior,2,20,dp_direct,e3_exact_online:prior:2:112,early,4,1.0,0.0,0.25,0.0,0.0,0.0,0.0,0.2203314696215612,1.0,1.0,1.25,1.25,0.0,0.0,0.0,0.0,0.0,1.0
e3_exact_online,prior,2,20,dp_direct,e3_exact_online:prior:2:112,middle,12,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.10863373508828426,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
e3_exact_online,prior,2,20,dp_direct,e3_exact_online:prior:2:112,late,4,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.06719266231569754,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
e3_exact_online,prior,2,20,counts_direct,e3_exact_online:prior:2:113,early,4,1.0,0.0,0.25,0.0,0.0,0.25,0.0,0.2369960481850769,0.75,0.5,1.25,1.25,0.027818750301561668,0.25,0.0,0.0,0.0,0.5
e3_exact_online,prior,2,20,counts_direct,e3_exact_online:prior:2:113,middle,12,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.13508987232176428,0.3333333333333333,0.8333333333333334,1.0,1.0,0.012841084694161084,0.4166666666666667,0.0,0.0,0.0,0.5833333333333334
e3_exact_online,prior,2,20,counts_direct,e3_exact_online:prior:2:113,late,4,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.10314760897976288,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
e3_exact_online,prior,2,20,bayes_direct,e3_exact_online:prior:2:113,early,4,1.0,0.0,0.5,0.0,0.25,0.25,0.0,0.25916483183378014,1.0,1.0,1.25,1.25,0.0,0.0,0.0,0.0,0.0,1.0
e3_exact_online,prior,2,20,bayes_direct,e3_exact_online:prior:2:113,middle,12,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.14236999871631,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
e3_exact_online,prior,2,20,bayes_direct,e3_exact_online:prior:2:113,late,4,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.10618128441464544,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
e3_exact_online,prior,2,20,counts_sample,e3_exact_online:prior:2:113,early,4,1.0,0.0,0.5,0.0,0.25,0.25,0.0,0.25916483183378014,1.0,1.0,1.25,1.25,0.0,0.0,0.0,0.0,0.0,1.0
e3_exact_online,prior,2,20,counts_sample,e3_exact_online:prior:2:113,middle,12,0.9166666666666666,0.08333333333333333,0.0,0.08333333333333333,0.0,0.0,0.025252525252525252,0.15222709920106417,0.9166666666666666,0.9166666666666666,1.0,1.0,0.024084947369261107,0.0,0.0,0.08333333333333333,0.0,0.9166666666666666
e3_exact_online,prior,2,20,counts_sample,e3_exact_online:prior:2:113,late,4,0.5,0.5,0.0,0.5,0.0,0.0,0.20551470588235293,0.14675100533495827,0.5,0.5,1.0,1.0,0.205514705882353,0.0,0.0,0.5,0.0,0.5
e3_exact_online,prior,2,20,bayes_sample,e3_exact_online:prior:2:113,early,4,1.0,0.0,0.5,0.0,0.25,0.25,0.0,0.25916483183378014,1.0,1.0,1.25,1.25,0.0,0.0,0.0,0.0,0.0,1.0
e3_exact_online,prior,2,20,bayes_sample,e3_exact_online:prior:2:113,middle,12,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.14236999871631,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
e3_exact_online,prior,2,20,bayes_sample,e3_exact_online:prior:2:113,late,4,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.10618128441464544,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
e3_exact_online,prior,2,20,dp_direct,e3_exact_online:prior:2:113,early,4,1.0,0.0,0.5,0.0,0.25,0.25,0.0,0.25916483183378014,1.0,1.0,1.25,1.25,0.0,0.0,0.0,0.0,0.0,1.0
e3_exact_online,prior,2,20,dp_direct,e3_exact_online:prior:2:113,middle,12,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.14236999871631,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
e3_exact_online,prior,2,20,dp_direct,e3_exact_online:prior:2:113,late,4,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.10618128441464544,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
e3_exact_online,prior,2,20,counts_direct,e3_exact_online:prior:2:114,early,4,1.0,0.0,0.25,0.0,0.0,0.0,0.0,0.2203314696215612,1.0,1.0,1.25,1.25,0.0,0.0,0.0,0.0,0.0,1.0
e3_exact_online,prior,2,20,counts_direct,e3_exact_online:prior:2:114,middle,12,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.11695601679883282,0.8333333333333334,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
e3_exact_online,prior,2,20,counts_direct,e3_exact_online:prior:2:114,late,4,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.09800652390314199,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
e3_exact_online,prior,2,20,bayes_direct,e3_exact_online:prior:2:114,early,4,1.0,0.0,0.25,0.0,0.0,0.0,0.0,0.2203314696215612,1.0,1.0,1.25,1.25,0.0,0.0,0.0,0.0,0.0,1.0
e3_exact_online,prior,2,20,bayes_direct,e3_exact_online:prior:2:114,middle,12,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.11695601679883282,0.8333333333333334,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
e3_exact_online,prior,2,20,bayes_direct,e3_exact_online:prior:2:114,late,4,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.09800652390314199,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
e3_exact_online,prior,2,20,counts_sample,e3_exact_online:prior:2:114,early,4,0.75,0.25,0.5,0.25,0.0,0.0,0.04166666666666666,0.2516754242238781,0.75,0.75,1.5,1.5,0.02975043026477575,0.0,0.0,0.25,0.0,0.75
e3_exact_online,prior,2,20,counts_sample,e3_exact_online:prior:2:114,middle,12,0.9166666666666666,0.08333333333333333,0.0,0.08333333333333333,0.0,0.0,0.003968253968253972,0.1331226664240521,1.0,1.0,1.0,1.0,0.0,0.08333333333333333,0.08333333333333333,0.0,0.0,1.0
e3_exact_online,prior,2,20,counts_sample,e3_exact_online:prior:2:114,late,4,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1015556230931284,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
e3_exact_online,prior,2,20,bayes_sample,e3_exact_online:prior:2:114,early,4,1.0,0.0,0.25,0.0,0.0,0.0,0.0,0.2203314696215612,1.0,1.0,1.25,1.25,0.0,0.0,0.0,0.0,0.0,1.0
e3_exact_online,prior,2,20,bayes_sample,e3_exact_online:prior:2:114,middle,12,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.11695601679883282,0.8333333333333334,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
e3_exact_online,prior,2,20,bayes_sample,e3_exact_online:prior:2:114,late,4,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.09800652390314199,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
e3_exact_online,prior,2,20,dp_direct,e3_exact_online:prior:2:114,early,4,1.0,0.0,0.25,0.0,0.0,0.0,0.0,0.2203314696215612,1.0,1.0,1.25,1.25,0.0,0.0,0.0,0.0,0.0,1.0
e3_exact_online,prior,2,20,dp_direct,e3_exact_online:prior:2:114,middle,12,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.11695601679883282,0.8333333333333334,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
e3_exact_online,prior,2,20,dp_direct,e3_exact_online:prior:2:114,late,4,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.09800652390314199,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
e3_exact_online,prior,2,20,counts_direct,e3_exact_online:prior:2:115,early,4,0.75,0.25,0.25,0.0,0.0,0.25,0.024999999999999994,0.2369960481850769,0.5,0.5,1.25,1.25,0.05212291817906767,0.0,0.0,0.25,0.0,0.5
e3_exact_online,prior,2,20,counts_direct,e3_exact_online:prior:2:115,middle,12,0.9166666666666666,0.08333333333333333,0.08333333333333333,0.0,0.0,0.08333333333333333,0.005952380952380955,0.15856375666524733,0.08333333333333333,0.4166666666666667,1.0,1.0,0.03235046865885183,0.4166666666666667,0.0,0.08333333333333333,0.0,0.4166666666666667
e3_exact_online,prior,2,20,counts_direct,e3_exact_online:prior:2:115,late,4,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.11223752041273978,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
e3_exact_online,prior,2,20,bayes_direct,e3_exact_online:prior:2:115,early,4,1.0,0.0,0.5,0.0,0.25,0.25,0.0,0.25916483183378014,1.0,1.0,1.25,1.25,0.0,0.0,0.0,0.0,0.0,1.0
