experiment,family,k,horizon,policy,phase,metric,mean,ci_low,ci_high,n_episodes,n_recorded_turns,analysis_role
e3_exact_online,prior,2,20,counts_direct,middle,lower_mean_higher_sd,0.02208333333333333,0.01375,0.03125,200,2400,post_hoc_behavioral
e3_exact_online,prior,2,20,counts_direct,middle,equal_mean_higher_sd,0.0075,0.004166666666666667,0.010833333333333332,200,2400,post_hoc_behavioral
e3_exact_online,prior,2,20,counts_direct,middle,unequal_sd_greedy_tie_available,0.03958333333333333,0.02958333333333333,0.05083333333333333,200,2400,post_hoc_behavioral
e3_exact_online,prior,2,20,counts_direct,middle,posterior_mean_deficit,0.0017760809111912051,0.0012730062259703801,0.0023240188392761917,200,2400,post_hoc_behavioral
e3_exact_online,prior,2,20,counts_direct,middle,chosen_posterior_sd,0.13889008791940516,0.13527503032441596,0.1423791042623365,200,2400,post_hoc_behavioral
e3_exact_online,prior,2,20,counts_direct,middle,bayes_ucb_agreement,0.71125,0.6608333333333334,0.76,200,2400,post_hoc_behavioral
e3_exact_online,prior,2,20,counts_direct,middle,knowledge_gradient_agreement,0.7825,0.7420729166666666,0.8216666666666665,200,2400,post_hoc_behavioral
e3_exact_online,prior,2,20,counts_direct,middle,bayes_ucb_top_set_size,1.0270833333333333,1.0158333333333334,1.0404166666666665,200,2400,post_hoc_behavioral
e3_exact_online,prior,2,20,counts_direct,middle,knowledge_gradient_top_set_size,1.0279166666666666,1.01625,1.04125,200,2400,post_hoc_behavioral
e3_exact_online,prior,2,20,counts_direct,middle,exact_loss,0.011042793083449038,0.008307168578941088,0.014033945281609264,200,2400,post_hoc_behavioral
e3_exact_online,prior,2,20,counts_direct,middle,strict_exploration_required,0.15833333333333333,0.125,0.1925,200,2400,post_hoc_behavioral
e3_exact_online,prior,2,20,counts_direct,middle,useful_non_greedy,0.009166666666666667,0.005,0.01375,200,2400,post_hoc_behavioral
e3_exact_online,prior,2,20,counts_direct,middle,inferior_non_greedy,0.02583333333333333,0.017916666666666664,0.03458333333333333,200,2400,post_hoc_behavioral
e3_exact_online,prior,2,20,counts_direct,middle,neutral_non_greedy,0.0,0.0,0.0,200,2400,post_hoc_behavioral
e3_exact_online,prior,2,20,counts_direct,middle,exact_optimal_agreement,0.7929166666666666,0.7495833333333334,0.8341666666666666,200,2400,post_hoc_behavioral
e3_exact_online,prior,2,20,counts_sample,early,posterior_mean_greedy,0.86875,0.84625,0.89,200,800,post_hoc_behavioral
e3_exact_online,prior,2,20,counts_sample,early,strict_non_greedy,0.13125,0.11,0.1525,200,800,post_hoc_behavioral
e3_exact_online,prior,2,20,counts_sample,early,unseen_arm,0.435,0.42,0.45,200,800,post_hoc_behavioral
e3_exact_online,prior,2,20,counts_sample,early,lower_mean_higher_sd,0.065,0.04875,0.08125,200,800,post_hoc_behavioral
e3_exact_online,prior,2,20,counts_sample,early,equal_mean_higher_sd,0.01375,0.00625,0.0225,200,800,post_hoc_behavioral
e3_exact_online,prior,2,20,counts_sample,early,unequal_sd_greedy_tie_available,0.04125,0.02875,0.055,200,800,post_hoc_behavioral
e3_exact_online,prior,2,20,counts_sample,early,posterior_mean_deficit,0.025666666666666664,0.021062499999999998,0.030500520833333326,200,800,post_hoc_behavioral
e3_exact_online,prior,2,20,counts_sample,early,chosen_posterior_sd,0.24967124379870245,0.24764980160480646,0.25160416204855146,200,800,post_hoc_behavioral
e3_exact_online,prior,2,20,counts_sample,early,bayes_ucb_agreement,0.84125,0.8175,0.865,200,800,post_hoc_behavioral
e3_exact_online,prior,2,20,counts_sample,early,knowledge_gradient_agreement,0.79875,0.77125,0.82625,200,800,post_hoc_behavioral
e3_exact_online,prior,2,20,counts_sample,early,bayes_ucb_top_set_size,1.31125,1.2975,1.32625,200,800,post_hoc_behavioral
e3_exact_online,prior,2,20,counts_sample,early,knowledge_gradient_top_set_size,1.31125,1.29625,1.32625,200,800,post_hoc_behavioral
e3_exact_online,prior,2,20,counts_sample,early,exact_loss,0.024111252534668965,0.02001053157542177,0.028380155401663474,200,800,post_hoc_behavioral
e3_exact_online,prior,2,20,counts_sample,early,strict_exploration_required,0.0325,0.02125,0.045,200,800,post_hoc_behavioral
e3_exact_online,prior,2,20,counts_sample,early,useful_non_greedy,0.00625,0.00125,0.0125,200,800,post_hoc_behavioral
e3_exact_online,prior,2,20,counts_sample,early,inferior_non_greedy,0.125,0.10375,0.14625,200,800,post_hoc_behavioral
e3_exact_online,prior,2,20,counts_sample,early,neutral_non_greedy,0.0,0.0,0.0,200,800,post_hoc_behavioral
e3_exact_online,prior,2,20,counts_sample,early,exact_optimal_agreement,0.82125,0.7925,0.8475,200,800,post_hoc_behavioral
e3_exact_online,prior,2,20,counts_sample,late,posterior_mean_greedy,0.92375,0.90375,0.9425,200,800,post_hoc_behavioral
e3_exact_online,prior,2,20,counts_sample,late,strict_non_greedy,0.07625,0.0575,0.0975,200,800,post_hoc_behavioral
e3_exact_online,prior,2,20,counts_sample,late,unseen_arm,0.00625,0.00125,0.0125,200,800,post_hoc_behavioral
e3_exact_online,prior,2,20,counts_sample,late,lower_mean_higher_sd,0.05625,0.04125,0.0725,200,800,post_hoc_behavioral
e3_exact_online,prior,2,20,counts_sample,late,equal_mean_higher_sd,0.0025,0.0,0.00625,200,800,post_hoc_behavioral
e3_exact_online,prior,2,20,counts_sample,late,unequal_sd_greedy_tie_available,0.0075,0.0025,0.01375,200,800,post_hoc_behavioral
e3_exact_online,prior,2,20,counts_sample,late,posterior_mean_deficit,0.01552118194842653,0.0108818910272519,0.02038935682775901,200,800,post_hoc_behavioral
e3_exact_online,prior,2,20,counts_sample,late,chosen_posterior_sd,0.11142862419750803,0.10790421398578762,0.11490046890928259,200,800,post_hoc_behavioral
e3_exact_online,prior,2,20,counts_sample,late,bayes_ucb_agreement,0.785,0.73875,0.82875,200,800,post_hoc_behavioral
e3_exact_online,prior,2,20,counts_sample,late,knowledge_gradient_agreement,0.91125,0.89,0.9312812499999996,200,800,post_hoc_behavioral
e3_exact_online,prior,2,20,counts_sample,late,bayes_ucb_top_set_size,1.01125,1.00375,1.02125,200,800,post_hoc_behavioral
e3_exact_online,prior,2,20,counts_sample,late,knowledge_gradient_top_set_size,1.01375,1.00375,1.02625,200,800,post_hoc_behavioral
e3_exact_online,prior,2,20,counts_sample,late,exact_loss,0.015931136626305888,0.011285855014128753,0.02106245442807162,200,800,post_hoc_behavioral
e3_exact_online,prior,2,20,counts_sample,late,strict_exploration_required,0.01625,0.0075,0.0275,200,800,post_hoc_behavioral
e3_exact_online,prior,2,20,counts_sample,late,useful_non_greedy,0.00625,0.00125,0.0125,200,800,post_hoc_behavioral
e3_exact_online,prior,2,20,counts_sample,late,inferior_non_greedy,0.07,0.05125,0.08875,200,800,post_hoc_behavioral
e3_exact_online,prior,2,20,counts_sample,late,neutral_non_greedy,0.0,0.0,0.0,200,800,post_hoc_behavioral
e3_exact_online,prior,2,20,counts_sample,late,exact_optimal_agreement,0.915,0.8925,0.935,200,800,post_hoc_behavioral
e3_exact_online,prior,2,20,counts_sample,middle,posterior_mean_greedy,0.8754166666666667,0.86,0.8904166666666665,200,2400,post_hoc_behavioral
e3_exact_online,prior,2,20,counts_sample,middle,strict_non_greedy,0.12458333333333334,0.10916666666666666,0.14,200,2400,post_hoc_behavioral
e3_exact_online,prior,2,20,counts_sample,middle,unseen_arm,0.016249999999999997,0.011666666666666665,0.02083333333333333,200,2400,post_hoc_behavioral
e3_exact_online,prior,2,20,counts_sample,middle,lower_mean_higher_sd,0.08916666666666667,0.07708333333333334,0.10208333333333332,200,2400,post_hoc_behavioral
e3_exact_online,prior,2,20,counts_sample,middle,equal_mean_higher_sd,0.00875,0.005,0.012916666666666665,200,2400,post_hoc_behavioral
e3_exact_online,prior,2,20,counts_sample,middle,unequal_sd_greedy_tie_available,0.02375,0.016666666666666666,0.03208333333333333,200,2400,post_hoc_behavioral
e3_exact_online,prior,2,20,counts_sample,middle,posterior_mean_deficit,0.02673277386420769,0.022498073763790677,0.031142369927526174,200,2400,post_hoc_behavioral
e3_exact_online,prior,2,20,counts_sample,middle,chosen_posterior_sd,0.14967214058822212,0.14639676636124688,0.152864486510536,200,2400,post_hoc_behavioral
e3_exact_online,prior,2,20,counts_sample,middle,bayes_ucb_agreement,0.7904166666666668,0.76125,0.8183333333333335,200,2400,post_hoc_behavioral
e3_exact_online,prior,2,20,counts_sample,middle,knowledge_gradient_agreement,0.7991666666666667,0.7716666666666667,0.825,200,2400,post_hoc_behavioral
e3_exact_online,prior,2,20,counts_sample,middle,bayes_ucb_top_set_size,1.0283333333333333,1.0170833333333333,1.04125,200,2400,post_hoc_behavioral
e3_exact_online,prior,2,20,counts_sample,middle,knowledge_gradient_top_set_size,1.0295833333333335,1.0183333333333333,1.0420833333333335,200,2400,post_hoc_behavioral
e3_exact_online,prior,2,20,counts_sample,middle,exact_loss,0.027404580761071898,0.02308978783257681,0.03210379016670186,200,2400,post_hoc_behavioral
e3_exact_online,prior,2,20,counts_sample,middle,strict_exploration_required,0.07125,0.05208333333333334,0.09166666666666666,200,2400,post_hoc_behavioral
e3_exact_online,prior,2,20,counts_sample,middle,useful_non_greedy,0.01583333333333333,0.010833333333333332,0.02125,200,2400,post_hoc_behavioral
e3_exact_online,prior,2,20,counts_sample,middle,inferior_non_greedy,0.10875,0.09458333333333332,0.12375,200,2400,post_hoc_behavioral
e3_exact_online,prior,2,20,counts_sample,middle,neutral_non_greedy,0.0,0.0,0.0,200,2400,post_hoc_behavioral
e3_exact_online,prior,2,20,counts_sample,middle,exact_optimal_agreement,0.8208333333333334,0.7941666666666666,0.8475,200,2400,post_hoc_behavioral
e3_exact_online,prior,2,20,dp_direct,early,posterior_mean_greedy,0.97375,0.9625,0.98375,200,800,post_hoc_behavioral
e3_exact_online,prior,2,20,dp_direct,early,strict_non_greedy,0.02625,0.01625,0.0375,200,800,post_hoc_behavioral
e3_exact_online,prior,2,20,dp_direct,early,unseen_arm,0.44375,0.42875,0.4575,200,800,post_hoc_behavioral
e3_exact_online,prior,2,20,dp_direct,early,lower_mean_higher_sd,0.02625,0.01625,0.0375,200,800,post_hoc_behavioral
e3_exact_online,prior,2,20,dp_direct,early,equal_mean_higher_sd,0.045,0.0325,0.05875,200,800,post_hoc_behavioral
e3_exact_online,prior,2,20,dp_direct,early,unequal_sd_greedy_tie_available,0.045,0.0325,0.05875,200,800,post_hoc_behavioral
e3_exact_online,prior,2,20,dp_direct,early,posterior_mean_deficit,0.0026249999999999997,0.0016249999999999997,0.003749999999999999,200,800,post_hoc_behavioral
e3_exact_online,prior,2,20,dp_direct,early,chosen_posterior_sd,0.2491157937117826,0.2468697551560938,0.25129796594443315,200,800,post_hoc_behavioral
e3_exact_online,prior,2,20,dp_direct,early,bayes_ucb_agreement,0.97375,0.9625,0.98375,200,800,post_hoc_behavioral
e3_exact_online,prior,2,20,dp_direct,early,knowledge_gradient_agreement,0.96125,0.94875,0.97375,200,800,post_hoc_behavioral
e3_exact_online,prior,2,20,dp_direct,early,bayes_ucb_top_set_size,1.30875,1.29375,1.32375,200,800,post_hoc_behavioral
e3_exact_online,prior,2,20,dp_direct,early,knowledge_gradient_top_set_size,1.30875,1.29375,1.32375,200,800,post_hoc_behavioral
e3_exact_online,prior,2,20,dp_direct,early,exact_loss,0.0,0.0,0.0,200,800,post_hoc_behavioral
e3_exact_online,prior,2,20,dp_direct,early,strict_exploration_required,0.02625,0.01625,0.0375,200,800,post_hoc_behavioral
e3_exact_online,prior,2,20,dp_direct,early,useful_non_greedy,0.02625,0.01625,0.0375,200,800,post_hoc_behavioral
e3_exact_online,prior,2,20,dp_direct,early,inferior_non_greedy,0.0,0.0,0.0,200,800,post_hoc_behavioral
e3_exact_online,prior,2,20,dp_direct,early,neutral_non_greedy,0.0,0.0,0.0,200,800,post_hoc_behavioral
e3_exact_online,prior,2,20,dp_direct,early,exact_optimal_agreement,1.0,1.0,1.0,200,800,post_hoc_behavioral
e3_exact_online,prior,2,20,dp_direct,late,posterior_mean_greedy,0.99,0.9825,0.99625,200,800,post_hoc_behavioral
e3_exact_online,prior,2,20,dp_direct,late,strict_non_greedy,0.01,0.00375,0.0175,200,800,post_hoc_behavioral
e3_exact_online,prior,2,20,dp_direct,late,unseen_arm,0.00125,0.0,0.00375,200,800,post_hoc_behavioral
e3_exact_online,prior,2,20,dp_direct,late,lower_mean_higher_sd,0.01,0.00375,0.0175,200,800,post_hoc_behavioral
e3_exact_online,prior,2,20,dp_direct,late,equal_mean_higher_sd,0.0025,0.0,0.00625,200,800,post_hoc_behavioral
e3_exact_online,prior,2,20,dp_direct,late,unequal_sd_greedy_tie_available,0.0025,0.0,0.00625,200,800,post_hoc_behavioral
e3_exact_online,prior,2,20,dp_direct,late,posterior_mean_deficit,0.00029018979386626466,5.4945054945055026e-05,0.0006379731379731384,200,800,post_hoc_behavioral
e3_exact_online,prior,2,20,dp_direct,late,chosen_posterior_sd,0.10063245409707726,0.09731599158361287,0.10399001731439436,200,800,post_hoc_behavioral
e3_exact_online,prior,2,20,dp_direct,late,bayes_ucb_agreement,0.74375,0.68625,0.7975,200,800,post_hoc_behavioral
e3_exact_online,prior,2,20,dp_direct,late,knowledge_gradient_agreement,0.99125,0.985,0.9975,200,800,post_hoc_behavioral
e3_exact_online,prior,2,20,dp_direct,late,bayes_ucb_top_set_size,1.00625,1.00125,1.01375,200,800,post_hoc_behavioral
e3_exact_online,prior,2,20,dp_direct,late,knowledge_gradient_top_set_size,1.00625,1.00125,1.01375,200,800,post_hoc_behavioral
e3_exact_online,prior,2,20,dp_direct,late,exact_loss,0.0,0.0,0.0,200,800,post_hoc_behavioral
e3_exact_online,prior,2,20,dp_direct,late,strict_exploration_required,0.01,0.00375,0.0175,200,800,post_hoc_behavioral
e3_exact_online,prior,2,20,dp_direct,late,useful_non_greedy,0.01,0.00375,0.0175,200,800,post_hoc_behavioral
e3_exact_online,prior,2,20,dp_direct,late,inferior_non_greedy,0.0,0.0,0.0,200,800,post_hoc_behavioral
e3_exact_online,prior,2,20,dp_direct,late,neutral_non_greedy,0.0,0.0,0.0,200,800,post_hoc_behavioral
e3_exact_online,prior,2,20,dp_direct,late,exact_optimal_agreement,1.0,1.0,1.0,200,800,post_hoc_behavioral
e3_exact_online,prior,2,20,dp_direct,middle,posterior_mean_greedy,0.9566666666666666,0.9458333333333333,0.9666666666666667,200,2400,post_hoc_behavioral
e3_exact_online,prior,2,20,dp_direct,middle,strict_non_greedy,0.04333333333333334,0.03333333333333333,0.05416666666666666,200,2400,post_hoc_behavioral
e3_exact_online,prior,2,20,dp_direct,middle,unseen_arm,0.005833333333333333,0.0029166666666666664,0.00875,200,2400,post_hoc_behavioral
e3_exact_online,prior,2,20,dp_direct,middle,lower_mean_higher_sd,0.04333333333333334,0.03333333333333333,0.05416666666666666,200,2400,post_hoc_behavioral
e3_exact_online,prior,2,20,dp_direct,middle,equal_mean_higher_sd,0.004166666666666667,0.0016666666666666666,0.0075,200,2400,post_hoc_behavioral
e3_exact_online,prior,2,20,dp_direct,middle,unequal_sd_greedy_tie_available,0.004166666666666667,0.0016666666666666666,0.0075,200,2400,post_hoc_behavioral
e3_exact_online,prior,2,20,dp_direct,middle,posterior_mean_deficit,0.0026550613738113736,0.0020907213735338738,0.0032721324971324967,200,2400,post_hoc_behavioral
e3_exact_online,prior,2,20,dp_direct,middle,chosen_posterior_sd,0.14060081142628572,0.1369988889728561,0.14413207647670684,200,2400,post_hoc_behavioral
e3_exact_online,prior,2,20,dp_direct,middle,bayes_ucb_agreement,0.9191666666666667,0.9,0.9370833333333333,200,2400,post_hoc_behavioral
e3_exact_online,prior,2,20,dp_direct,middle,knowledge_gradient_agreement,0.9379166666666666,0.91875,0.9558333333333333,200,2400,post_hoc_behavioral
e3_exact_online,prior,2,20,dp_direct,middle,bayes_ucb_top_set_size,1.0308333333333333,1.0191666666666666,1.0441666666666667,200,2400,post_hoc_behavioral
e3_exact_online,prior,2,20,dp_direct,middle,knowledge_gradient_top_set_size,1.0316666666666665,1.02,1.045,200,2400,post_hoc_behavioral
e3_exact_online,prior,2,20,dp_direct,middle,exact_loss,0.0,0.0,0.0,200,2400,post_hoc_behavioral
e3_exact_online,prior,2,20,dp_direct,middle,strict_exploration_required,0.04333333333333334,0.03333333333333333,0.05416666666666666,200,2400,post_hoc_behavioral
e3_exact_online,prior,2,20,dp_direct,middle,useful_non_greedy,0.04333333333333334,0.03333333333333333,0.05458333333333333,200,2400,post_hoc_behavioral
e3_exact_online,prior,2,20,dp_direct,middle,inferior_non_greedy,0.0,0.0,0.0,200,2400,post_hoc_behavioral
e3_exact_online,prior,2,20,dp_direct,middle,neutral_non_greedy,0.0,0.0,0.0,200,2400,post_hoc_behavioral
e3_exact_online,prior,2,20,dp_direct,middle,exact_optimal_agreement,1.0,1.0,1.0,200,2400,post_hoc_behavioral
e3_exact_online,prior,2,20,exact,early,posterior_mean_greedy,0.9775,0.9675,0.98625,200,800,post_hoc_behavioral
e3_exact_online,prior,2,20,exact,early,strict_non_greedy,0.0225,0.01375,0.0325,200,800,post_hoc_behavioral
e3_exact_online,prior,2,20,exact,early,unseen_arm,0.4425,0.4275,0.45625,200,800,post_hoc_behavioral
e3_exact_online,prior,2,20,exact,early,lower_mean_higher_sd,0.0225,0.0125,0.0325,200,800,post_hoc_behavioral
e3_exact_online,prior,2,20,exact,early,equal_mean_higher_sd,0.05,0.03625,0.06375,200,800,post_hoc_behavioral
e3_exact_online,prior,2,20,exact,early,unequal_sd_greedy_tie_available,0.05,0.03625,0.065,200,800,post_hoc_behavioral
e3_exact_online,prior,2,20,exact,early,posterior_mean_deficit,0.0022499999999999994,0.0013749999999999995,0.003374999999999999,200,800,post_hoc_behavioral
e3_exact_online,prior,2,20,exact,early,chosen_posterior_sd,0.24908723694666207,0.24685248078351923,0.2513066353420584,200,800,post_hoc_behavioral
e3_exact_online,prior,2,20,exact,early,bayes_ucb_agreement,0.9775,0.9675,0.9875,200,800,post_hoc_behavioral
e3_exact_online,prior,2,20,exact,early,knowledge_gradient_agreement,0.955,0.94125,0.9675,200,800,post_hoc_behavioral
e3_exact_online,prior,2,20,exact,early,bayes_ucb_top_set_size,1.30875,1.29375,1.32375,200,800,post_hoc_behavioral
e3_exact_online,prior,2,20,exact,early,knowledge_gradient_top_set_size,1.30875,1.295,1.32375,200,800,post_hoc_behavioral
e3_exact_online,prior,2,20,exact,early,exact_loss,0.0,0.0,0.0,200,800,post_hoc_behavioral
e3_exact_online,prior,2,20,exact,early,strict_exploration_required,0.0225,0.0125,0.0325,200,800,post_hoc_behavioral
e3_exact_online,prior,2,20,exact,early,useful_non_greedy,0.0225,0.01375,0.0325,200,800,post_hoc_behavioral
e3_exact_online,prior,2,20,exact,early,inferior_non_greedy,0.0,0.0,0.0,200,800,post_hoc_behavioral
e3_exact_online,prior,2,20,exact,early,neutral_non_greedy,0.0,0.0,0.0,200,800,post_hoc_behavioral
e3_exact_online,prior,2,20,exact,early,exact_optimal_agreement,1.0,1.0,1.0,200,800,post_hoc_behavioral
e3_exact_online,prior,2,20,exact,late,posterior_mean_greedy,0.9875,0.98,0.99375,200,800,post_hoc_behavioral
e3_exact_online,prior,2,20,exact,late,strict_non_greedy,0.0125,0.00625,0.02125,200,800,post_hoc_behavioral
e3_exact_online,prior,2,20,exact,late,unseen_arm,0.0025,0.0,0.00625,200,800,post_hoc_behavioral
e3_exact_online,prior,2,20,exact,late,lower_mean_higher_sd,0.0125,0.005,0.02,200,800,post_hoc_behavioral
e3_exact_online,prior,2,20,exact,late,equal_mean_higher_sd,0.00375,0.0,0.00875,200,800,post_hoc_behavioral
e3_exact_online,prior,2,20,exact,late,unequal_sd_greedy_tie_available,0.00375,0.0,0.00875,200,800,post_hoc_behavioral
e3_exact_online,prior,2,20,exact,late,posterior_mean_deficit,0.0004428149464914174,0.00010989010989011005,0.0009006904043668755,200,800,post_hoc_behavioral
e3_exact_online,prior,2,20,exact,late,chosen_posterior_sd,0.10096140752226347,0.09744325146647717,0.10457625134594113,200,800,post_hoc_behavioral
e3_exact_online,prior,2,20,exact,late,bayes_ucb_agreement,0.7625,0.7075,0.815,200,800,post_hoc_behavioral
e3_exact_online,prior,2,20,exact,late,knowledge_gradient_agreement,0.99,0.9825,0.99625,200,800,post_hoc_behavioral
e3_exact_online,prior,2,20,exact,late,bayes_ucb_top_set_size,1.00625,1.00125,1.01375,200,800,post_hoc_behavioral
e3_exact_online,prior,2,20,exact,late,knowledge_gradient_top_set_size,1.00625,1.00125,1.01375,200,800,post_hoc_behavioral
e3_exact_online,prior,2,20,exact,late,exact_loss,0.0,0.0,0.0,200,800,post_hoc_behavioral
e3_exact_online,prior,2,20,exact,late,strict_exploration_required,0.0125,0.005,0.02,200,800,post_hoc_behavioral
e3_exact_online,prior,2,20,exact,late,useful_non_greedy,0.0125,0.005,0.02125,200,800,post_hoc_behavioral
e3_exact_online,prior,2,20,exact,late,inferior_non_greedy,0.0,0.0,0.0,200,800,post_hoc_behavioral
e3_exact_online,prior,2,20,exact,late,neutral_non_greedy,0.0,0.0,0.0,200,800,post_hoc_behavioral
e3_exact_online,prior,2,20,exact,late,exact_optimal_agreement,1.0,1.0,1.0,200,800,post_hoc_behavioral
e3_exact_online,prior,2,20,exact,middle,posterior_mean_greedy,0.9595833333333332,0.9491666666666666,0.96875,200,2400,post_hoc_behavioral
e3_exact_online,prior,2,20,exact,middle,strict_non_greedy,0.04041666666666666,0.03083333333333333,0.05041666666666667,200,2400,post_hoc_behavioral
e3_exact_online,prior,2,20,exact,middle,unseen_arm,0.005416666666666666,0.0029166666666666664,0.008333333333333333,200,2400,post_hoc_behavioral
e3_exact_online,prior,2,20,exact,middle,lower_mean_higher_sd,0.04041666666666666,0.03083333333333333,0.05041666666666666,200,2400,post_hoc_behavioral
e3_exact_online,prior,2,20,exact,middle,equal_mean_higher_sd,0.0045833333333333325,0.0016666666666666666,0.007916666666666666,200,2400,post_hoc_behavioral
e3_exact_online,prior,2,20,exact,middle,unequal_sd_greedy_tie_available,0.0045833333333333325,0.0016666666666666666,0.007916666666666666,200,2400,post_hoc_behavioral
e3_exact_online,prior,2,20,exact,middle,posterior_mean_deficit,0.0024750469437969437,0.0019151522378084878,0.003074560104247604,200,2400,post_hoc_behavioral
e3_exact_online,prior,2,20,exact,middle,chosen_posterior_sd,0.13985913291522423,0.1361860836791715,0.14334747164927242,200,2400,post_hoc_behavioral
e3_exact_online,prior,2,20,exact,middle,bayes_ucb_agreement,0.9229166666666666,0.9058333333333333,0.9395833333333334,200,2400,post_hoc_behavioral
e3_exact_online,prior,2,20,exact,middle,knowledge_gradient_agreement,0.9370833333333333,0.9179166666666666,0.9545833333333335,200,2400,post_hoc_behavioral
e3_exact_online,prior,2,20,exact,middle,bayes_ucb_top_set_size,1.0308333333333333,1.0191666666666668,1.0441666666666665,200,2400,post_hoc_behavioral
e3_exact_online,prior,2,20,exact,middle,knowledge_gradient_top_set_size,1.0316666666666665,1.02,1.045,200,2400,post_hoc_behavioral
e3_exact_online,prior,2,20,exact,middle,exact_loss,0.0,0.0,0.0,200,2400,post_hoc_behavioral
e3_exact_online,prior,2,20,exact,middle,strict_exploration_required,0.04041666666666666,0.03083333333333333,0.05041666666666666,200,2400,post_hoc_behavioral
e3_exact_online,prior,2,20,exact,middle,useful_non_greedy,0.04041666666666666,0.03083333333333333,0.05083333333333333,200,2400,post_hoc_behavioral
e3_exact_online,prior,2,20,exact,middle,inferior_non_greedy,0.0,0.0,0.0,200,2400,post_hoc_behavioral
e3_exact_online,prior,2,20,exact,middle,neutral_non_greedy,0.0,0.0,0.0,200,2400,post_hoc_behavioral
e3_exact_online,prior,2,20,exact,middle,exact_optimal_agreement,1.0,1.0,1.0,200,2400,post_hoc_behavioral
e3_exact_online,prior,2,20,finite_ap_index,early,posterior_mean_greedy,0.97375,0.9625,0.98375,200,800,post_hoc_behavioral
e3_exact_online,prior,2,20,finite_ap_index,early,strict_non_greedy,0.02625,0.01625,0.0375,200,800,post_hoc_behavioral
e3_exact_online,prior,2,20,finite_ap_index,early,unseen_arm,0.445,0.43,0.45875,200,800,post_hoc_behavioral
e3_exact_online,prior,2,20,finite_ap_index,early,lower_mean_higher_sd,0.02625,0.01625,0.0375,200,800,post_hoc_behavioral
e3_exact_online,prior,2,20,finite_ap_index,early,equal_mean_higher_sd,0.04125,0.02875,0.055,200,800,post_hoc_behavioral
e3_exact_online,prior,2,20,finite_ap_index,early,unequal_sd_greedy_tie_available,0.04125,0.02875,0.055,200,800,post_hoc_behavioral
e3_exact_online,prior,2,20,finite_ap_index,early,posterior_mean_deficit,0.0026249999999999997,0.0016249999999999997,0.003749999999999999,200,800,post_hoc_behavioral
e3_exact_online,prior,2,20,finite_ap_index,early,chosen_posterior_sd,0.24910690343885367,0.24691779266637404,0.251248715138433,200,800,post_hoc_behavioral
e3_exact_online,prior,2,20,finite_ap_index,early,bayes_ucb_agreement,0.97375,0.9625,0.98375,200,800,post_hoc_behavioral
e3_exact_online,prior,2,20,finite_ap_index,early,knowledge_gradient_agreement,0.96625,0.95375,0.9775,200,800,post_hoc_behavioral
e3_exact_online,prior,2,20,finite_ap_index,early,bayes_ucb_top_set_size,1.30875,1.29375,1.32375,200,800,post_hoc_behavioral
e3_exact_online,prior,2,20,finite_ap_index,early,knowledge_gradient_top_set_size,1.30875,1.29375,1.32375,200,800,post_hoc_behavioral
e3_exact_online,prior,2,20,finite_ap_index,early,exact_loss,0.0,0.0,0.0,200,800,post_hoc_behavioral
e3_exact_online,prior,2,20,finite_ap_index,early,strict_exploration_required,0.02625,0.01625,0.0375,200,800,post_hoc_behavioral
e3_exact_online,prior,2,20,finite_ap_index,early,useful_non_greedy,0.02625,0.01625,0.0375,200,800,post_hoc_behavioral
e3_exact_online,prior,2,20,finite_ap_index,early,inferior_non_greedy,0.0,0.0,0.0,200,800,post_hoc_behavioral
e3_exact_online,prior,2,20,finite_ap_index,early,neutral_non_greedy,0.0,0.0,0.0,200,800,post_hoc_behavioral
e3_exact_online,prior,2,20,finite_ap_index,early,exact_optimal_agreement,1.0,1.0,1.0,200,800,post_hoc_behavioral
e3_exact_online,prior,2,20,finite_ap_index,late,posterior_mean_greedy,0.9925,0.98625,0.9975,200,800,post_hoc_behavioral
e3_exact_online,prior,2,20,finite_ap_index,late,strict_non_greedy,0.0075,0.0025,0.01375,200,800,post_hoc_behavioral
e3_exact_online,prior,2,20,finite_ap_index,late,unseen_arm,0.0,0.0,0.0,200,800,post_hoc_behavioral
e3_exact_online,prior,2,20,finite_ap_index,late,lower_mean_higher_sd,0.0075,0.0025,0.01375,200,800,post_hoc_behavioral
e3_exact_online,prior,2,20,finite_ap_index,late,equal_mean_higher_sd,0.0025,0.0,0.00625,200,800,post_hoc_behavioral
e3_exact_online,prior,2,20,finite_ap_index,late,unequal_sd_greedy_tie_available,0.0025,0.0,0.00625,200,800,post_hoc_behavioral
e3_exact_online,prior,2,20,finite_ap_index,late,posterior_mean_deficit,8.241758241758254e-05,2.7472527472527513e-05,0.00015109890109890132,200,800,post_hoc_behavioral
e3_exact_online,prior,2,20,finite_ap_index,late,chosen_posterior_sd,0.10047998693185767,0.09720809343752519,0.10367097194153507,200,800,post_hoc_behavioral
e3_exact_online,prior,2,20,finite_ap_index,late,bayes_ucb_agreement,0.71625,0.65875,0.77375,200,800,post_hoc_behavioral
e3_exact_online,prior,2,20,finite_ap_index,late,knowledge_gradient_agreement,0.98875,0.97875,0.99625,200,800,post_hoc_behavioral
e3_exact_online,prior,2,20,finite_ap_index,late,bayes_ucb_top_set_size,1.00625,1.00125,1.01375,200,800,post_hoc_behavioral
