cohort,label_scheme,horizon,left,right,metric,mean_difference,ci_low,ci_high,n_pairs,n_left,n_right,unit,comparison_role,expected_pairs,missing_pairs
targeted,original,2,dp_values,nested,optimal_agreement,0.18,0.11,0.26,100,100,100,fixture,secondary_exploratory,100,0
targeted,original,2,dp_values,nested,exact_loss,-0.006011247543167866,-0.009234467227512777,-0.003234439398603782,100,100,100,fixture,secondary_exploratory,100,0
targeted,original,2,dp_values,nested,distribution_exact_loss,-0.005024883204099687,-0.0070143939274275435,-0.0032524415161530843,100,100,100,fixture,secondary_exploratory,100,0
targeted,original,10,path_explicit,nested,advice_adherence,0.5675,0.4975,0.635,100,100,100,fixture,primary_descriptive,100,0
targeted,original,10,path_explicit,nested,optimal_agreement,0.5675,0.5,0.635,100,100,100,fixture,secondary_exploratory,100,0
targeted,original,10,path_explicit,nested,exact_loss,-0.03779281441406888,-0.043446818145972746,-0.032257464515577275,100,100,100,fixture,secondary_exploratory,100,0
targeted,original,10,path_explicit,nested,distribution_exact_loss,-0.022650925306724655,-0.0239218609273507,-0.02138914678207101,100,100,100,fixture,secondary_exploratory,100,0
targeted,original,10,inline,nested,advice_adherence,0.0,0.0,0.0,100,100,100,fixture,primary_descriptive,100,0
targeted,original,10,inline,nested,optimal_agreement,0.0,0.0,0.0,100,100,100,fixture,secondary_exploratory,100,0
targeted,original,10,inline,nested,exact_loss,0.0,0.0,0.0,100,100,100,fixture,secondary_exploratory,100,0
targeted,original,10,inline,nested,distribution_exact_loss,-0.0010411427318619505,-0.0014436321966330174,-0.0006596596591296243,100,100,100,fixture,secondary_exploratory,100,0
targeted,original,10,per_option,nested,advice_adherence,0.01,0.0025,0.02,100,100,100,fixture,primary_descriptive,100,0
targeted,original,10,per_option,nested,optimal_agreement,0.01,0.0025,0.02,100,100,100,fixture,secondary_exploratory,100,0
targeted,original,10,per_option,nested,exact_loss,-0.0008523971879933057,-0.0017248654684411703,-0.00019929792429792758,100,100,100,fixture,secondary_exploratory,100,0
targeted,original,10,per_option,nested,distribution_exact_loss,-0.010117430924672042,-0.010823380621403327,-0.009427489258755365,100,100,100,fixture,secondary_exploratory,100,0
targeted,original,10,advice_only,nested,advice_adherence,1.0,1.0,1.0,100,100,100,fixture,secondary_exploratory,100,0
targeted,original,10,advice_only,nested,optimal_agreement,1.0,1.0,1.0,100,100,100,fixture,secondary_exploratory,100,0
targeted,original,10,advice_only,nested,exact_loss,-0.05953887862752714,-0.06278339357186624,-0.056231576749488206,100,100,100,fixture,secondary_exploratory,100,0
targeted,original,10,advice_only,nested,distribution_exact_loss,-0.03893195403726417,-0.040569897585767546,-0.03721153008236607,100,100,100,fixture,secondary_exploratory,100,0
targeted,original,10,dp_values,nested,optimal_agreement,1.0,1.0,1.0,100,100,100,fixture,secondary_exploratory,100,0
targeted,original,10,dp_values,nested,exact_loss,-0.05953887862752714,-0.06271977312669097,-0.05622377625111112,100,100,100,fixture,secondary_exploratory,100,0
targeted,original,10,dp_values,nested,distribution_exact_loss,-0.04753666348204591,-0.04964360460362163,-0.04530018607762764,100,100,100,fixture,secondary_exploratory,100,0
