cohort,label_scheme,horizon,format,metric,mean,ci_low,ci_high,n_fixtures
targeted,letters,2,per_option,distribution_advice_adherence,0.8655749999999999,0.8247493750000001,0.90310125,100
targeted,letters,2,per_option,optimal_agreement,0.8425,0.7725,0.91,100
targeted,letters,2,per_option,exact_loss,0.004786733323990461,0.002629009687617465,0.0072404521279737484,100
targeted,letters,2,per_option,distribution_exact_loss,0.005628276280104944,0.004270229794952724,0.007141833911029329,100
targeted,letters,2,per_option,posterior_mean_greedy,0.9775,0.9575,0.995,100
targeted,letters,2,per_option,prediction_entropy,0.2541082919137983,0.2167192895302904,0.29461836402261893,100
targeted,letters,2,per_option,choice_mismatch,0.0,0.0,0.0,100
targeted,letters,10,advice_only,advice_adherence,1.0,1.0,1.0,100
targeted,letters,10,advice_only,distribution_advice_adherence,0.8113250000000001,0.8088250000000001,0.8138249999999998,100
targeted,letters,10,advice_only,optimal_agreement,1.0,1.0,1.0,100
targeted,letters,10,advice_only,exact_loss,0.0,0.0,0.0,100
targeted,letters,10,advice_only,distribution_exact_loss,0.011260521391848301,0.01061315041100279,0.011901074716869199,100
targeted,letters,10,advice_only,posterior_mean_greedy,0.0,0.0,0.0,100
targeted,letters,10,advice_only,prediction_entropy,0.4632898785401002,0.46020404883398786,0.46637353750838445,100
targeted,letters,10,advice_only,choice_mismatch,0.0,0.0,0.0,100
targeted,letters,10,dp_values,optimal_agreement,1.0,1.0,1.0,100
targeted,letters,10,dp_values,exact_loss,0.0,0.0,0.0,100
targeted,letters,10,dp_values,distribution_exact_loss,0.002998030401027485,0.002854775265662639,0.0031460937916413735,100
targeted,letters,10,inline,advice_adherence,0.0,0.0,0.0,100
targeted,letters,10,inline,distribution_advice_adherence,0.115475,0.107574375,0.12362499999999998,100
targeted,letters,10,inline,optimal_agreement,0.0,0.0,0.0,100
targeted,letters,10,inline,exact_loss,0.05953887862752714,0.05630621834991959,0.06287599039554816,100
targeted,letters,10,inline,distribution_exact_loss,0.05221234163540867,0.049622769026279566,0.05478836055883257,100
targeted,letters,10,inline,posterior_mean_greedy,1.0,1.0,1.0,100
targeted,letters,10,inline,prediction_entropy,0.3245674138823649,0.3102808442354231,0.3395812860109567,100
targeted,letters,10,inline,choice_mismatch,0.0,0.0,0.0,100
targeted,letters,10,nested,advice_adherence,0.0,0.0,0.0,100
targeted,letters,10,nested,distribution_advice_adherence,0.13565000000000002,0.126325,0.14555062500000002,100
targeted,letters,10,nested,optimal_agreement,0.0,0.0,0.0,100
targeted,letters,10,nested,exact_loss,0.05953887862752714,0.056332733721048675,0.06276249450288586,100
targeted,letters,10,nested,distribution_exact_loss,0.05083431091257559,0.048431066493232,0.05320094980011948,100
targeted,letters,10,nested,posterior_mean_greedy,1.0,1.0,1.0,100
targeted,letters,10,nested,prediction_entropy,0.384077757251929,0.36822022968595536,0.40061928916259454,100
targeted,letters,10,nested,choice_mismatch,0.0,0.0,0.0,100
targeted,letters,10,path_explicit,advice_adherence,0.8425,0.8025,0.8825,100
targeted,letters,10,path_explicit,distribution_advice_adherence,0.5803499999999999,0.5704500000000001,0.5904249999999999,100
targeted,letters,10,path_explicit,optimal_agreement,0.8425,0.8025,0.8825,100
targeted,letters,10,path_explicit,exact_loss,0.007265132299225239,0.005517220566362454,0.009101685935945325,100
targeted,letters,10,path_explicit,distribution_exact_loss,0.02434381476499383,0.02333773266680298,0.02529187125077039,100
targeted,letters,10,path_explicit,posterior_mean_greedy,0.1575,0.12,0.1975,100
targeted,letters,10,path_explicit,prediction_entropy,0.6679561782411902,0.6637833874561527,0.6717848914797248,100
targeted,letters,10,path_explicit,choice_mismatch,0.0,0.0,0.0,100
targeted,letters,10,per_option,advice_adherence,0.01,0.0,0.025,100
targeted,letters,10,per_option,distribution_advice_adherence,0.321325,0.31125,0.33204999999999996,100
targeted,letters,10,per_option,optimal_agreement,0.01,0.0,0.025,100
targeted,letters,10,per_option,exact_loss,0.05867723083709783,0.05545775245526215,0.06186783090834602,100
targeted,letters,10,per_option,distribution_exact_loss,0.03971263875438545,0.03793498977343083,0.04139508565051161,100
targeted,letters,10,per_option,posterior_mean_greedy,0.99,0.975,1.0,100
targeted,letters,10,per_option,prediction_entropy,0.6054845897611423,0.5977463248847094,0.6132799765601256,100
targeted,letters,10,per_option,choice_mismatch,0.0,0.0,0.0,100
targeted,original,1,advice_only,advice_adherence,1.0,1.0,1.0,100
targeted,original,1,advice_only,distribution_advice_adherence,0.8523249999999999,0.850025,0.8546,100
targeted,original,1,advice_only,optimal_agreement,1.0,1.0,1.0,100
targeted,original,1,advice_only,exact_loss,0.0,0.0,0.0,100
targeted,original,1,advice_only,distribution_exact_loss,0.014626463363366317,0.013241458759912776,0.01603196284385092,100
targeted,original,1,advice_only,posterior_mean_greedy,1.0,1.0,1.0,100
targeted,original,1,advice_only,prediction_entropy,0.41575479917180075,0.4117867656091086,0.4196999130134114,100
targeted,original,1,advice_only,choice_mismatch,0.0,0.0,0.0,100
targeted,original,1,dp_values,optimal_agreement,1.0,1.0,1.0,100
targeted,original,1,dp_values,exact_loss,0.0,0.0,0.0,100
targeted,original,1,dp_values,distribution_exact_loss,0.0,0.0,0.0,100
targeted,original,1,inline,advice_adherence,1.0,1.0,1.0,100
targeted,original,1,inline,distribution_advice_adherence,0.993225,0.9925250000000002,0.9938750000000001,100
targeted,original,1,inline,optimal_agreement,1.0,1.0,1.0,100
targeted,original,1,inline,exact_loss,0.0,0.0,0.0,100
targeted,original,1,inline,distribution_exact_loss,0.0005426860324107646,0.0005085955697477144,0.0005773594789163484,100
targeted,original,1,inline,posterior_mean_greedy,1.0,1.0,1.0,100
targeted,original,1,inline,prediction_entropy,0.03722950544384882,0.033882376303992934,0.040752295085421095,100
targeted,original,1,inline,choice_mismatch,0.0,0.0,0.0,100
targeted,original,1,nested,advice_adherence,1.0,1.0,1.0,100
targeted,original,1,nested,distribution_advice_adherence,0.99395,0.9930249999999999,0.994875,100
targeted,original,1,nested,optimal_agreement,1.0,1.0,1.0,100
targeted,original,1,nested,exact_loss,0.0,0.0,0.0,100
targeted,original,1,nested,distribution_exact_loss,0.0003999174120905957,0.0003513522598268885,0.0004478280392325542,100
targeted,original,1,nested,posterior_mean_greedy,1.0,1.0,1.0,100
targeted,original,1,nested,prediction_entropy,0.033177631471573044,0.028289880816620403,0.038039073787988924,100
targeted,original,1,nested,choice_mismatch,0.0,0.0,0.0,100
targeted,original,1,path_explicit,advice_adherence,1.0,1.0,1.0,100
targeted,original,1,path_explicit,distribution_advice_adherence,0.9924250000000001,0.9908,0.9939750000000003,100
targeted,original,1,path_explicit,optimal_agreement,1.0,1.0,1.0,100
targeted,original,1,path_explicit,exact_loss,0.0,0.0,0.0,100
targeted,original,1,path_explicit,distribution_exact_loss,0.0004224327804924516,0.0003558304908978047,0.0004884091588492224,100
targeted,original,1,path_explicit,posterior_mean_greedy,1.0,1.0,1.0,100
targeted,original,1,path_explicit,prediction_entropy,0.03842900119002844,0.03134938166547678,0.045897784429949975,100
targeted,original,1,path_explicit,choice_mismatch,0.0,0.0,0.0,100
targeted,original,1,per_option,advice_adherence,1.0,1.0,1.0,100
targeted,original,1,per_option,distribution_advice_adherence,0.9962500000000002,0.9954750000000001,0.9970000000000002,100
targeted,original,1,per_option,optimal_agreement,1.0,1.0,1.0,100
targeted,original,1,per_option,exact_loss,0.0,0.0,0.0,100
targeted,original,1,per_option,distribution_exact_loss,0.00021798079429525635,0.00017811387005422052,0.0002561742871488772,100
targeted,original,1,per_option,posterior_mean_greedy,1.0,1.0,1.0,100
targeted,original,1,per_option,prediction_entropy,0.020895845717343032,0.016765550417879294,0.025305793514033212,100
targeted,original,1,per_option,choice_mismatch,0.0,0.0,0.0,100
targeted,original,2,advice_only,advice_adherence,1.0,1.0,1.0,100
targeted,original,2,advice_only,distribution_advice_adherence,0.8379000000000001,0.8362,0.839625,100
targeted,original,2,advice_only,optimal_agreement,1.0,1.0,1.0,100
targeted,original,2,advice_only,exact_loss,0.0,0.0,0.0,100
targeted,original,2,advice_only,distribution_exact_loss,0.012183297825932471,0.0105228720755769,0.013888348747024888,100
targeted,original,2,advice_only,posterior_mean_greedy,0.82,0.74,0.89,100
targeted,original,2,advice_only,prediction_entropy,0.4350094487340393,0.43232761176892287,0.4376636146425069,100
targeted,original,2,advice_only,choice_mismatch,0.0,0.0,0.0,100
targeted,original,2,dp_values,optimal_agreement,1.0,1.0,1.0,100
targeted,original,2,dp_values,exact_loss,0.0,0.0,0.0,100
targeted,original,2,dp_values,distribution_exact_loss,0.0019022050750873221,0.0017011218721078077,0.0021035988415347463,100
targeted,original,2,inline,advice_adherence,0.82,0.74,0.89,100
targeted,original,2,inline,distribution_advice_adherence,0.8285499999999999,0.7725225000000001,0.880025,100
targeted,original,2,inline,optimal_agreement,0.82,0.74,0.89,100
targeted,original,2,inline,exact_loss,0.006011247543167866,0.003250146113059107,0.009225521305734776,100
targeted,original,2,inline,distribution_exact_loss,0.007014879300380445,0.005132767607331699,0.009123666290615735,100
targeted,original,2,inline,posterior_mean_greedy,1.0,1.0,1.0,100
targeted,original,2,inline,prediction_entropy,0.23313808254016727,0.20474889244090275,0.26469466652407353,100
targeted,original,2,inline,choice_mismatch,0.0,0.0,0.0,100
targeted,original,2,nested,advice_adherence,0.82,0.74,0.89,100
targeted,original,2,nested,distribution_advice_adherence,0.8307500000000002,0.775774375,0.8811749999999999,100
targeted,original,2,nested,optimal_agreement,0.82,0.74,0.89,100
targeted,original,2,nested,exact_loss,0.006011247543167866,0.003191843476234058,0.009222502611212605,100
targeted,original,2,nested,distribution_exact_loss,0.006927088279187009,0.005096767803056549,0.008966270066912953,100
targeted,original,2,nested,posterior_mean_greedy,1.0,1.0,1.0,100
targeted,original,2,nested,prediction_entropy,0.24854737283581754,0.21842099334849047,0.2800719541661216,100
targeted,original,2,nested,choice_mismatch,0.0,0.0,0.0,100
targeted,original,2,path_explicit,advice_adherence,1.0,1.0,1.0,100
targeted,original,2,path_explicit,distribution_advice_adherence,0.91125,0.8844749999999999,0.9357,100
targeted,original,2,path_explicit,optimal_agreement,1.0,1.0,1.0,100
targeted,original,2,path_explicit,exact_loss,0.0,0.0,0.0,100
targeted,original,2,path_explicit,distribution_exact_loss,0.003650718647721818,0.002773606573146575,0.004645041328308278,100
targeted,original,2,path_explicit,posterior_mean_greedy,0.82,0.74,0.89,100
targeted,original,2,path_explicit,prediction_entropy,0.2187570816871822,0.17928451361935632,0.26034343173901736,100
targeted,original,2,path_explicit,choice_mismatch,0.0,0.0,0.0,100
targeted,original,2,per_option,advice_adherence,0.8375,0.765,0.9025,100
targeted,original,2,per_option,distribution_advice_adherence,0.87505,0.8324500000000001,0.914825625,100
targeted,original,2,per_option,optimal_agreement,0.8375,0.765,0.9025,100
targeted,original,2,per_option,exact_loss,0.005071392055518262,0.002763825506038324,0.007718001173118462,100
targeted,original,2,per_option,distribution_exact_loss,0.004817052934862147,0.003373909676017547,0.0064353499415442,100
targeted,original,2,per_option,posterior_mean_greedy,0.9825,0.9625,0.9975,100
targeted,original,2,per_option,prediction_entropy,0.2182512967627055,0.1775616041147377,0.26248475846388275,100
targeted,original,2,per_option,choice_mismatch,0.0,0.0,0.0,100
targeted,original,10,advice_only,advice_adherence,1.0,1.0,1.0,100
targeted,original,10,advice_only,distribution_advice_adherence,0.8036,0.80045,0.806850625,100
targeted,original,10,advice_only,optimal_agreement,1.0,1.0,1.0,100
targeted,original,10,advice_only,exact_loss,0.0,0.0,0.0,100
targeted,original,10,advice_only,distribution_exact_loss,0.011687692017575253,0.011000635856717329,0.012350905580782638,100
targeted,original,10,advice_only,posterior_mean_greedy,0.0,0.0,0.0,100
targeted,original,10,advice_only,prediction_entropy,0.4790638497561337,0.47495206690672165,0.4831892043949864,100
targeted,original,10,advice_only,choice_mismatch,0.0,0.0,0.0,100
targeted,original,10,dp_values,optimal_agreement,1.0,1.0,1.0,100
targeted,original,10,dp_values,exact_loss,0.0,0.0,0.0,100
targeted,original,10,dp_values,distribution_exact_loss,0.0030829825727935046,0.0029320750055887436,0.003235516043974153,100
targeted,original,10,inline,advice_adherence,0.0,0.0,0.0,100
targeted,original,10,inline,distribution_advice_adherence,0.154525,0.14335,0.1668,100
targeted,original,10,inline,optimal_agreement,0.0,0.0,0.0,100
targeted,original,10,inline,exact_loss,0.05953887862752714,0.056294514488802364,0.06275123228687822,100
targeted,original,10,inline,distribution_exact_loss,0.049578503322977474,0.04729123914058378,0.05173474033666244,100
targeted,original,10,inline,posterior_mean_greedy,1.0,1.0,1.0,100
targeted,original,10,inline,prediction_entropy,0.41404784975730147,0.3969793761791066,0.4316400568156004,100
targeted,original,10,inline,choice_mismatch,0.0,0.0,0.0,100
targeted,original,10,nested,advice_adherence,0.0,0.0,0.0,100
targeted,original,10,nested,distribution_advice_adherence,0.1374,0.12777500000000003,0.14775,100
targeted,original,10,nested,optimal_agreement,0.0,0.0,0.0,100
targeted,original,10,nested,exact_loss,0.05953887862752714,0.05621252427486326,0.06281123882894915,100
targeted,original,10,nested,distribution_exact_loss,0.050619646054839415,0.04829764426313795,0.05287331427069335,100
targeted,original,10,nested,posterior_mean_greedy,1.0,1.0,1.0,100
targeted,original,10,nested,prediction_entropy,0.3866162170140007,0.370116508837873,0.40383781557410525,100
targeted,original,10,nested,choice_mismatch,0.0,0.0,0.0,100
targeted,original,10,path_explicit,advice_adherence,0.5675,0.4975,0.6375,100
targeted,original,10,path_explicit,distribution_advice_adherence,0.5189750000000002,0.508349375,0.530000625,100
targeted,original,10,path_explicit,optimal_agreement,0.5675,0.4975,0.635,100
targeted,original,10,path_explicit,exact_loss,0.021746064213458257,0.018458422940060427,0.02508726029319378,100
targeted,original,10,path_explicit,distribution_exact_loss,0.02796872074811477,0.026761481140358933,0.02914201776400551,100
targeted,original,10,path_explicit,posterior_mean_greedy,0.4325,0.3625,0.5025,100
targeted,original,10,path_explicit,prediction_entropy,0.6837283609467874,0.6810527469042739,0.6861004395805301,100
targeted,original,10,path_explicit,choice_mismatch,0.0,0.0,0.0,100
targeted,original,10,per_option,advice_adherence,0.01,0.0025,0.02,100
targeted,original,10,per_option,distribution_advice_adherence,0.30485,0.29315,0.3173,100
targeted,original,10,per_option,optimal_agreement,0.01,0.0025,0.02,100
targeted,original,10,per_option,exact_loss,0.05868648143953383,0.055562849665258006,0.061748722183352034,100
targeted,original,10,per_option,distribution_exact_loss,0.04050221513016737,0.03879436950082997,0.04213406961660437,100
targeted,original,10,per_option,posterior_mean_greedy,0.99,0.98,0.9975,100
targeted,original,10,per_option,prediction_entropy,0.594233640652664,0.5845802211571551,0.604061867918573,100
targeted,original,10,per_option,choice_mismatch,0.0,0.0,0.0,100
