fixture_id,k,representation,target,primitive,mean_binary_excess_brier,mean_binary_excess_log_loss,mean_absolute_error
e10_primitive_bridge:15:13,15,oracle_probs_full,best_arm,noul,0.0015010689060965742,0.013981156737776416,0.02289006425886494
e10_primitive_bridge:15:13,15,oracle_probs_full,next_reward,choice,0.013097096880992986,0.015897418471171754,0.06154112554112555
e10_primitive_bridge:15:13,15,oracle_probs_full,next_reward,noul,0.001988381152277256,0.0032701410318736806,0.023017316017316023
e10_primitive_bridge:15:13,15,oracle_probs_only,best_arm,choice,0.013989895261714687,0.4229579353970383,0.03897059709830034
e10_primitive_bridge:15:13,15,oracle_probs_only,best_arm,noul,0.003325385722474596,0.024621903971672264,0.038000000000000006
e10_primitive_bridge:15:13,15,oracle_probs_only,next_reward,choice,0.016245033388929506,0.02271256632253054,0.06592207792207795
e10_primitive_bridge:15:13,15,oracle_probs_only,next_reward,noul,0.0020335470974432034,0.0037263312602653113,0.021477633477633484
e10_primitive_bridge:15:14,15,bayes,best_arm,choice,0.04071692394617757,0.28664554162288575,0.06818256675905092
e10_primitive_bridge:15:14,15,bayes,best_arm,noul,0.008776993434905598,0.018403787665995746,0.037096842950091406
e10_primitive_bridge:15:14,15,bayes,next_reward,choice,0.0530820870423468,0.06889003413706808,0.1425844155844156
e10_primitive_bridge:15:14,15,bayes,next_reward,noul,0.0030863583266180694,0.005539516036907649,0.03525108225108227
e10_primitive_bridge:15:14,15,counts,best_arm,choice,0.02160876259986125,0.17856843992221041,0.050868535469706586
e10_primitive_bridge:15:14,15,counts,best_arm,noul,0.00805642233462318,0.024004664140369128,0.04371534768148357
e10_primitive_bridge:15:14,15,counts,next_reward,choice,0.024988898009157757,0.035946287822066554,0.08038961038961041
e10_primitive_bridge:15:14,15,counts,next_reward,noul,0.00243873927899902,0.0036859019967251153,0.029649350649350658
e10_primitive_bridge:15:14,15,oracle_probs_full,best_arm,choice,0.0493086529610952,0.8614490914538303,0.0748492334257176
