fixture_id,k,representation,repeat,sum_probabilities,absolute_sum_error,normalization_defined,normalized_mean_binary_excess_brier
e10_primitive_bridge:15:10,15,bayes,1,1.47,0.47,True,0.0019281052840268173
e10_primitive_bridge:15:10,15,counts,0,1.2800000000000002,0.28000000000000025,True,0.003951381034584766
e10_primitive_bridge:15:10,15,counts,1,1.2200000000000002,0.2200000000000002,True,0.004604673830975178
e10_primitive_bridge:15:10,15,oracle_probs_full,0,1.3000000000000003,0.30000000000000027,True,0.0020242830810112736
e10_primitive_bridge:15:10,15,oracle_probs_full,1,1.31,0.31000000000000005,True,0.0021552585618383126
e10_primitive_bridge:15:10,15,oracle_probs_only,0,1.56,0.56,True,0.0023640852057037883
e10_primitive_bridge:15:10,15,oracle_probs_only,1,1.6,0.6000000000000001,True,0.0022561572002590454
e10_primitive_bridge:15:11,15,bayes,0,1.4300000000000002,0.43000000000000016,True,0.006279690551078947
e10_primitive_bridge:15:11,15,bayes,1,1.4400000000000002,0.44000000000000017,True,0.006321326554139413
e10_primitive_bridge:15:11,15,counts,0,1.1800000000000002,0.18000000000000016,True,0.010518488417050446
e10_primitive_bridge:15:11,15,counts,1,1.2400000000000002,0.2400000000000002,True,0.009468247300482192
e10_primitive_bridge:15:11,15,oracle_probs_full,0,1.3000000000000003,0.30000000000000027,True,0.0020817454767176856
e10_primitive_bridge:15:11,15,oracle_probs_full,1,1.3100000000000003,0.3100000000000003,True,0.0019311523262706615
e10_primitive_bridge:15:11,15,oracle_probs_only,0,1.5000000000000004,0.5000000000000004,True,0.002721042146543509
e10_primitive_bridge:15:11,15,oracle_probs_only,1,1.4800000000000004,0.4800000000000004,True,0.0022427987138954964
e10_primitive_bridge:15:12,15,bayes,0,1.3300000000000003,0.3300000000000003,True,0.00440294650215794
e10_primitive_bridge:15:12,15,bayes,1,1.3800000000000001,0.3800000000000001,True,0.0031378191043257802
e10_primitive_bridge:15:12,15,counts,0,1.2400000000000002,0.2400000000000002,True,0.004658520779704846
e10_primitive_bridge:15:12,15,counts,1,1.3,0.30000000000000004,True,0.005255256086481138
e10_primitive_bridge:15:12,15,oracle_probs_full,0,1.3000000000000003,0.30000000000000027,True,0.0020513223811114926
e10_primitive_bridge:15:12,15,oracle_probs_full,1,1.3400000000000003,0.3400000000000003,True,0.0019213302546562735
e10_primitive_bridge:15:12,15,oracle_probs_only,0,1.59,0.5900000000000001,True,0.0027623560127780023
e10_primitive_bridge:15:12,15,oracle_probs_only,1,1.5900000000000003,0.5900000000000003,True,0.003270444357821531
e10_primitive_bridge:15:13,15,bayes,0,1.31,0.31000000000000005,True,0.0008443996330428377
e10_primitive_bridge:15:13,15,bayes,1,1.2900000000000003,0.29000000000000026,True,0.0008567118136079357
e10_primitive_bridge:15:13,15,counts,0,1.26,0.26,True,0.000712090522569946
e10_primitive_bridge:15:13,15,counts,1,1.24,0.24,True,0.0010447836756654158
e10_primitive_bridge:15:13,15,oracle_probs_full,0,1.34,0.3400000000000001,True,0.0026930207338848617
e10_primitive_bridge:15:13,15,oracle_probs_full,1,1.31,0.31000000000000005,True,0.0021762857521316977
e10_primitive_bridge:15:13,15,oracle_probs_only,0,1.58,0.5800000000000001,True,0.0066452423730467116
e10_primitive_bridge:15:13,15,oracle_probs_only,1,1.56,0.56,True,0.006539918195984829
e10_primitive_bridge:15:14,15,bayes,0,1.5,0.5,True,0.0031613045130943953
e10_primitive_bridge:15:14,15,bayes,1,1.3800000000000003,0.38000000000000034,True,0.0030838119879254442
e10_primitive_bridge:15:14,15,counts,0,1.1600000000000001,0.16000000000000014,True,0.00813272109401705
e10_primitive_bridge:15:14,15,counts,1,1.11,0.1100000000000001,True,0.0063762053301827755
e10_primitive_bridge:15:14,15,oracle_probs_full,0,1.25,0.25,True,0.0014758077409786075
e10_primitive_bridge:15:14,15,oracle_probs_full,1,1.28,0.28,True,0.0016911103667639324
e10_primitive_bridge:15:14,15,oracle_probs_only,0,1.4800000000000002,0.4800000000000002,True,0.0027058168464633757
