experiment,family,k,horizon,policy,phase,normative_reference,normative_interpretation,metric,mean,ci_low,ci_high,n_episodes,n_recorded_turns,analysis_role
e4_scaling,clear,15,100,bayes_sample,middle,unavailable,unavailable,posterior_mean_deficit,0.02040391539673469,0.016624722605852554,0.024336186526195,40,2400,post_hoc_behavioral
e4_scaling,clear,15,100,bayes_sample,middle,unavailable,unavailable,chosen_posterior_sd,0.12813476423354686,0.11731448716732659,0.1388739774924971,40,2400,post_hoc_behavioral
e4_scaling,clear,15,100,bayes_sample,middle,unavailable,unavailable,bayes_ucb_agreement,0.21375000000000002,0.17291666666666666,0.2629270833333332,40,2400,post_hoc_behavioral
e4_scaling,clear,15,100,bayes_sample,middle,unavailable,unavailable,knowledge_gradient_agreement,0.5233333333333333,0.4383333333333333,0.60875,40,2400,post_hoc_behavioral
e4_scaling,clear,15,100,bayes_sample,middle,unavailable,unavailable,bayes_ucb_top_set_size,5.539166666666667,4.864135416666667,6.229583333333333,40,2400,post_hoc_behavioral
e4_scaling,clear,15,100,bayes_sample,middle,unavailable,unavailable,knowledge_gradient_top_set_size,3.3658333333333332,2.7645833333333334,3.970427083333333,40,2400,post_hoc_behavioral
e4_scaling,clear,15,100,bayes_ucb,early,unavailable,unavailable,posterior_mean_greedy,0.74,0.68,0.8,40,800,post_hoc_behavioral
e4_scaling,clear,15,100,bayes_ucb,early,unavailable,unavailable,strict_non_greedy,0.26,0.2,0.32249999999999995,40,800,post_hoc_behavioral
e4_scaling,clear,15,100,bayes_ucb,early,unavailable,unavailable,unseen_arm,0.61875,0.5725,0.6587500000000001,40,800,post_hoc_behavioral
e4_scaling,clear,15,100,bayes_ucb,early,unavailable,unavailable,lower_mean_higher_sd,0.26,0.20125,0.31875,40,800,post_hoc_behavioral
e4_scaling,clear,15,100,bayes_ucb,early,unavailable,unavailable,equal_mean_higher_sd,0.23625,0.17125,0.30500000000000005,40,800,post_hoc_behavioral
e4_scaling,clear,15,100,bayes_ucb,early,unavailable,unavailable,unequal_sd_greedy_tie_available,0.23625,0.17250000000000001,0.30375,40,800,post_hoc_behavioral
e4_scaling,clear,15,100,bayes_ucb,early,unavailable,unavailable,posterior_mean_deficit,0.03291220238095237,0.02467987351190476,0.041148958333333326,40,800,post_hoc_behavioral
e4_scaling,clear,15,100,bayes_ucb,early,unavailable,unavailable,chosen_posterior_sd,0.25490276799338013,0.244530841134007,0.26290502950409206,40,800,post_hoc_behavioral
e4_scaling,clear,15,100,bayes_ucb,early,unavailable,unavailable,bayes_ucb_agreement,1.0,1.0,1.0,40,800,post_hoc_behavioral
e4_scaling,clear,15,100,bayes_ucb,early,unavailable,unavailable,knowledge_gradient_agreement,0.8625,0.8137500000000001,0.9087500000000001,40,800,post_hoc_behavioral
e4_scaling,clear,15,100,bayes_ucb,early,unavailable,unavailable,bayes_ucb_top_set_size,6.07125,5.765,6.36125,40,800,post_hoc_behavioral
e4_scaling,clear,15,100,bayes_ucb,early,unavailable,unavailable,knowledge_gradient_top_set_size,5.3725,4.886218749999999,5.843781249999999,40,800,post_hoc_behavioral
e4_scaling,clear,15,100,bayes_ucb,late,unavailable,unavailable,posterior_mean_greedy,0.48375,0.37625,0.59375,40,800,post_hoc_behavioral
e4_scaling,clear,15,100,bayes_ucb,late,unavailable,unavailable,strict_non_greedy,0.51625,0.40374999999999994,0.62375,40,800,post_hoc_behavioral
e4_scaling,clear,15,100,bayes_ucb,late,unavailable,unavailable,unseen_arm,0.0,0.0,0.0,40,800,post_hoc_behavioral
e4_scaling,clear,15,100,bayes_ucb,late,unavailable,unavailable,lower_mean_higher_sd,0.51625,0.4074999999999999,0.6212500000000001,40,800,post_hoc_behavioral
e4_scaling,clear,15,100,bayes_ucb,late,unavailable,unavailable,equal_mean_higher_sd,0.005,0.0,0.015000000000000003,40,800,post_hoc_behavioral
e4_scaling,clear,15,100,bayes_ucb,late,unavailable,unavailable,unequal_sd_greedy_tie_available,0.025,0.0,0.075,40,800,post_hoc_behavioral
e4_scaling,clear,15,100,bayes_ucb,late,unavailable,unavailable,posterior_mean_deficit,0.09295476233700153,0.07053764846917253,0.11714743224439515,40,800,post_hoc_behavioral
e4_scaling,clear,15,100,bayes_ucb,late,unavailable,unavailable,chosen_posterior_sd,0.12956304033935317,0.11649431941328611,0.14191102897352847,40,800,post_hoc_behavioral
e4_scaling,clear,15,100,bayes_ucb,late,unavailable,unavailable,bayes_ucb_agreement,1.0,1.0,1.0,40,800,post_hoc_behavioral
e4_scaling,clear,15,100,bayes_ucb,late,unavailable,unavailable,knowledge_gradient_agreement,0.52125,0.41875,0.62375,40,800,post_hoc_behavioral
e4_scaling,clear,15,100,bayes_ucb,late,unavailable,unavailable,bayes_ucb_top_set_size,1.7075,1.4925,1.935,40,800,post_hoc_behavioral
e4_scaling,clear,15,100,bayes_ucb,late,unavailable,unavailable,knowledge_gradient_top_set_size,1.06,1.0050000000000001,1.1287500000000001,40,800,post_hoc_behavioral
e4_scaling,clear,15,100,bayes_ucb,middle,unavailable,unavailable,posterior_mean_greedy,0.5483333333333333,0.4945833333333334,0.6050104166666666,40,2400,post_hoc_behavioral
e4_scaling,clear,15,100,bayes_ucb,middle,unavailable,unavailable,strict_non_greedy,0.45166666666666666,0.395,0.505,40,2400,post_hoc_behavioral
e4_scaling,clear,15,100,bayes_ucb,middle,unavailable,unavailable,unseen_arm,0.04375,0.030416666666666668,0.059583333333333335,40,2400,post_hoc_behavioral
e4_scaling,clear,15,100,bayes_ucb,middle,unavailable,unavailable,lower_mean_higher_sd,0.45166666666666666,0.39540624999999996,0.5058437499999999,40,2400,post_hoc_behavioral
e4_scaling,clear,15,100,bayes_ucb,middle,unavailable,unavailable,equal_mean_higher_sd,0.04291666666666667,0.027916666666666666,0.059583333333333335,40,2400,post_hoc_behavioral
e4_scaling,clear,15,100,bayes_ucb,middle,unavailable,unavailable,unequal_sd_greedy_tie_available,0.05166666666666666,0.032916666666666664,0.07375000000000001,40,2400,post_hoc_behavioral
e4_scaling,clear,15,100,bayes_ucb,middle,unavailable,unavailable,posterior_mean_deficit,0.07211605723808187,0.06157041075456735,0.08261711359249696,40,2400,post_hoc_behavioral
e4_scaling,clear,15,100,bayes_ucb,middle,unavailable,unavailable,chosen_posterior_sd,0.167307589560689,0.1576917059241539,0.1759036020995432,40,2400,post_hoc_behavioral
e4_scaling,clear,15,100,bayes_ucb,middle,unavailable,unavailable,bayes_ucb_agreement,1.0,1.0,1.0,40,2400,post_hoc_behavioral
e4_scaling,clear,15,100,bayes_ucb,middle,unavailable,unavailable,knowledge_gradient_agreement,0.6133333333333333,0.56875,0.6604166666666667,40,2400,post_hoc_behavioral
e4_scaling,clear,15,100,bayes_ucb,middle,unavailable,unavailable,bayes_ucb_top_set_size,2.0945833333333335,1.971666666666667,2.2233333333333336,40,2400,post_hoc_behavioral
e4_scaling,clear,15,100,bayes_ucb,middle,unavailable,unavailable,knowledge_gradient_top_set_size,1.2225000000000001,1.13415625,1.32875,40,2400,post_hoc_behavioral
e4_scaling,clear,15,100,counts_direct,early,unavailable,unavailable,posterior_mean_greedy,0.595,0.51125,0.6775,40,800,post_hoc_behavioral
e4_scaling,clear,15,100,counts_direct,early,unavailable,unavailable,strict_non_greedy,0.4050000000000001,0.32125000000000004,0.4875,40,800,post_hoc_behavioral
e4_scaling,clear,15,100,counts_direct,early,unavailable,unavailable,unseen_arm,0.18,0.13374999999999998,0.23374999999999999,40,800,post_hoc_behavioral
e4_scaling,clear,15,100,counts_direct,early,unavailable,unavailable,lower_mean_higher_sd,0.0,0.0,0.0,40,800,post_hoc_behavioral
e4_scaling,clear,15,100,counts_direct,early,unavailable,unavailable,equal_mean_higher_sd,0.0,0.0,0.0,40,800,post_hoc_behavioral
e4_scaling,clear,15,100,counts_direct,early,unavailable,unavailable,unequal_sd_greedy_tie_available,0.1275,0.1,0.15875,40,800,post_hoc_behavioral
e4_scaling,clear,15,100,counts_direct,early,unavailable,unavailable,posterior_mean_deficit,0.05123145951270951,0.038067420362897335,0.06493954421307,40,800,post_hoc_behavioral
e4_scaling,clear,15,100,counts_direct,early,unavailable,unavailable,chosen_posterior_sd,0.17624574367688992,0.16694550045755951,0.1865424405904013,40,800,post_hoc_behavioral
e4_scaling,clear,15,100,counts_direct,early,unavailable,unavailable,bayes_ucb_agreement,0.33375,0.26496875,0.41125,40,800,post_hoc_behavioral
e4_scaling,clear,15,100,counts_direct,early,unavailable,unavailable,knowledge_gradient_agreement,0.34500000000000003,0.27375,0.425,40,800,post_hoc_behavioral
e4_scaling,clear,15,100,counts_direct,early,unavailable,unavailable,bayes_ucb_top_set_size,10.654999999999998,9.8475,11.3675,40,800,post_hoc_behavioral
e4_scaling,clear,15,100,counts_direct,early,unavailable,unavailable,knowledge_gradient_top_set_size,10.5275,9.67621875,11.280031249999999,40,800,post_hoc_behavioral
e4_scaling,clear,15,100,counts_direct,late,unavailable,unavailable,posterior_mean_greedy,0.19125,0.0775,0.31875,40,800,post_hoc_behavioral
e4_scaling,clear,15,100,counts_direct,late,unavailable,unavailable,strict_non_greedy,0.8087499999999999,0.6837500000000001,0.9199999999999999,40,800,post_hoc_behavioral
e4_scaling,clear,15,100,counts_direct,late,unavailable,unavailable,unseen_arm,0.0,0.0,0.0,40,800,post_hoc_behavioral
e4_scaling,clear,15,100,counts_direct,late,unavailable,unavailable,lower_mean_higher_sd,0.0,0.0,0.0,40,800,post_hoc_behavioral
e4_scaling,clear,15,100,counts_direct,late,unavailable,unavailable,equal_mean_higher_sd,0.0,0.0,0.0,40,800,post_hoc_behavioral
e4_scaling,clear,15,100,counts_direct,late,unavailable,unavailable,unequal_sd_greedy_tie_available,0.005,0.0,0.013750000000000002,40,800,post_hoc_behavioral
e4_scaling,clear,15,100,counts_direct,late,unavailable,unavailable,posterior_mean_deficit,0.13548273098583985,0.10871441198445314,0.1605663735327652,40,800,post_hoc_behavioral
e4_scaling,clear,15,100,counts_direct,late,unavailable,unavailable,chosen_posterior_sd,0.05104416670499541,0.04908537484078491,0.05398258818809022,40,800,post_hoc_behavioral
e4_scaling,clear,15,100,counts_direct,late,unavailable,unavailable,bayes_ucb_agreement,0.0,0.0,0.0,40,800,post_hoc_behavioral
e4_scaling,clear,15,100,counts_direct,late,unavailable,unavailable,knowledge_gradient_agreement,0.135,0.0475,0.2425,40,800,post_hoc_behavioral
e4_scaling,clear,15,100,counts_direct,late,unavailable,unavailable,bayes_ucb_top_set_size,11.925,11.175,12.6,40,800,post_hoc_behavioral
e4_scaling,clear,15,100,counts_direct,late,unavailable,unavailable,knowledge_gradient_top_set_size,10.508750000000001,9.19371875,11.7125,40,800,post_hoc_behavioral
e4_scaling,clear,15,100,counts_direct,middle,unavailable,unavailable,posterior_mean_greedy,0.22374999999999998,0.11791666666666667,0.34208333333333335,40,2400,post_hoc_behavioral
e4_scaling,clear,15,100,counts_direct,middle,unavailable,unavailable,strict_non_greedy,0.77625,0.6570833333333334,0.8833333333333332,40,2400,post_hoc_behavioral
e4_scaling,clear,15,100,counts_direct,middle,unavailable,unavailable,unseen_arm,0.005833333333333334,0.00041666666666666664,0.015,40,2400,post_hoc_behavioral
e4_scaling,clear,15,100,counts_direct,middle,unavailable,unavailable,lower_mean_higher_sd,0.0,0.0,0.0,40,2400,post_hoc_behavioral
e4_scaling,clear,15,100,counts_direct,middle,unavailable,unavailable,equal_mean_higher_sd,0.0,0.0,0.0,40,2400,post_hoc_behavioral
e4_scaling,clear,15,100,counts_direct,middle,unavailable,unavailable,unequal_sd_greedy_tie_available,0.020833333333333336,0.009166666666666667,0.034583333333333334,40,2400,post_hoc_behavioral
e4_scaling,clear,15,100,counts_direct,middle,unavailable,unavailable,posterior_mean_deficit,0.11679321002155948,0.09348245150249486,0.14015193317299326,40,2400,post_hoc_behavioral
e4_scaling,clear,15,100,counts_direct,middle,unavailable,unavailable,chosen_posterior_sd,0.07506723172368829,0.070885788375627,0.08024794385661639,40,2400,post_hoc_behavioral
e4_scaling,clear,15,100,counts_direct,middle,unavailable,unavailable,bayes_ucb_agreement,0.014166666666666666,0.0024999999999999996,0.029583333333333333,40,2400,post_hoc_behavioral
e4_scaling,clear,15,100,counts_direct,middle,unavailable,unavailable,knowledge_gradient_agreement,0.08875,0.02582291666666667,0.16833333333333333,40,2400,post_hoc_behavioral
e4_scaling,clear,15,100,counts_direct,middle,unavailable,unavailable,bayes_ucb_top_set_size,11.778749999999999,11.032479166666667,12.452927083333334,40,2400,post_hoc_behavioral
e4_scaling,clear,15,100,counts_direct,middle,unavailable,unavailable,knowledge_gradient_top_set_size,10.982916666666666,9.884135416666668,11.98675,40,2400,post_hoc_behavioral
e4_scaling,clear,15,100,counts_sample,early,unavailable,unavailable,posterior_mean_greedy,0.6849999999999999,0.6362500000000001,0.73125,40,800,post_hoc_behavioral
e4_scaling,clear,15,100,counts_sample,early,unavailable,unavailable,strict_non_greedy,0.31500000000000006,0.26875,0.3625,40,800,post_hoc_behavioral
e4_scaling,clear,15,100,counts_sample,early,unavailable,unavailable,unseen_arm,0.25749999999999995,0.22375000000000003,0.2975,40,800,post_hoc_behavioral
e4_scaling,clear,15,100,counts_sample,early,unavailable,unavailable,lower_mean_higher_sd,0.042499999999999996,0.025,0.0625,40,800,post_hoc_behavioral
e4_scaling,clear,15,100,counts_sample,early,unavailable,unavailable,equal_mean_higher_sd,0.02125,0.011250000000000001,0.0325,40,800,post_hoc_behavioral
e4_scaling,clear,15,100,counts_sample,early,unavailable,unavailable,unequal_sd_greedy_tie_available,0.19125,0.15625,0.225,40,800,post_hoc_behavioral
e4_scaling,clear,15,100,counts_sample,early,unavailable,unavailable,posterior_mean_deficit,0.038572682370089484,0.03153751741719645,0.04617416822097428,40,800,post_hoc_behavioral
e4_scaling,clear,15,100,counts_sample,early,unavailable,unavailable,chosen_posterior_sd,0.203389080326661,0.1963926686154698,0.2107846800214317,40,800,post_hoc_behavioral
e4_scaling,clear,15,100,counts_sample,early,unavailable,unavailable,bayes_ucb_agreement,0.42750000000000005,0.3775,0.485,40,800,post_hoc_behavioral
e4_scaling,clear,15,100,counts_sample,early,unavailable,unavailable,knowledge_gradient_agreement,0.45375000000000004,0.39875000000000005,0.5125,40,800,post_hoc_behavioral
e4_scaling,clear,15,100,counts_sample,early,unavailable,unavailable,bayes_ucb_top_set_size,9.095,8.4,9.7225,40,800,post_hoc_behavioral
e4_scaling,clear,15,100,counts_sample,early,unavailable,unavailable,knowledge_gradient_top_set_size,8.8,8.0325,9.506281249999999,40,800,post_hoc_behavioral
e4_scaling,clear,15,100,counts_sample,late,unavailable,unavailable,posterior_mean_greedy,0.62625,0.5349999999999999,0.715,40,800,post_hoc_behavioral
e4_scaling,clear,15,100,counts_sample,late,unavailable,unavailable,strict_non_greedy,0.37374999999999997,0.28625,0.46125,40,800,post_hoc_behavioral
e4_scaling,clear,15,100,counts_sample,late,unavailable,unavailable,unseen_arm,0.07125000000000001,0.04625,0.0975,40,800,post_hoc_behavioral
e4_scaling,clear,15,100,counts_sample,late,unavailable,unavailable,lower_mean_higher_sd,0.0875,0.06375,0.11125,40,800,post_hoc_behavioral
e4_scaling,clear,15,100,counts_sample,late,unavailable,unavailable,equal_mean_higher_sd,0.028749999999999998,0.01125,0.05,40,800,post_hoc_behavioral
e4_scaling,clear,15,100,counts_sample,late,unavailable,unavailable,unequal_sd_greedy_tie_available,0.15375,0.08249999999999999,0.23625,40,800,post_hoc_behavioral
e4_scaling,clear,15,100,counts_sample,late,unavailable,unavailable,posterior_mean_deficit,0.0452876361579809,0.03608979055758546,0.054676771517039646,40,800,post_hoc_behavioral
e4_scaling,clear,15,100,counts_sample,late,unavailable,unavailable,chosen_posterior_sd,0.10704396002798164,0.09646922432188072,0.11826835274540588,40,800,post_hoc_behavioral
e4_scaling,clear,15,100,counts_sample,late,unavailable,unavailable,bayes_ucb_agreement,0.155,0.10625,0.2125,40,800,post_hoc_behavioral
e4_scaling,clear,15,100,counts_sample,late,unavailable,unavailable,knowledge_gradient_agreement,0.50875,0.41,0.6075,40,800,post_hoc_behavioral
e4_scaling,clear,15,100,counts_sample,late,unavailable,unavailable,bayes_ucb_top_set_size,4.7524999999999995,3.81871875,5.75,40,800,post_hoc_behavioral
e4_scaling,clear,15,100,counts_sample,late,unavailable,unavailable,knowledge_gradient_top_set_size,2.64875,1.91875,3.49125,40,800,post_hoc_behavioral
e4_scaling,clear,15,100,counts_sample,middle,unavailable,unavailable,posterior_mean_greedy,0.60625,0.5283333333333333,0.6837500000000001,40,2400,post_hoc_behavioral
e4_scaling,clear,15,100,counts_sample,middle,unavailable,unavailable,strict_non_greedy,0.39375,0.3166666666666667,0.4720833333333333,40,2400,post_hoc_behavioral
e4_scaling,clear,15,100,counts_sample,middle,unavailable,unavailable,unseen_arm,0.09125,0.07625,0.10666666666666665,40,2400,post_hoc_behavioral
e4_scaling,clear,15,100,counts_sample,middle,unavailable,unavailable,lower_mean_higher_sd,0.07250000000000001,0.05583333333333333,0.09,40,2400,post_hoc_behavioral
e4_scaling,clear,15,100,counts_sample,middle,unavailable,unavailable,equal_mean_higher_sd,0.021666666666666667,0.013333333333333332,0.03125,40,2400,post_hoc_behavioral
e4_scaling,clear,15,100,counts_sample,middle,unavailable,unavailable,unequal_sd_greedy_tie_available,0.14625,0.09333333333333334,0.20583333333333337,40,2400,post_hoc_behavioral
e4_scaling,clear,15,100,counts_sample,middle,unavailable,unavailable,posterior_mean_deficit,0.04948344065403546,0.040430268654728714,0.05938390362366515,40,2400,post_hoc_behavioral
e4_scaling,clear,15,100,counts_sample,middle,unavailable,unavailable,chosen_posterior_sd,0.12634668792178333,0.11806487200231747,0.13466526633144216,40,2400,post_hoc_behavioral
e4_scaling,clear,15,100,counts_sample,middle,unavailable,unavailable,bayes_ucb_agreement,0.18708333333333332,0.14873958333333334,0.23166666666666663,40,2400,post_hoc_behavioral
e4_scaling,clear,15,100,counts_sample,middle,unavailable,unavailable,knowledge_gradient_agreement,0.3945833333333334,0.31416666666666665,0.48084374999999985,40,2400,post_hoc_behavioral
e4_scaling,clear,15,100,counts_sample,middle,unavailable,unavailable,bayes_ucb_top_set_size,6.86875,6.2595729166666665,7.464177083333332,40,2400,post_hoc_behavioral
e4_scaling,clear,15,100,counts_sample,middle,unavailable,unavailable,knowledge_gradient_top_set_size,5.235,4.446229166666667,6.005010416666667,40,2400,post_hoc_behavioral
e4_scaling,clear,15,100,finite_ap_index,early,unavailable,unavailable,posterior_mean_greedy,0.71875,0.6537499999999999,0.7825,40,800,post_hoc_behavioral
e4_scaling,clear,15,100,finite_ap_index,early,unavailable,unavailable,strict_non_greedy,0.28125,0.21625,0.34375,40,800,post_hoc_behavioral
e4_scaling,clear,15,100,finite_ap_index,early,unavailable,unavailable,unseen_arm,0.635,0.5962500000000001,0.67,40,800,post_hoc_behavioral
e4_scaling,clear,15,100,finite_ap_index,early,unavailable,unavailable,lower_mean_higher_sd,0.28125,0.21625,0.34625,40,800,post_hoc_behavioral
e4_scaling,clear,15,100,finite_ap_index,early,unavailable,unavailable,equal_mean_higher_sd,0.23499999999999996,0.16375,0.31,40,800,post_hoc_behavioral
e4_scaling,clear,15,100,finite_ap_index,early,unavailable,unavailable,unequal_sd_greedy_tie_available,0.23499999999999996,0.16371875,0.31124999999999997,40,800,post_hoc_behavioral
e4_scaling,clear,15,100,finite_ap_index,early,unavailable,unavailable,posterior_mean_deficit,0.035304924242424235,0.026740388257575753,0.04404199810606059,40,800,post_hoc_behavioral
e4_scaling,clear,15,100,finite_ap_index,early,unavailable,unavailable,chosen_posterior_sd,0.2583375605371882,0.25133299347787996,0.26445618203521476,40,800,post_hoc_behavioral
e4_scaling,clear,15,100,finite_ap_index,early,unavailable,unavailable,bayes_ucb_agreement,0.9862500000000001,0.97625,0.9949999999999999,40,800,post_hoc_behavioral
e4_scaling,clear,15,100,finite_ap_index,early,unavailable,unavailable,knowledge_gradient_agreement,0.85,0.7925,0.905,40,800,post_hoc_behavioral
e4_scaling,clear,15,100,finite_ap_index,early,unavailable,unavailable,bayes_ucb_top_set_size,6.06,5.828718749999999,6.31875,40,800,post_hoc_behavioral
e4_scaling,clear,15,100,finite_ap_index,early,unavailable,unavailable,knowledge_gradient_top_set_size,5.342499999999999,4.8862499999999995,5.7924999999999995,40,800,post_hoc_behavioral
e4_scaling,clear,15,100,finite_ap_index,late,unavailable,unavailable,posterior_mean_greedy,0.9787500000000001,0.96125,0.9912500000000002,40,800,post_hoc_behavioral
e4_scaling,clear,15,100,finite_ap_index,late,unavailable,unavailable,strict_non_greedy,0.021249999999999998,0.0075000000000000015,0.03874999999999999,40,800,post_hoc_behavioral
e4_scaling,clear,15,100,finite_ap_index,late,unavailable,unavailable,unseen_arm,0.0,0.0,0.0,40,800,post_hoc_behavioral
e4_scaling,clear,15,100,finite_ap_index,late,unavailable,unavailable,lower_mean_higher_sd,0.021249999999999998,0.0075000000000000015,0.0375,40,800,post_hoc_behavioral
e4_scaling,clear,15,100,finite_ap_index,late,unavailable,unavailable,equal_mean_higher_sd,0.01,0.0025,0.02,40,800,post_hoc_behavioral
e4_scaling,clear,15,100,finite_ap_index,late,unavailable,unavailable,unequal_sd_greedy_tie_available,0.01,0.0025,0.018750000000000003,40,800,post_hoc_behavioral
e4_scaling,clear,15,100,finite_ap_index,late,unavailable,unavailable,posterior_mean_deficit,0.0006118229268896362,0.00015742928471123186,0.0012190568554342322,40,800,post_hoc_behavioral
e4_scaling,clear,15,100,finite_ap_index,late,unavailable,unavailable,chosen_posterior_sd,0.07521587730467699,0.06791788207451349,0.08289717425313793,40,800,post_hoc_behavioral
e4_scaling,clear,15,100,finite_ap_index,late,unavailable,unavailable,bayes_ucb_agreement,0.16499999999999998,0.08,0.2625,40,800,post_hoc_behavioral
e4_scaling,clear,15,100,finite_ap_index,late,unavailable,unavailable,knowledge_gradient_agreement,0.97625,0.95625,0.9925,40,800,post_hoc_behavioral
e4_scaling,clear,15,100,finite_ap_index,late,unavailable,unavailable,bayes_ucb_top_set_size,4.70625,3.7775000000000007,5.686249999999999,40,800,post_hoc_behavioral
e4_scaling,clear,15,100,finite_ap_index,late,unavailable,unavailable,knowledge_gradient_top_set_size,1.01875,1.0025,1.0399999999999998,40,800,post_hoc_behavioral
e4_scaling,clear,15,100,finite_ap_index,middle,unavailable,unavailable,posterior_mean_greedy,0.74125,0.6925,0.78875,40,2400,post_hoc_behavioral
e4_scaling,clear,15,100,finite_ap_index,middle,unavailable,unavailable,strict_non_greedy,0.25875,0.21208333333333335,0.30666666666666664,40,2400,post_hoc_behavioral
e4_scaling,clear,15,100,finite_ap_index,middle,unavailable,unavailable,unseen_arm,0.03125,0.021666666666666667,0.04166666666666667,40,2400,post_hoc_behavioral
e4_scaling,clear,15,100,finite_ap_index,middle,unavailable,unavailable,lower_mean_higher_sd,0.25875,0.21125,0.30666666666666664,40,2400,post_hoc_behavioral
e4_scaling,clear,15,100,finite_ap_index,middle,unavailable,unavailable,equal_mean_higher_sd,0.05083333333333333,0.034166666666666665,0.06916666666666667,40,2400,post_hoc_behavioral
e4_scaling,clear,15,100,finite_ap_index,middle,unavailable,unavailable,unequal_sd_greedy_tie_available,0.06375,0.04083333333333333,0.08875,40,2400,post_hoc_behavioral
e4_scaling,clear,15,100,finite_ap_index,middle,unavailable,unavailable,posterior_mean_deficit,0.02857071334456095,0.02341848673726812,0.03388403510421176,40,2400,post_hoc_behavioral
e4_scaling,clear,15,100,finite_ap_index,middle,unavailable,unavailable,chosen_posterior_sd,0.14529139938019112,0.13339926775300318,0.15660479308143302,40,2400,post_hoc_behavioral
e4_scaling,clear,15,100,finite_ap_index,middle,unavailable,unavailable,bayes_ucb_agreement,0.64875,0.57875,0.7179166666666668,40,2400,post_hoc_behavioral
e4_scaling,clear,15,100,finite_ap_index,middle,unavailable,unavailable,knowledge_gradient_agreement,0.7908333333333333,0.7495729166666666,0.8316666666666667,40,2400,post_hoc_behavioral
e4_scaling,clear,15,100,finite_ap_index,middle,unavailable,unavailable,bayes_ucb_top_set_size,3.472083333333333,3.0020625000000005,3.97334375,40,2400,post_hoc_behavioral
e4_scaling,clear,15,100,finite_ap_index,middle,unavailable,unavailable,knowledge_gradient_top_set_size,1.2399999999999998,1.1562395833333334,1.3337604166666666,40,2400,post_hoc_behavioral
e4_scaling,clear,15,100,greedy,early,unavailable,unavailable,posterior_mean_greedy,1.0,1.0,1.0,40,800,post_hoc_behavioral
e4_scaling,clear,15,100,greedy,early,unavailable,unavailable,strict_non_greedy,0.0,0.0,0.0,40,800,post_hoc_behavioral
e4_scaling,clear,15,100,greedy,early,unavailable,unavailable,unseen_arm,0.44000000000000006,0.38,0.49874999999999997,40,800,post_hoc_behavioral
e4_scaling,clear,15,100,greedy,early,unavailable,unavailable,lower_mean_higher_sd,0.0,0.0,0.0,40,800,post_hoc_behavioral
e4_scaling,clear,15,100,greedy,early,unavailable,unavailable,equal_mean_higher_sd,0.28125,0.225,0.3375,40,800,post_hoc_behavioral
e4_scaling,clear,15,100,greedy,early,unavailable,unavailable,unequal_sd_greedy_tie_available,0.32875,0.26375000000000004,0.39125000000000004,40,800,post_hoc_behavioral
e4_scaling,clear,15,100,greedy,early,unavailable,unavailable,posterior_mean_deficit,0.0,0.0,0.0,40,800,post_hoc_behavioral
e4_scaling,clear,15,100,greedy,early,unavailable,unavailable,chosen_posterior_sd,0.2295864153892091,0.21681550671813915,0.24136308019976863,40,800,post_hoc_behavioral
e4_scaling,clear,15,100,greedy,early,unavailable,unavailable,bayes_ucb_agreement,0.735,0.68125,0.7837500000000001,40,800,post_hoc_behavioral
e4_scaling,clear,15,100,greedy,early,unavailable,unavailable,knowledge_gradient_agreement,0.8099999999999999,0.76375,0.85,40,800,post_hoc_behavioral
e4_scaling,clear,15,100,greedy,early,unavailable,unavailable,bayes_ucb_top_set_size,7.425,6.997437499999999,7.8375,40,800,post_hoc_behavioral
e4_scaling,clear,15,100,greedy,early,unavailable,unavailable,knowledge_gradient_top_set_size,6.720000000000001,6.1850000000000005,7.22625,40,800,post_hoc_behavioral
e4_scaling,clear,15,100,greedy,late,unavailable,unavailable,posterior_mean_greedy,1.0,1.0,1.0,40,800,post_hoc_behavioral
e4_scaling,clear,15,100,greedy,late,unavailable,unavailable,strict_non_greedy,0.0,0.0,0.0,40,800,post_hoc_behavioral
e4_scaling,clear,15,100,greedy,late,unavailable,unavailable,unseen_arm,0.00375,0.0,0.01125,40,800,post_hoc_behavioral
e4_scaling,clear,15,100,greedy,late,unavailable,unavailable,lower_mean_higher_sd,0.0,0.0,0.0,40,800,post_hoc_behavioral
e4_scaling,clear,15,100,greedy,late,unavailable,unavailable,equal_mean_higher_sd,0.051250000000000004,0.01625,0.095,40,800,post_hoc_behavioral
e4_scaling,clear,15,100,greedy,late,unavailable,unavailable,unequal_sd_greedy_tie_available,0.06499999999999999,0.0225,0.11875,40,800,post_hoc_behavioral
e4_scaling,clear,15,100,greedy,late,unavailable,unavailable,posterior_mean_deficit,0.0,0.0,0.0,40,800,post_hoc_behavioral
e4_scaling,clear,15,100,greedy,late,unavailable,unavailable,chosen_posterior_sd,0.07704328841497185,0.06696277420676479,0.0886905930195642,40,800,post_hoc_behavioral
e4_scaling,clear,15,100,greedy,late,unavailable,unavailable,bayes_ucb_agreement,0.065,0.017499999999999998,0.12875,40,800,post_hoc_behavioral
e4_scaling,clear,15,100,greedy,late,unavailable,unavailable,knowledge_gradient_agreement,0.69,0.5762499999999999,0.7975,40,800,post_hoc_behavioral
e4_scaling,clear,15,100,greedy,late,unavailable,unavailable,bayes_ucb_top_set_size,7.847499999999999,6.711125,8.9725,40,800,post_hoc_behavioral
