experiment,family,k,horizon,policy,episode_id,normative_reference,normative_interpretation,phase,n_turns,posterior_mean_greedy,strict_non_greedy,unseen_arm,lower_mean_higher_sd,equal_mean_higher_sd,unequal_sd_greedy_tie_available,posterior_mean_deficit,chosen_posterior_sd,bayes_ucb_agreement,knowledge_gradient_agreement,bayes_ucb_top_set_size,knowledge_gradient_top_set_size,exact_loss,strict_exploration_required,useful_non_greedy,inferior_non_greedy,neutral_non_greedy,exact_optimal_agreement
e5_strategy,prior,3,100,regret_direct,e5_strategy:prior:3:53,unavailable,unavailable,middle,60,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.060699912341899864,0.0,1.0,2.0,1.0,,,,,,
e5_strategy,prior,3,100,regret_direct,e5_strategy:prior:3:53,unavailable,unavailable,late,20,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.04243311962496214,0.0,1.0,2.0,1.0,,,,,,
e5_strategy,prior,3,100,thompson_prompt,e5_strategy:prior:3:53,unavailable,unavailable,early,20,1.0,0.0,0.05,0.0,0.0,0.0,0.0,0.12862714034221748,0.6,1.0,1.5,1.1,,,,,,
e5_strategy,prior,3,100,thompson_prompt,e5_strategy:prior:3:53,unavailable,unavailable,middle,60,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.060699912341899864,0.0,1.0,2.0,1.0,,,,,,
e5_strategy,prior,3,100,thompson_prompt,e5_strategy:prior:3:53,unavailable,unavailable,late,20,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.04243311962496214,0.0,1.0,2.0,1.0,,,,,,
e5_strategy,prior,3,100,ucb_direct,e5_strategy:prior:3:53,unavailable,unavailable,early,20,0.9,0.1,0.15,0.1,0.0,0.0,0.02857142857142857,0.1482297998450568,1.0,0.9,1.15,1.1,,,,,,
e5_strategy,prior,3,100,ucb_direct,e5_strategy:prior:3:53,unavailable,unavailable,middle,60,0.95,0.05,0.0,0.05,0.0,0.0,0.018055555555555557,0.07154201605560792,1.0,0.95,1.0166666666666666,1.0,,,,,,
e5_strategy,prior,3,100,ucb_direct,e5_strategy:prior:3:53,unavailable,unavailable,late,20,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.04370507062860983,1.0,1.0,1.0,1.0,,,,,,
e5_strategy,prior,3,100,bayes_direct,e5_strategy:prior:3:54,unavailable,unavailable,early,20,1.0,0.0,0.05,0.0,0.0,0.05,0.0,0.15328596540017433,0.2,0.3,1.9,1.8,,,,,,
e5_strategy,prior,3,100,bayes_direct,e5_strategy:prior:3:54,unavailable,unavailable,middle,60,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0690323676454047,0.0,0.3333333333333333,2.0,1.6666666666666667,,,,,,
e5_strategy,prior,3,100,bayes_direct,e5_strategy:prior:3:54,unavailable,unavailable,late,20,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.04929315093394332,0.0,0.95,2.0,1.05,,,,,,
e5_strategy,prior,3,100,neutral_direct,e5_strategy:prior:3:54,unavailable,unavailable,early,20,1.0,0.0,0.05,0.0,0.0,0.05,0.0,0.15328596540017433,0.2,0.3,1.9,1.8,,,,,,
e5_strategy,prior,3,100,neutral_direct,e5_strategy:prior:3:54,unavailable,unavailable,middle,60,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0690323676454047,0.0,0.3333333333333333,2.0,1.6666666666666667,,,,,,
e5_strategy,prior,3,100,neutral_direct,e5_strategy:prior:3:54,unavailable,unavailable,late,20,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.04929315093394332,0.0,0.95,2.0,1.05,,,,,,
e5_strategy,prior,3,100,regret_direct,e5_strategy:prior:3:54,unavailable,unavailable,early,20,1.0,0.0,0.05,0.0,0.0,0.05,0.0,0.15328596540017433,0.2,0.3,1.9,1.8,,,,,,
e5_strategy,prior,3,100,regret_direct,e5_strategy:prior:3:54,unavailable,unavailable,middle,60,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0690323676454047,0.0,0.3333333333333333,2.0,1.6666666666666667,,,,,,
e5_strategy,prior,3,100,regret_direct,e5_strategy:prior:3:54,unavailable,unavailable,late,20,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.04929315093394332,0.0,0.95,2.0,1.05,,,,,,
e5_strategy,prior,3,100,thompson_prompt,e5_strategy:prior:3:54,unavailable,unavailable,early,20,1.0,0.0,0.05,0.0,0.0,0.05,0.0,0.15328596540017433,0.2,0.3,1.9,1.8,,,,,,
e5_strategy,prior,3,100,thompson_prompt,e5_strategy:prior:3:54,unavailable,unavailable,middle,60,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0690323676454047,0.0,0.3333333333333333,2.0,1.6666666666666667,,,,,,
e5_strategy,prior,3,100,thompson_prompt,e5_strategy:prior:3:54,unavailable,unavailable,late,20,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.04929315093394332,0.0,0.95,2.0,1.05,,,,,,
e5_strategy,prior,3,100,ucb_direct,e5_strategy:prior:3:54,unavailable,unavailable,early,20,0.9,0.1,0.15,0.1,0.1,0.1,0.01631652661064426,0.18946997308959773,1.0,0.95,1.2,1.2,,,,,,
e5_strategy,prior,3,100,ucb_direct,e5_strategy:prior:3:54,unavailable,unavailable,middle,60,0.95,0.05,0.0,0.05,0.0,0.0,0.007515748831538305,0.0805118347384605,1.0,0.95,1.0,1.0,,,,,,
e5_strategy,prior,3,100,ucb_direct,e5_strategy:prior:3:54,unavailable,unavailable,late,20,0.85,0.15,0.0,0.15,0.0,0.0,0.044305555555555556,0.06955796034436675,1.0,0.85,1.0,1.0,,,,,,
e5_strategy,prior,3,100,bayes_direct,e5_strategy:prior:3:55,unavailable,unavailable,early,20,0.75,0.25,0.05,0.0,0.0,0.25,0.011756760396466278,0.15511580628676494,0.2,0.15,1.9,1.95,,,,,,
e5_strategy,prior,3,100,bayes_direct,e5_strategy:prior:3:55,unavailable,unavailable,middle,60,0.9,0.1,0.0,0.0,0.0,0.1,0.0025922894872170235,0.07209960288220008,0.0,0.0,2.0,2.0,,,,,,
e5_strategy,prior,3,100,bayes_direct,e5_strategy:prior:3:55,unavailable,unavailable,late,20,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05168733908295013,0.0,0.05,2.0,1.95,,,,,,
e5_strategy,prior,3,100,neutral_direct,e5_strategy:prior:3:55,unavailable,unavailable,early,20,0.75,0.25,0.05,0.0,0.0,0.25,0.011756760396466278,0.15511580628676494,0.2,0.15,1.9,1.95,,,,,,
e5_strategy,prior,3,100,neutral_direct,e5_strategy:prior:3:55,unavailable,unavailable,middle,60,0.9,0.1,0.0,0.0,0.0,0.1,0.0025922894872170235,0.07209960288220008,0.0,0.0,2.0,2.0,,,,,,
e5_strategy,prior,3,100,neutral_direct,e5_strategy:prior:3:55,unavailable,unavailable,late,20,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05168733908295013,0.0,0.05,2.0,1.95,,,,,,
e5_strategy,prior,3,100,regret_direct,e5_strategy:prior:3:55,unavailable,unavailable,early,20,0.75,0.25,0.05,0.0,0.0,0.25,0.011756760396466278,0.15511580628676494,0.2,0.15,1.9,1.95,,,,,,
e5_strategy,prior,3,100,regret_direct,e5_strategy:prior:3:55,unavailable,unavailable,middle,60,0.9,0.1,0.0,0.0,0.0,0.1,0.0025922894872170235,0.07209960288220008,0.0,0.0,2.0,2.0,,,,,,
e5_strategy,prior,3,100,regret_direct,e5_strategy:prior:3:55,unavailable,unavailable,late,20,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05168733908295013,0.0,0.05,2.0,1.95,,,,,,
e5_strategy,prior,3,100,thompson_prompt,e5_strategy:prior:3:55,unavailable,unavailable,early,20,0.75,0.25,0.05,0.0,0.0,0.25,0.011756760396466278,0.15511580628676494,0.2,0.15,1.9,1.95,,,,,,
e5_strategy,prior,3,100,thompson_prompt,e5_strategy:prior:3:55,unavailable,unavailable,middle,60,0.9,0.1,0.0,0.0,0.0,0.1,0.0025922894872170235,0.07209960288220008,0.0,0.0,2.0,2.0,,,,,,
e5_strategy,prior,3,100,thompson_prompt,e5_strategy:prior:3:55,unavailable,unavailable,late,20,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05168733908295013,0.0,0.05,2.0,1.95,,,,,,
e5_strategy,prior,3,100,ucb_direct,e5_strategy:prior:3:55,unavailable,unavailable,early,20,0.85,0.15,0.15,0.15,0.1,0.1,0.01095238095238095,0.19796793409110475,1.0,0.9,1.2,1.25,,,,,,
e5_strategy,prior,3,100,ucb_direct,e5_strategy:prior:3:55,unavailable,unavailable,middle,60,0.9166666666666666,0.08333333333333333,0.0,0.08333333333333333,0.016666666666666666,0.016666666666666666,0.007840307840307838,0.08612229548312299,1.0,0.9166666666666666,1.0,1.0,,,,,,
e5_strategy,prior,3,100,ucb_direct,e5_strategy:prior:3:55,unavailable,unavailable,late,20,0.95,0.05,0.0,0.05,0.0,0.0,0.02041139240506329,0.06007690038341794,1.0,0.95,1.0,1.0,,,,,,
e5_strategy,prior,3,100,bayes_direct,e5_strategy:prior:3:56,unavailable,unavailable,early,20,0.85,0.15,0.15,0.0,0.0,0.25,0.00467893217893218,0.19002507805617766,0.6,0.4,1.7,1.75,,,,,,
e5_strategy,prior,3,100,bayes_direct,e5_strategy:prior:3:56,unavailable,unavailable,middle,60,0.95,0.05,0.0,0.016666666666666666,0.016666666666666666,0.03333333333333333,0.0006038868538868536,0.0780556568041589,0.5,0.65,1.0333333333333334,1.05,,,,,,
e5_strategy,prior,3,100,bayes_direct,e5_strategy:prior:3:56,unavailable,unavailable,late,20,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.04860376930868636,0.0,1.0,1.0,1.0,,,,,,
e5_strategy,prior,3,100,neutral_direct,e5_strategy:prior:3:56,unavailable,unavailable,early,20,0.85,0.15,0.15,0.0,0.0,0.2,0.007575757575757576,0.1900250780561777,0.55,0.5,1.75,1.75,,,,,,
e5_strategy,prior,3,100,neutral_direct,e5_strategy:prior:3:56,unavailable,unavailable,middle,60,0.9833333333333333,0.016666666666666666,0.0,0.0,0.016666666666666666,0.03333333333333333,0.00021367521367521338,0.07730186897586225,0.18333333333333332,0.6,1.0333333333333334,1.0333333333333334,,,,,,
e5_strategy,prior,3,100,neutral_direct,e5_strategy:prior:3:56,unavailable,unavailable,late,20,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.048064494926353944,0.0,1.0,1.0,1.0,,,,,,
e5_strategy,prior,3,100,regret_direct,e5_strategy:prior:3:56,unavailable,unavailable,early,20,0.45,0.55,0.15,0.0,0.0,0.05,0.04151043401043401,0.18024032576146737,0.4,0.3,1.85,1.85,,,,,,
e5_strategy,prior,3,100,regret_direct,e5_strategy:prior:3:56,unavailable,unavailable,middle,60,0.95,0.05,0.0,0.0,0.0,0.016666666666666666,0.0006128834933182757,0.07035982660344307,0.08333333333333333,0.16666666666666666,1.05,1.05,,,,,,
e5_strategy,prior,3,100,regret_direct,e5_strategy:prior:3:56,unavailable,unavailable,late,20,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.04395796250168438,0.0,0.3,1.0,1.0,,,,,,
e5_strategy,prior,3,100,thompson_prompt,e5_strategy:prior:3:56,unavailable,unavailable,early,20,1.0,0.0,0.15,0.0,0.0,0.25,0.0,0.1900250780561777,0.6,0.5,1.75,1.8,,,,,,
e5_strategy,prior,3,100,thompson_prompt,e5_strategy:prior:3:56,unavailable,unavailable,middle,60,0.9833333333333333,0.016666666666666666,0.0,0.0,0.016666666666666666,0.03333333333333333,0.00021367521367521338,0.07730186897586225,0.18333333333333332,0.6,1.0333333333333334,1.0333333333333334,,,,,,
e5_strategy,prior,3,100,thompson_prompt,e5_strategy:prior:3:56,unavailable,unavailable,late,20,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.048064494926353944,0.0,1.0,1.0,1.0,,,,,,
e5_strategy,prior,3,100,ucb_direct,e5_strategy:prior:3:56,unavailable,unavailable,early,20,0.7,0.3,0.15,0.3,0.2,0.2,0.009126984126984126,0.19189991623769834,1.0,0.65,1.35,1.7,,,,,,
e5_strategy,prior,3,100,ucb_direct,e5_strategy:prior:3:56,unavailable,unavailable,middle,60,0.8666666666666667,0.13333333333333333,0.0,0.13333333333333333,0.0,0.0,0.0034885107551347956,0.07927701536982094,1.0,0.7,1.1,1.15,,,,,,
e5_strategy,prior,3,100,ucb_direct,e5_strategy:prior:3:56,unavailable,unavailable,late,20,0.9,0.1,0.0,0.1,0.0,0.0,0.010870466508039514,0.05344743985950125,1.0,0.9,1.0,1.0,,,,,,
e5_strategy,prior,3,100,bayes_direct,e5_strategy:prior:3:57,unavailable,unavailable,early,20,0.8,0.2,0.15,0.0,0.0,0.25,0.014758986928104576,0.18059381334897645,0.3,0.25,1.85,1.9,,,,,,
e5_strategy,prior,3,100,bayes_direct,e5_strategy:prior:3:57,unavailable,unavailable,middle,60,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05805267953054985,1.0,1.0,1.0,1.0,,,,,,
e5_strategy,prior,3,100,bayes_direct,e5_strategy:prior:3:57,unavailable,unavailable,late,20,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02765424193148176,1.0,1.0,1.0,1.0,,,,,,
e5_strategy,prior,3,100,neutral_direct,e5_strategy:prior:3:57,unavailable,unavailable,early,20,0.65,0.35,0.05,0.0,0.0,0.25,0.029909362867954203,0.15595489330345183,0.15,0.1,1.95,2.0,,,,,,
e5_strategy,prior,3,100,neutral_direct,e5_strategy:prior:3:57,unavailable,unavailable,middle,60,0.016666666666666666,0.9833333333333333,0.0,0.0,0.0,0.016666666666666666,0.07193232054350264,0.07098688297872471,0.0,0.0,2.0,2.0,,,,,,
e5_strategy,prior,3,100,neutral_direct,e5_strategy:prior:3:57,unavailable,unavailable,late,20,0.0,1.0,0.0,0.0,0.0,0.0,0.019792055382130896,0.05201993531817819,0.0,0.0,2.0,2.0,,,,,,
e5_strategy,prior,3,100,regret_direct,e5_strategy:prior:3:57,unavailable,unavailable,early,20,0.65,0.35,0.05,0.0,0.0,0.25,0.029909362867954203,0.15595489330345183,0.15,0.1,1.95,2.0,,,,,,
e5_strategy,prior,3,100,regret_direct,e5_strategy:prior:3:57,unavailable,unavailable,middle,60,0.016666666666666666,0.9833333333333333,0.0,0.0,0.0,0.016666666666666666,0.07193232054350264,0.07098688297872471,0.0,0.0,2.0,2.0,,,,,,
e5_strategy,prior,3,100,regret_direct,e5_strategy:prior:3:57,unavailable,unavailable,late,20,0.0,1.0,0.0,0.0,0.0,0.0,0.019792055382130896,0.05201993531817819,0.0,0.0,2.0,2.0,,,,,,
e5_strategy,prior,3,100,thompson_prompt,e5_strategy:prior:3:57,unavailable,unavailable,early,20,0.65,0.35,0.05,0.0,0.0,0.25,0.029909362867954203,0.15595489330345183,0.15,0.1,1.95,2.0,,,,,,
e5_strategy,prior,3,100,thompson_prompt,e5_strategy:prior:3:57,unavailable,unavailable,middle,60,0.016666666666666666,0.9833333333333333,0.0,0.0,0.0,0.016666666666666666,0.07193232054350264,0.07098688297872471,0.0,0.0,2.0,2.0,,,,,,
e5_strategy,prior,3,100,thompson_prompt,e5_strategy:prior:3:57,unavailable,unavailable,late,20,0.0,1.0,0.0,0.0,0.0,0.0,0.019792055382130896,0.05201993531817819,0.0,0.0,2.0,2.0,,,,,,
e5_strategy,prior,3,100,ucb_direct,e5_strategy:prior:3:57,unavailable,unavailable,early,20,1.0,0.0,0.15,0.0,0.1,0.1,0.0,0.1486872467051822,1.0,1.0,1.15,1.15,,,,,,
e5_strategy,prior,3,100,ucb_direct,e5_strategy:prior:3:57,unavailable,unavailable,middle,60,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0377835019024895,1.0,1.0,1.0,1.0,,,,,,
e5_strategy,prior,3,100,ucb_direct,e5_strategy:prior:3:57,unavailable,unavailable,late,20,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02450159895167387,1.0,1.0,1.0,1.0,,,,,,
e5_strategy,prior,3,100,bayes_direct,e5_strategy:prior:3:58,unavailable,unavailable,early,20,1.0,0.0,0.15,0.0,0.05,0.15,0.0,0.17990111543180914,0.3,0.35,1.2,1.25,,,,,,
e5_strategy,prior,3,100,bayes_direct,e5_strategy:prior:3:58,unavailable,unavailable,middle,60,0.9333333333333333,0.06666666666666667,0.0,0.0,0.0,0.06666666666666667,0.0011005106005105986,0.07238616349243585,0.0,0.0,1.0,1.0,,,,,,
e5_strategy,prior,3,100,bayes_direct,e5_strategy:prior:3:58,unavailable,unavailable,late,20,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05137580887134863,0.0,0.1,1.0,1.0,,,,,,
e5_strategy,prior,3,100,neutral_direct,e5_strategy:prior:3:58,unavailable,unavailable,early,20,1.0,0.0,0.15,0.0,0.0,0.1,0.0,0.17350913439411736,0.25,0.3,1.85,1.8,,,,,,
e5_strategy,prior,3,100,neutral_direct,e5_strategy:prior:3:58,unavailable,unavailable,middle,60,0.9333333333333333,0.06666666666666667,0.0,0.0,0.0,0.06666666666666667,0.0011005106005105986,0.07149832028544784,0.0,0.0,2.0,2.0,,,,,,
e5_strategy,prior,3,100,neutral_direct,e5_strategy:prior:3:58,unavailable,unavailable,late,20,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05108931491880396,0.0,0.1,2.0,1.9,,,,,,
e5_strategy,prior,3,100,regret_direct,e5_strategy:prior:3:58,unavailable,unavailable,early,20,0.95,0.05,0.15,0.0,0.0,0.1,0.004999999999999999,0.17350913439411736,0.2,0.3,1.85,1.75,,,,,,
e5_strategy,prior,3,100,regret_direct,e5_strategy:prior:3:58,unavailable,unavailable,middle,60,0.9333333333333333,0.06666666666666667,0.0,0.0,0.0,0.06666666666666667,0.0011005106005105986,0.07149832028544784,0.0,0.0,2.0,2.0,,,,,,
e5_strategy,prior,3,100,regret_direct,e5_strategy:prior:3:58,unavailable,unavailable,late,20,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05108931491880396,0.0,0.1,2.0,1.9,,,,,,
e5_strategy,prior,3,100,thompson_prompt,e5_strategy:prior:3:58,unavailable,unavailable,early,20,1.0,0.0,0.15,0.0,0.1,0.15,0.0,0.18609424263319158,0.9,0.8,1.25,1.35,,,,,,
e5_strategy,prior,3,100,thompson_prompt,e5_strategy:prior:3:58,unavailable,unavailable,middle,60,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.07333789201271461,0.0,0.45,2.0,1.55,,,,,,
e5_strategy,prior,3,100,thompson_prompt,e5_strategy:prior:3:58,unavailable,unavailable,late,20,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05166414494896386,0.0,1.0,2.0,1.0,,,,,,
e5_strategy,prior,3,100,ucb_direct,e5_strategy:prior:3:58,unavailable,unavailable,early,20,0.95,0.05,0.15,0.05,0.15,0.15,0.008088235294117646,0.189976622779985,1.0,0.8,1.25,1.35,,,,,,
e5_strategy,prior,3,100,ucb_direct,e5_strategy:prior:3:58,unavailable,unavailable,middle,60,0.9166666666666666,0.08333333333333333,0.0,0.08333333333333333,0.0,0.0,0.012396933132227249,0.082997249798444,1.0,0.9166666666666666,1.0333333333333334,1.0,,,,,,
e5_strategy,prior,3,100,ucb_direct,e5_strategy:prior:3:58,unavailable,unavailable,late,20,0.75,0.25,0.0,0.25,0.0,0.0,0.04950577200577201,0.07316890475321763,1.0,0.75,1.05,1.0,,,,,,
e5_strategy,prior,3,100,bayes_direct,e5_strategy:prior:3:59,unavailable,unavailable,early,20,1.0,0.0,0.05,0.0,0.0,0.0,0.0,0.11153086730057504,1.0,1.0,1.1,1.1,,,,,,
e5_strategy,prior,3,100,bayes_direct,e5_strategy:prior:3:59,unavailable,unavailable,middle,60,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.036513090680439106,0.8,1.0,1.2,1.0,,,,,,
e5_strategy,prior,3,100,bayes_direct,e5_strategy:prior:3:59,unavailable,unavailable,late,20,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.025601315411581792,0.0,1.0,2.0,1.0,,,,,,
e5_strategy,prior,3,100,neutral_direct,e5_strategy:prior:3:59,unavailable,unavailable,early,20,1.0,0.0,0.05,0.0,0.0,0.0,0.0,0.11153086730057504,1.0,1.0,1.1,1.1,,,,,,
e5_strategy,prior,3,100,neutral_direct,e5_strategy:prior:3:59,unavailable,unavailable,middle,60,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.036513090680439106,0.8,1.0,1.2,1.0,,,,,,
e5_strategy,prior,3,100,neutral_direct,e5_strategy:prior:3:59,unavailable,unavailable,late,20,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.025601315411581792,0.0,1.0,2.0,1.0,,,,,,
e5_strategy,prior,3,100,regret_direct,e5_strategy:prior:3:59,unavailable,unavailable,early,20,1.0,0.0,0.05,0.0,0.0,0.0,0.0,0.11153086730057504,1.0,1.0,1.1,1.1,,,,,,
e5_strategy,prior,3,100,regret_direct,e5_strategy:prior:3:59,unavailable,unavailable,middle,60,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.036513090680439106,0.8,1.0,1.2,1.0,,,,,,
e5_strategy,prior,3,100,regret_direct,e5_strategy:prior:3:59,unavailable,unavailable,late,20,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.025601315411581792,0.0,1.0,2.0,1.0,,,,,,
e5_strategy,prior,3,100,thompson_prompt,e5_strategy:prior:3:59,unavailable,unavailable,early,20,1.0,0.0,0.05,0.0,0.0,0.0,0.0,0.11153086730057504,1.0,1.0,1.1,1.1,,,,,,
e5_strategy,prior,3,100,thompson_prompt,e5_strategy:prior:3:59,unavailable,unavailable,middle,60,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.036513090680439106,0.8,1.0,1.2,1.0,,,,,,
e5_strategy,prior,3,100,thompson_prompt,e5_strategy:prior:3:59,unavailable,unavailable,late,20,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.025601315411581792,0.0,1.0,2.0,1.0,,,,,,
e5_strategy,prior,3,100,ucb_direct,e5_strategy:prior:3:59,unavailable,unavailable,early,20,1.0,0.0,0.05,0.0,0.0,0.0,0.0,0.11153086730057504,1.0,1.0,1.1,1.1,,,,,,
e5_strategy,prior,3,100,ucb_direct,e5_strategy:prior:3:59,unavailable,unavailable,middle,60,0.9666666666666667,0.03333333333333333,0.03333333333333333,0.03333333333333333,0.0,0.0,0.013768115942028984,0.0452890496376606,1.0,0.9666666666666667,1.0166666666666666,1.0,,,,,,
e5_strategy,prior,3,100,ucb_direct,e5_strategy:prior:3:59,unavailable,unavailable,late,20,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.025789141068870702,1.0,1.0,1.0,1.0,,,,,,
e5_strategy,prior,10,100,bayes_direct,e5_strategy:prior:10:0,unavailable,unavailable,early,20,1.0,0.0,0.1,0.0,0.0,0.0,0.0,0.12073623526396197,1.0,1.0,1.85,1.85,,,,,,
e5_strategy,prior,10,100,bayes_direct,e5_strategy:prior:10:0,unavailable,unavailable,middle,60,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03778911066990632,0.55,1.0,4.15,1.0,,,,,,
e5_strategy,prior,10,100,bayes_direct,e5_strategy:prior:10:0,unavailable,unavailable,late,20,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.023974925694668896,0.0,1.0,8.0,1.0,,,,,,
e5_strategy,prior,10,100,neutral_direct,e5_strategy:prior:10:0,unavailable,unavailable,early,20,1.0,0.0,0.1,0.0,0.0,0.0,0.0,0.12073623526396197,1.0,1.0,1.85,1.85,,,,,,
e5_strategy,prior,10,100,neutral_direct,e5_strategy:prior:10:0,unavailable,unavailable,middle,60,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03778911066990632,0.55,1.0,4.15,1.0,,,,,,
e5_strategy,prior,10,100,neutral_direct,e5_strategy:prior:10:0,unavailable,unavailable,late,20,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.023974925694668896,0.0,1.0,8.0,1.0,,,,,,
e5_strategy,prior,10,100,regret_direct,e5_strategy:prior:10:0,unavailable,unavailable,early,20,1.0,0.0,0.1,0.0,0.0,0.0,0.0,0.12073623526396197,1.0,1.0,1.85,1.85,,,,,,
e5_strategy,prior,10,100,regret_direct,e5_strategy:prior:10:0,unavailable,unavailable,middle,60,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03778911066990632,0.55,1.0,4.15,1.0,,,,,,
e5_strategy,prior,10,100,regret_direct,e5_strategy:prior:10:0,unavailable,unavailable,late,20,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.023974925694668896,0.0,1.0,8.0,1.0,,,,,,
e5_strategy,prior,10,100,thompson_prompt,e5_strategy:prior:10:0,unavailable,unavailable,early,20,1.0,0.0,0.1,0.0,0.0,0.0,0.0,0.12073623526396197,1.0,1.0,1.85,1.85,,,,,,
e5_strategy,prior,10,100,thompson_prompt,e5_strategy:prior:10:0,unavailable,unavailable,middle,60,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03778911066990632,0.55,1.0,4.15,1.0,,,,,,
e5_strategy,prior,10,100,thompson_prompt,e5_strategy:prior:10:0,unavailable,unavailable,late,20,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.023974925694668896,0.0,1.0,8.0,1.0,,,,,,
e5_strategy,prior,10,100,ucb_direct,e5_strategy:prior:10:0,unavailable,unavailable,early,20,1.0,0.0,0.1,0.0,0.0,0.0,0.0,0.12073623526396197,1.0,1.0,1.85,1.85,,,,,,
e5_strategy,prior,10,100,ucb_direct,e5_strategy:prior:10:0,unavailable,unavailable,middle,60,0.7333333333333333,0.26666666666666666,0.06666666666666667,0.26666666666666666,0.0,0.0,0.048531772173076505,0.08406478924255727,1.0,0.75,1.3666666666666667,1.0,,,,,,
e5_strategy,prior,10,100,ucb_direct,e5_strategy:prior:10:0,unavailable,unavailable,late,20,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02457008791336738,1.0,1.0,1.0,1.0,,,,,,
e5_strategy,prior,10,100,bayes_direct,e5_strategy:prior:10:1,unavailable,unavailable,early,20,1.0,0.0,0.05,0.0,0.0,0.0,0.0,0.11388575367045821,1.0,1.0,1.45,1.45,,,,,,
e5_strategy,prior,10,100,bayes_direct,e5_strategy:prior:10:1,unavailable,unavailable,middle,60,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.04124548290107477,0.45,1.0,5.4,1.0,,,,,,
e5_strategy,prior,10,100,bayes_direct,e5_strategy:prior:10:1,unavailable,unavailable,late,20,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02296081248142623,0.5,1.0,5.0,1.0,,,,,,
e5_strategy,prior,10,100,neutral_direct,e5_strategy:prior:10:1,unavailable,unavailable,early,20,1.0,0.0,0.05,0.0,0.0,0.0,0.0,0.11388575367045821,1.0,1.0,1.45,1.45,,,,,,
e5_strategy,prior,10,100,neutral_direct,e5_strategy:prior:10:1,unavailable,unavailable,middle,60,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.04124548290107477,0.45,1.0,5.4,1.0,,,,,,
e5_strategy,prior,10,100,neutral_direct,e5_strategy:prior:10:1,unavailable,unavailable,late,20,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02296081248142623,0.5,1.0,5.0,1.0,,,,,,
e5_strategy,prior,10,100,regret_direct,e5_strategy:prior:10:1,unavailable,unavailable,early,20,1.0,0.0,0.05,0.0,0.0,0.0,0.0,0.11388575367045821,1.0,1.0,1.45,1.45,,,,,,
e5_strategy,prior,10,100,regret_direct,e5_strategy:prior:10:1,unavailable,unavailable,middle,60,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.04124548290107477,0.45,1.0,5.4,1.0,,,,,,
